"CODES","SITE","PLOT","DATE","SAMPLE_ID","NUMBER_FLOWERS_COLLECTED","COMMENTS1","COMMENTS2","COMMENTS3"
"SB",13,6,20180622,"SB-13-6-20181627","NA",NA,NA,NA
"SB",13,7,20180622,"SB-13-7-20181628","NA",NA,NA,NA
"SB",13,8,20180622,"SB-13-8-20181629","NA",NA,NA,NA
"SB",13,9,20180622,"SB-13-9-20181630","NA",NA,NA,NA
"SB",13,10,20180622,"SB-13-10-20181631","NA",NA,NA,NA
"SB",13,11,20180622,"SB-13-11-20181632","NA",NA,NA,NA
"SB",13,12,20180622,"SB-13-12-20181633","NA",NA,NA,NA
"SB",23,6,20180810,"SB-23-6-20180810",NA,NA,NA,NA
"SB",23,8,20180810,"SB-23-8-20180810",NA,NA,NA,NA
"SB",23,12,20180810,"SB-23-12-20180810",NA,NA,NA,NA
"SB",23,1,20180810,"SB-23-1-20180810",NA,NA,NA,NA
"SB",23,3,20180810,"SB-23-3-20180810",NA,NA,NA,NA
"SB",23,11,20180810,"SB-23-11-20180810",NA,NA,NA,NA
"SB",23,4,20180810,"SB-23-4-20180810",NA,NA,NA,NA
"SB",23,9,20180810,"SB-23-9-20180810",NA,NA,NA,NA
"SB",23,5,20180810,"SB-23-5-20180810",NA,NA,NA,NA
"SB",23,7,20180810,"SB-23-7-20180810",NA,NA,NA,NA
"SB",23,2,20180810,"SB-23-2-20180810",NA,NA,NA,NA
"SB",23,10,20180810,"SB-23-10-20180810",NA,NA,NA,NA
"SB",27,1,20180812,"SB-27-1-20180812",NA,NA,NA,NA
"SB",27,2,20180812,"SB-27-2-20180813",NA,NA,NA,NA
"SB",27,3,20180812,"SB-27-3-20180814",NA,NA,NA,NA
"SB",27,4,20180812,"SB-27-4-20180815",NA,NA,NA,NA
"SB",27,5,20180812,"SB-27-5-20180816",NA,NA,NA,NA
"SB",27,6,20180812,"SB-27-6-20180817",NA,NA,NA,NA
"SB",27,7,20180812,"SB-27-7-20180818",NA,NA,NA,NA
"SB",27,8,20180812,"SB-27-8-20180819",NA,NA,NA,NA
"SB",27,9,20180812,"SB-27-9-20180820",NA,NA,NA,NA
"SB",27,10,20180812,"SB-27-10-20180821",NA,NA,NA,NA
"SB",27,11,20180812,"SB-27-11-20180822",NA,NA,NA,NA
"SB",27,12,20180812,"SB-27-12-20180823",NA,NA,NA,NA
"SB",28,1,20180620,"SB-28-1-20180620",NA,NA,NA,NA
"SB",28,2,20180620,"SB-28-2-20180620",NA,NA,NA,NA
"SB",28,3,20180620,"SB-28-3-20180620",NA,NA,NA,NA
"SB",28,4,20180620,"SB-28-4-20180620",NA,NA,NA,NA
"SB",28,5,20180620,"SB-28-5-20180620",NA,NA,NA,NA
"SB",28,6,20180620,"SB-28-6-20180620",NA,NA,NA,NA
"SB",28,7,20180620,"SB-28-7-20180620",NA,NA,NA,NA
"SB",28,8,20180620,"SB-28-8-20180620",NA,NA,NA,NA
"SB",28,9,20180620,"SB-28-9-20180620",NA,NA,NA,NA
"SB",28,10,20180620,"SB-28-10-20180620",NA,NA,NA,NA
"SB",28,11,20180620,"SB-28-11-20180620",NA,NA,NA,NA
"SB",28,12,20180620,"SB-28-12-20180620",NA,NA,NA,NA
"SB",28,13,20180620,"SB-28-13-20180620",NA,NA,NA,NA
"SB",28,14,20180620,"SB-28-14-20180620",NA,NA,NA,NA
"SB",28,15,20180620,"SB-28-15-20180620",NA,NA,NA,NA
"SB",28,16,20180620,"SB-28-16-20180620",NA,NA,NA,NA
"SB",28,17,20180620,"SB-28-17-20180620",NA,NA,NA,NA
"SB",28,18,20180620,"SB-28-18-20180620",NA,NA,NA,NA
"SB",32,1,NA,"SB-32-1-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct","Moi: I added July 1 as date",NA
"SB",32,2,NA,"SB-32-2-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,3,NA,"SB-32-3-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,4,NA,"SB-32-4-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,5,NA,"SB-32-5-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,6,NA,"SB-32-6-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,7,NA,"SB-32-7-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,8,NA,"SB-32-8-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,9,NA,"SB-32-9-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,10,NA,"SB-32-10-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,11,NA,"SB-32-11-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",32,12,NA,"SB-32-12-20180701",NA,"We are not sure about the date and the sample_id. Check with the sample_id annotated in the shipped tube. It is correct",NA,NA
"SB",33,1,20181026,"SB-33-1-20181026",NA,NA,NA,NA
"SB",33,2,20181026,"SB-33-2-20181026",NA,NA,NA,NA
"SB",33,3,20181026,"SB-33-3-20181026",NA,NA,NA,NA
"SB",33,4,20181026,"SB-33-4-20181026",NA,NA,NA,NA
"SB",33,5,20181026,"SB-33-5-20181026",NA,NA,NA,NA
"SB",33,6,20181026,"SB-33-6-20181026",NA,NA,NA,NA
"SB",33,7,20181026,"SB-33-7-20181026",NA,NA,NA,NA
"SB",33,8,20181026,"SB-33-8-20181026",NA,NA,NA,NA
"SB",33,9,20181026,"SB-33-9-20181026",NA,NA,NA,NA
"SB",33,10,20181026,"SB-33-10-20181026",NA,NA,NA,NA
"SB",33,11,20181026,"SB-33-11-20181026",NA,NA,NA,NA
"SB",33,12,20181026,"SB-33-12-20181026",NA,NA,NA,NA
"SB",37,1,20180720,"SB-37-1-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,2,20180720,"SB-37-2-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,3,20180720,"SB-37-3-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,4,20180720,"SB-37-4-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,5,20180720,"SB-37-5-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,6,20180720,"SB-37-6-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,7,20180720,"SB-37-7-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,8,20180720,"SB-37-8-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,9,20180720,"SB-37-9-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,10,20180720,"SB-37-10-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,11,20180720,"SB-37-11-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,12,20180720,"SB-37-12-20180720","na","Second soil collection / seed bank",NA,NA
"SB",37,1,20180705,"SB-37-1-20180705","na",NA,NA,NA
"SB",37,2,20180705,"SB-37-2-20180705","na",NA,NA,NA
"SB",37,3,20180705,"SB-37-3-20180705","na",NA,NA,NA
"SB",37,4,20180705,"SB-37-4-20180705","na",NA,NA,NA
"SB",37,5,20180705,"SB-37-5-20180705","na",NA,NA,NA
"SB",37,6,20180705,"SB-37-6-20180705","na",NA,NA,NA
"SB",37,7,20180705,"SB-37-7-20180705","na",NA,NA,NA
"SB",37,8,20180705,"SB-37-8-20180705","na",NA,NA,NA
"SB",37,9,20180705,"SB-37-9-20180705","na",NA,NA,NA
"SB",37,10,20180705,"SB-37-10-20180705","na",NA,NA,NA
"SB",37,11,20180705,"SB-37-11-20180705","na",NA,NA,NA
"SB",37,12,20180705,"SB-37-12-20180705","na",NA,NA,NA
"SB",42,1,20180917,"SB-42-1-20180917",NA,NA,NA,NA
"SB",42,2,20180917,"SB-42-2-20180917",NA,NA,NA,NA
"SB",42,3,20180917,"SB-42-3-20180917",NA,NA,NA,NA
"SB",42,4,20180917,"SB-42-4-20180917",NA,NA,NA,NA
"SB",42,5,20180917,"SB-42-5-20180917",NA,NA,NA,NA
"SB",42,6,20180917,"SB-42-6-20180917",NA,NA,NA,NA
"SB",42,7,20180917,"SB-42-7-20180917",NA,NA,NA,NA
"SB",42,8,20180917,"SB-42-8-20180917",NA,NA,NA,NA
"SB",42,9,20180917,"SB-42-9-20180917",NA,NA,NA,NA
"SB",42,10,20180917,"SB-42-10-20180917",NA,NA,NA,NA
"SB",42,11,20180917,"SB-42-11-20180917",NA,NA,NA,NA
"SB",42,12,20180917,"SB-42-12-20180917",NA,NA,NA,NA
"SB",43,1,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,2,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,3,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,4,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,5,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,6,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,7,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,8,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,9,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,10,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,11,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",43,12,20180612,"SB-43-20180612","na",NA,NA,NA
"SB",45,1,20180717,"SB-45-1-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,2,20180717,"SB-45-2-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,3,20180717,"SB-45-3-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,4,20180717,"SB-45-4-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,5,20180717,"SB-45-5-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,6,20180717,"SB-45-6-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,7,20180717,"SB-45-7-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,8,20180717,"SB-45-8-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,9,20180717,"SB-45-9-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,10,20180717,"SB-45-10-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,11,20180717,"SB-45-11-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",45,12,20180717,"SB-45-12-20181707","NA","Soil bank from 9 points of each plot",NA,NA
"SB",46,1,20180726,"SB-46-1-20180726",NA,NA,NA,NA
"SB",46,2,20180726,"SB-46-1-20180726",NA,NA,NA,NA
"SB",46,3,20180726,"SB-46-3-20180726",NA,NA,NA,NA
"SB",46,4,20180726,"SB-46-4-20180726",NA,NA,NA,NA
"SB",46,5,20180726,"SB-46-5-20180726",NA,NA,NA,NA
"SB",46,6,20180726,"SB-46-6-20180726",NA,NA,NA,NA
"SB",46,7,20180726,"SB-46-7-20180726",NA,NA,NA,NA
"SB",46,8,20180726,"SB-46-8-20180726",NA,NA,NA,NA
"SB",46,9,20180726,"SB-46-9-20180726",NA,NA,NA,NA
"SB",46,10,20180726,"SB-46-10-20180726",NA,NA,NA,NA
"SB",46,11,20180726,"SB-46-11-20180726",NA,NA,NA,NA
"SB",46,12,20180726,"SB-46-12-20180726",NA,NA,NA,NA
"SB",49,1,20180829,"SB-49-1-20180829","9 subsamples","tray 50% empty",NA,NA
"SB",49,2,20180829,"SB-49-2-20180829","9 subsamples","tray suffered some digging, but not much substrate removed",NA,NA
"SB",49,3,20180829,"SB-49-3-20180829","9 subsamples","all ok",NA,NA
"SB",49,4,20180829,"SB-49-4-20180829","9 subsamples","all ok",NA,NA
"SB",49,5,20180829,"SB-49-5-20180829","9 subsamples","all ok",NA,NA
"SB",49,6,20180829,"SB-49-6-20180829","9 subsamples","tray 75% empty",NA,NA
"SB",49,7,20180829,"SB-49-7-20180829","7 subsamples","tray more than 75% empty (!! only 7 spoons SB)",NA,NA
"SB",49,8,20180829,"SB-49-8-20180829","9 subsamples","all ok",NA,NA
"SB",49,9,20180829,"SB-49-9-20180829","9 subsamples","all ok",NA,NA
"SB",49,10,20180829,"SB-49-10-20180829","9 subsamples","tray has some digging in one corner",NA,NA
"SB",49,11,20180829,"SB-49-11-20180829","9 subsamples","all ok",NA,NA
"SB",49,12,20180829,"SB-49-12-20180829","9 subsamples","all ok",NA,NA
"SB",52,1,20180807,"SB-52-1-20180807",NA,"9 subsamples per tray taken with spoon",NA,NA
"SB",52,2,20180807,"SB-52-2-20180807",NA,NA,NA,NA
"SB",52,3,20180807,"SB-52-3-20180807",NA,NA,NA,NA
"SB",52,4,20180807,"SB-52-4-20180807",NA,NA,NA,NA
"SB",52,5,20180807,"SB-52-5-20180807",NA,NA,NA,NA
"SB",52,6,20180807,"SB-52-6-20180807",NA,NA,NA,NA
"SB",52,7,20180807,"SB-52-7-20180807",NA,NA,NA,NA
"SB",52,8,20180807,"SB-52-8-20180807",NA,NA,NA,NA
"SB",52,9,20180807,"SB-52-9-20180807",NA,NA,NA,NA
"SB",52,10,20180807,"SB-52-10-20180807",NA,NA,NA,NA
"SB",52,11,20180807,"SB-52-11-20180807",NA,NA,NA,NA
"SB",52,12,20180807,"SB-52-12-20180807",NA,NA,NA,NA
"SB",53,1,20180808,"SB-53-1-20180808",NA,NA,NA,NA
"SB",53,2,20180808,"SB-53-2-20180808",NA,NA,NA,NA
"SB",53,3,20180808,"SB-53-3-20180808",NA,NA,NA,NA
"SB",53,4,20180808,"SB-53-4-20180808",NA,NA,NA,NA
"SB",53,5,20180808,"SB-53-5-20180808",NA,NA,NA,NA
"SB",53,6,20180808,"SB-53-6-20180808",NA,NA,NA,NA
"SB",53,7,20180808,"SB-53-7-20180808",NA,NA,NA,NA
"SB",53,8,20180808,"SB-53-8-20180808",NA,NA,NA,NA
"SB",53,9,20180808,"SB-53-9-20180808",NA,NA,NA,NA
"SB",53,10,20180808,"SB-53-10-20180808",NA,NA,NA,NA
"SB",53,11,20180808,"SB-53-11-20180808",NA,NA,NA,NA
"SB",53,12,20180808,"SB-53-12-20180808",NA,NA,NA,NA
"SB",57,NA,20180705,"SB-57-1G 05-07-18",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-3G 05-07-18",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-4G 05-07-18",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-6G 05-07-18",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-7G 05-07-18",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-9G 05-07-18",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-10G 05-07-18",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-12G 05-07-18",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-13G 05-07-19",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-15G 05-07-19",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-16G 05-07-19",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
"SB",57,NA,20180705,"SB-57-18G 05-07-19",NA,"sent to Tubingen on July 7, 2018",NA,"second generation"
