"r1filename","r2filename","sampleid","r1srafolder","r2srafolder","unit","platform","datereleased"
"MLFH_2_5_20180420_CKDL210000711-1a-7UDI1971-AK8191_HFLHHCCX2_L2_1.fq.gz","MLFH_2_5_20180420_CKDL210000711-1a-7UDI1971-AK8191_HFLHHCCX2_L2_2.fq.gz","MLFH020520180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_2_5_20180420/MLFH_2_5_20180420_CKDL210000711-1a-7UDI1971-AK8191_HFLHHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_2_5_20180420/MLFH_2_5_20180420_CKDL210000711-1a-7UDI1971-AK8191_HFLHHCCX2_L2_2.fq.gz",2,"ILLUMINA","2021-02-18-ath-release-03"
"MLFH_2_5_20190221_CKDL210000711-1a-AK11638-AK20024_HFLJFCCX2_L6_1.fq.gz","MLFH_2_5_20190221_CKDL210000711-1a-AK11638-AK20024_HFLJFCCX2_L6_2.fq.gz","MLFH020520190221","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_2_5_20190221/MLFH_2_5_20190221_CKDL210000711-1a-AK11638-AK20024_HFLJFCCX2_L6_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_2_5_20190221/MLFH_2_5_20190221_CKDL210000711-1a-AK11638-AK20024_HFLJFCCX2_L6_2.fq.gz",1,"ILLUMINA","2021-01-29-ath-release-01"
"MLFH_2_5_20190221_CKDL210000711-1a-AK11638-AK20024_HFLHHCCX2_L2_1.fq.gz","MLFH_2_5_20190221_CKDL210000711-1a-AK11638-AK20024_HFLHHCCX2_L2_2.fq.gz","MLFH020520190221","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_2_5_20190221/MLFH_2_5_20190221_CKDL210000711-1a-AK11638-AK20024_HFLHHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_2_5_20190221/MLFH_2_5_20190221_CKDL210000711-1a-AK11638-AK20024_HFLHHCCX2_L2_2.fq.gz",2,"ILLUMINA","2021-02-18-ath-release-03"
"MLFH020620180405_CKDL210001610-1a-7UDI1539-AK20024_HFLJCCCX2_L5_1.fq.gz","MLFH020620180405_CKDL210001610-1a-7UDI1539-AK20024_HFLJCCCX2_L5_2.fq.gz","MLFH020620180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020620180405/MLFH020620180405_CKDL210001610-1a-7UDI1539-AK20024_HFLJCCCX2_L5_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020620180405/MLFH020620180405_CKDL210001610-1a-7UDI1539-AK20024_HFLJCCCX2_L5_2.fq.gz",1,"ILLUMINA","2021-02-15-ath-release-02"
"MLFH020620180420_CKDL210001610-1a-7UDI1971-AK20024_HFLJCCCX2_L5_1.fq.gz","MLFH020620180420_CKDL210001610-1a-7UDI1971-AK20024_HFLJCCCX2_L5_2.fq.gz","MLFH020620180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020620180420/MLFH020620180420_CKDL210001610-1a-7UDI1971-AK20024_HFLJCCCX2_L5_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020620180420/MLFH020620180420_CKDL210001610-1a-7UDI1971-AK20024_HFLJCCCX2_L5_2.fq.gz",1,"ILLUMINA","2021-02-15-ath-release-02"
"MLFH020620190215_CKDL210001610-1a-AK28238-AK9012_HFLJCCCX2_L5_1.fq.gz","MLFH020620190215_CKDL210001610-1a-AK28238-AK9012_HFLJCCCX2_L5_2.fq.gz","MLFH020620190215","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020620190215/MLFH020620190215_CKDL210001610-1a-AK28238-AK9012_HFLJCCCX2_L5_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020620190215/MLFH020620190215_CKDL210001610-1a-AK28238-AK9012_HFLJCCCX2_L5_2.fq.gz",1,"ILLUMINA","2021-02-15-ath-release-02"
"MLFH020720180405_CKDL210001610-1a-AK11638-AK9012_HFLJCCCX2_L5_1.fq.gz","MLFH020720180405_CKDL210001610-1a-AK11638-AK9012_HFLJCCCX2_L5_2.fq.gz","MLFH020720180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020720180405/MLFH020720180405_CKDL210001610-1a-AK11638-AK9012_HFLJCCCX2_L5_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020720180405/MLFH020720180405_CKDL210001610-1a-AK11638-AK9012_HFLJCCCX2_L5_2.fq.gz",1,"ILLUMINA","2021-02-15-ath-release-02"
"MLFH020720180420_CKDL210001610-1a-AK33987-AK9012_HFLJCCCX2_L5_1.fq.gz","MLFH020720180420_CKDL210001610-1a-AK33987-AK9012_HFLJCCCX2_L5_2.fq.gz","MLFH020720180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020720180420/MLFH020720180420_CKDL210001610-1a-AK33987-AK9012_HFLJCCCX2_L5_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020720180420/MLFH020720180420_CKDL210001610-1a-AK33987-AK9012_HFLJCCCX2_L5_2.fq.gz",1,"ILLUMINA","2021-02-15-ath-release-02"
"MLFH020720190221_CKDL210001610-1a-AK9787-AK9012_HFLJCCCX2_L5_1.fq.gz","MLFH020720190221_CKDL210001610-1a-AK9787-AK9012_HFLJCCCX2_L5_2.fq.gz","MLFH020720190221","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020720190221/MLFH020720190221_CKDL210001610-1a-AK9787-AK9012_HFLJCCCX2_L5_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH020720190221/MLFH020720190221_CKDL210001610-1a-AK9787-AK9012_HFLJCCCX2_L5_2.fq.gz",1,"ILLUMINA","2021-02-15-ath-release-02"
"MLFH020820180405_CKDL210006836-1a-AK10689-AK8944_HFH7VCCX2_L7_1.fq.gz","MLFH020820180405_CKDL210006836-1a-AK10689-AK8944_HFH7VCCX2_L7_2.fq.gz","MLFH020820180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH020820180405/MLFH020820180405_CKDL210006836-1a-AK10689-AK8944_HFH7VCCX2_L7_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH020820180405/MLFH020820180405_CKDL210006836-1a-AK10689-AK8944_HFH7VCCX2_L7_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"MLFH020820180420_CKDL210006836-1a-AK34068-AK8944_HFH7VCCX2_L7_1.fq.gz","MLFH020820180420_CKDL210006836-1a-AK34068-AK8944_HFH7VCCX2_L7_2.fq.gz","MLFH020820180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH020820180420/MLFH020820180420_CKDL210006836-1a-AK34068-AK8944_HFH7VCCX2_L7_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH020820180420/MLFH020820180420_CKDL210006836-1a-AK34068-AK8944_HFH7VCCX2_L7_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"MLFH020920180405_CKDL210006836-1a-AK31398-AK8944_HFH7VCCX2_L7_1.fq.gz","MLFH020920180405_CKDL210006836-1a-AK31398-AK8944_HFH7VCCX2_L7_2.fq.gz","MLFH020920180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH020920180405/MLFH020920180405_CKDL210006836-1a-AK31398-AK8944_HFH7VCCX2_L7_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH020920180405/MLFH020920180405_CKDL210006836-1a-AK31398-AK8944_HFH7VCCX2_L7_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"MLFH020920180420_CKDL210006836-1a-AK7838-AK8944_HFH7VCCX2_L7_1.fq.gz","MLFH020920180420_CKDL210006836-1a-AK7838-AK8944_HFH7VCCX2_L7_2.fq.gz","MLFH020920180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH020920180420/MLFH020920180420_CKDL210006836-1a-AK7838-AK8944_HFH7VCCX2_L7_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH020920180420/MLFH020920180420_CKDL210006836-1a-AK7838-AK8944_HFH7VCCX2_L7_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"MLFH021120180405_CKDL210007514-1a-AK9787-AK8965_HFWH5CCX2_L2_1.fq.gz","MLFH021120180405_CKDL210007514-1a-AK9787-AK8965_HFWH5CCX2_L2_2.fq.gz","MLFH021120180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH021120180405/MLFH021120180405_CKDL210007514-1a-AK9787-AK8965_HFWH5CCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH021120180405/MLFH021120180405_CKDL210007514-1a-AK9787-AK8965_HFWH5CCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH021120180420_CKDL210007514-1a-AK10689-AK8965_HFWH5CCX2_L2_1.fq.gz","MLFH021120180420_CKDL210007514-1a-AK10689-AK8965_HFWH5CCX2_L2_2.fq.gz","MLFH021120180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH021120180420/MLFH021120180420_CKDL210007514-1a-AK10689-AK8965_HFWH5CCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH021120180420/MLFH021120180420_CKDL210007514-1a-AK10689-AK8965_HFWH5CCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH021220180405_CKDL210007517-1a-AK34069-AK8944_HFWH5CCX2_L5_1.fq.gz","MLFH021220180405_CKDL210007517-1a-AK34069-AK8944_HFWH5CCX2_L5_2.fq.gz","MLFH021220180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH021220180405/MLFH021220180405_CKDL210007517-1a-AK34069-AK8944_HFWH5CCX2_L5_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH021220180405/MLFH021220180405_CKDL210007517-1a-AK34069-AK8944_HFWH5CCX2_L5_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH021220180420_CKDL210007517-1a-AK34070-AK8944_HFWH5CCX2_L5_1.fq.gz","MLFH021220180420_CKDL210007517-1a-AK34070-AK8944_HFWH5CCX2_L5_2.fq.gz","MLFH021220180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH021220180420/MLFH021220180420_CKDL210007517-1a-AK34070-AK8944_HFWH5CCX2_L5_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH021220180420/MLFH021220180420_CKDL210007517-1a-AK34070-AK8944_HFWH5CCX2_L5_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"21093FL-02-07-41_S617_L007_R1_001.fastq.gz","21093FL-02-07-41_S617_L007_R2_001.fastq.gz","MLFH021320180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-41_S617_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-41_S617_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-02-07-48_S624_L007_R1_001.fastq.gz","21093FL-02-07-48_S624_L007_R2_001.fastq.gz","MLFH021320180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-48_S624_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-48_S624_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-02-07-54_S630_L007_R1_001.fastq.gz","21093FL-02-07-54_S630_L007_R2_001.fastq.gz","MLFH021420180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-54_S630_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-54_S630_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-02-07-07_S583_L007_R1_001.fastq.gz","21093FL-02-07-07_S583_L007_R2_001.fastq.gz","MLFH021420180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-07_S583_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-07_S583_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-02-07-14_S590_L007_R1_001.fastq.gz","21093FL-02-07-14_S590_L007_R2_001.fastq.gz","MLFH021520180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-14_S590_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-14_S590_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-02-07-21_S597_L007_R1_001.fastq.gz","21093FL-02-07-21_S597_L007_R2_001.fastq.gz","MLFH021620180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-21_S597_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-21_S597_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-02-07-28_S604_L007_R1_001.fastq.gz","21093FL-02-07-28_S604_L007_R2_001.fastq.gz","MLFH021620180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-28_S604_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-28_S604_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-02-07-35_S611_L007_R1_001.fastq.gz","21093FL-02-07-35_S611_L007_R2_001.fastq.gz","MLFH021820180405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-35_S611_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-35_S611_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-02-07-42_S618_L007_R1_001.fastq.gz","21093FL-02-07-42_S618_L007_R2_001.fastq.gz","MLFH021820180420","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-42_S618_L007_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-07-42_S618_L007_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH_4_1_20180306_CKDL210000711-1a-AK33987-AK20024_HFLJFCCX2_L6_1.fq.gz","MLFH_4_1_20180306_CKDL210000711-1a-AK33987-AK20024_HFLJFCCX2_L6_2.fq.gz","MLFH040120180306","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_1_20180306/MLFH_4_1_20180306_CKDL210000711-1a-AK33987-AK20024_HFLJFCCX2_L6_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_1_20180306/MLFH_4_1_20180306_CKDL210000711-1a-AK33987-AK20024_HFLJFCCX2_L6_2.fq.gz",1,"ILLUMINA","2021-01-29-ath-release-01"
"MLFH_4_1_20180306_CKDL210000711-1a-AK33987-AK20024_HFLHHCCX2_L2_1.fq.gz","MLFH_4_1_20180306_CKDL210000711-1a-AK33987-AK20024_HFLHHCCX2_L2_2.fq.gz","MLFH040120180306","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_1_20180306/MLFH_4_1_20180306_CKDL210000711-1a-AK33987-AK20024_HFLHHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_1_20180306/MLFH_4_1_20180306_CKDL210000711-1a-AK33987-AK20024_HFLHHCCX2_L2_2.fq.gz",2,"ILLUMINA","2021-02-18-ath-release-03"
"MLFH_4_1_20180321_CKDL210000711-1a-AK28238-AK20024_HFLJFCCX2_L6_1.fq.gz","MLFH_4_1_20180321_CKDL210000711-1a-AK28238-AK20024_HFLJFCCX2_L6_2.fq.gz","MLFH040120180321","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_1_20180321/MLFH_4_1_20180321_CKDL210000711-1a-AK28238-AK20024_HFLJFCCX2_L6_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_1_20180321/MLFH_4_1_20180321_CKDL210000711-1a-AK28238-AK20024_HFLJFCCX2_L6_2.fq.gz",1,"ILLUMINA","2021-01-29-ath-release-01"
"MLFH_4_1_20180321_CKDL210000711-1a-AK28238-AK20024_HFLHHCCX2_L2_1.fq.gz","MLFH_4_1_20180321_CKDL210000711-1a-AK28238-AK20024_HFLHHCCX2_L2_2.fq.gz","MLFH040120180321","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_1_20180321/MLFH_4_1_20180321_CKDL210000711-1a-AK28238-AK20024_HFLHHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_1_20180321/MLFH_4_1_20180321_CKDL210000711-1a-AK28238-AK20024_HFLHHCCX2_L2_2.fq.gz",2,"ILLUMINA","2021-02-18-ath-release-03"
"MLFH_4_1_20190208_CKDL210000711-1a-AK34068-AK20024_HFLJFCCX2_L6_1.fq.gz","MLFH_4_1_20190208_CKDL210000711-1a-AK34068-AK20024_HFLJFCCX2_L6_2.fq.gz","MLFH040120190208","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_1_20190208/MLFH_4_1_20190208_CKDL210000711-1a-AK34068-AK20024_HFLJFCCX2_L6_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_1_20190208/MLFH_4_1_20190208_CKDL210000711-1a-AK34068-AK20024_HFLJFCCX2_L6_2.fq.gz",1,"ILLUMINA","2021-01-29-ath-release-01"
"MLFH_4_1_20190208_CKDL210000711-1a-AK34068-AK20024_HFLHHCCX2_L2_1.fq.gz","MLFH_4_1_20190208_CKDL210000711-1a-AK34068-AK20024_HFLHHCCX2_L2_2.fq.gz","MLFH040120190208","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_1_20190208/MLFH_4_1_20190208_CKDL210000711-1a-AK34068-AK20024_HFLHHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_1_20190208/MLFH_4_1_20190208_CKDL210000711-1a-AK34068-AK20024_HFLHHCCX2_L2_2.fq.gz",2,"ILLUMINA","2021-02-18-ath-release-03"
"MLFH_4_1_20190221_CKDL210000711-1a-AK31398-AK20024_HFLJFCCX2_L6_1.fq.gz","MLFH_4_1_20190221_CKDL210000711-1a-AK31398-AK20024_HFLJFCCX2_L6_2.fq.gz","MLFH040120190221","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_1_20190221/MLFH_4_1_20190221_CKDL210000711-1a-AK31398-AK20024_HFLJFCCX2_L6_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_1_20190221/MLFH_4_1_20190221_CKDL210000711-1a-AK31398-AK20024_HFLJFCCX2_L6_2.fq.gz",1,"ILLUMINA","2021-01-29-ath-release-01"
"MLFH_4_1_20190221_CKDL210000711-1a-AK31398-AK20024_HFLHHCCX2_L2_1.fq.gz","MLFH_4_1_20190221_CKDL210000711-1a-AK31398-AK20024_HFLHHCCX2_L2_2.fq.gz","MLFH040120190221","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_1_20190221/MLFH_4_1_20190221_CKDL210000711-1a-AK31398-AK20024_HFLHHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_1_20190221/MLFH_4_1_20190221_CKDL210000711-1a-AK31398-AK20024_HFLHHCCX2_L2_2.fq.gz",2,"ILLUMINA","2021-02-18-ath-release-03"
"21093FL-02-01-10_S10_L001_R1_001.fastq.gz","21093FL-02-01-10_S10_L001_R2_001.fastq.gz","MLFH040120200206","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-01-10_S10_L001_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-01-10_S10_L001_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH_4_2_20180306_CKDL210000711-1a-AK9787-AK20024_HFLJFCCX2_L6_1.fq.gz","MLFH_4_2_20180306_CKDL210000711-1a-AK9787-AK20024_HFLJFCCX2_L6_2.fq.gz","MLFH040220180306","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_2_20180306/MLFH_4_2_20180306_CKDL210000711-1a-AK9787-AK20024_HFLJFCCX2_L6_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_2_20180306/MLFH_4_2_20180306_CKDL210000711-1a-AK9787-AK20024_HFLJFCCX2_L6_2.fq.gz",1,"ILLUMINA","2021-01-29-ath-release-01"
"MLFH_4_2_20180306_CKDL210000711-1a-AK9787-AK20024_HFLHHCCX2_L2_1.fq.gz","MLFH_4_2_20180306_CKDL210000711-1a-AK9787-AK20024_HFLHHCCX2_L2_2.fq.gz","MLFH040220180306","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_2_20180306/MLFH_4_2_20180306_CKDL210000711-1a-AK9787-AK20024_HFLHHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-18-ath-release-03/raw_data/MLFH_4_2_20180306/MLFH_4_2_20180306_CKDL210000711-1a-AK9787-AK20024_HFLHHCCX2_L2_2.fq.gz",2,"ILLUMINA","2021-02-18-ath-release-03"
"MLFH_4_2_20180321_CKDL210000711-1a-AK10689-AK20024_HFLJFCCX2_L6_1.fq.gz","MLFH_4_2_20180321_CKDL210000711-1a-AK10689-AK20024_HFLJFCCX2_L6_2.fq.gz","MLFH040220180321","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_2_20180321/MLFH_4_2_20180321_CKDL210000711-1a-AK10689-AK20024_HFLJFCCX2_L6_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-01-29-ath-release-01/raw_data/MLFH_4_2_20180321/MLFH_4_2_20180321_CKDL210000711-1a-AK10689-AK20024_HFLJFCCX2_L6_2.fq.gz",1,"ILLUMINA","2021-01-29-ath-release-01"
