"r1filename","r2filename","sampleid","r1srafolder","r2srafolder","unit","platform","datereleased"
"21093FL-02-01-50_S50_L001_R1_001.fastq.gz","21093FL-02-01-50_S50_L001_R2_001.fastq.gz","MLFH420120200319","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-01-50_S50_L001_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-01-50_S50_L001_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH420220180419_CKDL210001607-1a-AK9787-AK8965_HFLJCCCX2_L3_1.fq.gz","MLFH420220180419_CKDL210001607-1a-AK9787-AK8965_HFLJCCCX2_L3_2.fq.gz","MLFH420220180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH420220180419/MLFH420220180419_CKDL210001607-1a-AK9787-AK8965_HFLJCCCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH420220180419/MLFH420220180419_CKDL210001607-1a-AK9787-AK8965_HFLJCCCX2_L3_2.fq.gz",1,"ILLUMINA","2021-02-15-ath-release-02"
"MLFH420220180419_CKDL210001607-1a-AK9787-AK8965_HFVL3CCX2_L4_1.fq.gz","MLFH420220180419_CKDL210001607-1a-AK9787-AK8965_HFVL3CCX2_L4_2.fq.gz","MLFH420220180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-03-ath-release-05/raw_data/MLFH420220180419/MLFH420220180419_CKDL210001607-1a-AK9787-AK8965_HFVL3CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-03-ath-release-05/raw_data/MLFH420220180419/MLFH420220180419_CKDL210001607-1a-AK9787-AK8965_HFVL3CCX2_L4_2.fq.gz",2,"ILLUMINA","2021-04-03-ath-release-05"
"MLFH420220180506_CKDL210001607-1a-AK10689-AK8965_HFLJCCCX2_L3_1.fq.gz","MLFH420220180506_CKDL210001607-1a-AK10689-AK8965_HFLJCCCX2_L3_2.fq.gz","MLFH420220180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH420220180506/MLFH420220180506_CKDL210001607-1a-AK10689-AK8965_HFLJCCCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-02-15-ath-release-02/raw_data/MLFH420220180506/MLFH420220180506_CKDL210001607-1a-AK10689-AK8965_HFLJCCCX2_L3_2.fq.gz",1,"ILLUMINA","2021-02-15-ath-release-02"
"MLFH420220180506_CKDL210001607-1a-AK10689-AK8965_HFVL3CCX2_L4_1.fq.gz","MLFH420220180506_CKDL210001607-1a-AK10689-AK8965_HFVL3CCX2_L4_2.fq.gz","MLFH420220180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-03-ath-release-05/raw_data/MLFH420220180506/MLFH420220180506_CKDL210001607-1a-AK10689-AK8965_HFVL3CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-03-ath-release-05/raw_data/MLFH420220180506/MLFH420220180506_CKDL210001607-1a-AK10689-AK8965_HFVL3CCX2_L4_2.fq.gz",2,"ILLUMINA","2021-04-03-ath-release-05"
"21093FL-02-01-51_S51_L001_R1_001.fastq.gz","21093FL-02-01-51_S51_L001_R2_001.fastq.gz","MLFH420220200319","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-01-51_S51_L001_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-01-51_S51_L001_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH420320180419_CKDL210004258-1a-AK11638-AK26896_HFVN3CCX2_L3_1.fq.gz","MLFH420320180419_CKDL210004258-1a-AK11638-AK26896_HFVN3CCX2_L3_2.fq.gz","MLFH420320180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420320180419/MLFH420320180419_CKDL210004258-1a-AK11638-AK26896_HFVN3CCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420320180419/MLFH420320180419_CKDL210004258-1a-AK11638-AK26896_HFVN3CCX2_L3_2.fq.gz",1,"ILLUMINA","2021-03-24-ath-release-04"
"MLFH420320180506_CKDL210004258-1a-AK33987-AK26896_HFVN3CCX2_L3_1.fq.gz","MLFH420320180506_CKDL210004258-1a-AK33987-AK26896_HFVN3CCX2_L3_2.fq.gz","MLFH420320180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420320180506/MLFH420320180506_CKDL210004258-1a-AK33987-AK26896_HFVN3CCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420320180506/MLFH420320180506_CKDL210004258-1a-AK33987-AK26896_HFVN3CCX2_L3_2.fq.gz",1,"ILLUMINA","2021-03-24-ath-release-04"
"MLFH420320190525_CKDL210004258-1a-AK10689-AK26896_HFVN3CCX2_L3_1.fq.gz","MLFH420320190525_CKDL210004258-1a-AK10689-AK26896_HFVN3CCX2_L3_2.fq.gz","MLFH420320190525","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420320190525/MLFH420320190525_CKDL210004258-1a-AK10689-AK26896_HFVN3CCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420320190525/MLFH420320190525_CKDL210004258-1a-AK10689-AK26896_HFVN3CCX2_L3_2.fq.gz",1,"ILLUMINA","2021-03-24-ath-release-04"
"21093FL-02-02-80_S176_L002_R1_001.fastq.gz","21093FL-02-02-80_S176_L002_R2_001.fastq.gz","MLFH420320200319","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-02-80_S176_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-02-80_S176_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH420420180419_CKDL210004258-1a-AK28238-AK26896_HFVN3CCX2_L3_1.fq.gz","MLFH420420180419_CKDL210004258-1a-AK28238-AK26896_HFVN3CCX2_L3_2.fq.gz","MLFH420420180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420420180419/MLFH420420180419_CKDL210004258-1a-AK28238-AK26896_HFVN3CCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420420180419/MLFH420420180419_CKDL210004258-1a-AK28238-AK26896_HFVN3CCX2_L3_2.fq.gz",1,"ILLUMINA","2021-03-24-ath-release-04"
"MLFH420420180506_CKDL210004258-1a-AK9787-AK26896_HFVN3CCX2_L3_1.fq.gz","MLFH420420180506_CKDL210004258-1a-AK9787-AK26896_HFVN3CCX2_L3_2.fq.gz","MLFH420420180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420420180506/MLFH420420180506_CKDL210004258-1a-AK9787-AK26896_HFVN3CCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-03-24-ath-release-04/raw_data/MLFH420420180506/MLFH420420180506_CKDL210004258-1a-AK9787-AK26896_HFVN3CCX2_L3_2.fq.gz",1,"ILLUMINA","2021-03-24-ath-release-04"
"21093FL-02-02-81_S177_L002_R1_001.fastq.gz","21093FL-02-02-81_S177_L002_R2_001.fastq.gz","MLFH420420200331","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-02-81_S177_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-02-81_S177_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH420520180419_CKDL210006837-1a-AK7838-AK24534_HFH7VCCX2_L8_1.fq.gz","MLFH420520180419_CKDL210006837-1a-AK7838-AK24534_HFH7VCCX2_L8_2.fq.gz","MLFH420520180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420520180419/MLFH420520180419_CKDL210006837-1a-AK7838-AK24534_HFH7VCCX2_L8_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420520180419/MLFH420520180419_CKDL210006837-1a-AK7838-AK24534_HFH7VCCX2_L8_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"MLFH420520180506_CKDL210006837-1a-AK34069-AK24534_HFH7VCCX2_L8_1.fq.gz","MLFH420520180506_CKDL210006837-1a-AK34069-AK24534_HFH7VCCX2_L8_2.fq.gz","MLFH420520180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420520180506/MLFH420520180506_CKDL210006837-1a-AK34069-AK24534_HFH7VCCX2_L8_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420520180506/MLFH420520180506_CKDL210006837-1a-AK34069-AK24534_HFH7VCCX2_L8_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"MLFH420520190525_CKDL210006837-1a-7UDI1971-AK24534_HFH7VCCX2_L8_1.fq.gz","MLFH420520190525_CKDL210006837-1a-7UDI1971-AK24534_HFH7VCCX2_L8_2.fq.gz","MLFH420520190525","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420520190525/MLFH420520190525_CKDL210006837-1a-7UDI1971-AK24534_HFH7VCCX2_L8_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420520190525/MLFH420520190525_CKDL210006837-1a-7UDI1971-AK24534_HFH7VCCX2_L8_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"21093FL-02-04-01_S289_L004_R1_001.fastq.gz","21093FL-02-04-01_S289_L004_R2_001.fastq.gz","MLFH420520200331","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-04-01_S289_L004_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-04-01_S289_L004_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH420620180419_CKDL210006837-1a-AK34070-AK24534_HFH7VCCX2_L8_1.fq.gz","MLFH420620180419_CKDL210006837-1a-AK34070-AK24534_HFH7VCCX2_L8_2.fq.gz","MLFH420620180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420620180419/MLFH420620180419_CKDL210006837-1a-AK34070-AK24534_HFH7VCCX2_L8_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420620180419/MLFH420620180419_CKDL210006837-1a-AK34070-AK24534_HFH7VCCX2_L8_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"MLFH420620180506_CKDL210006837-1a-7UDI1539-AK24534_HFH7VCCX2_L8_1.fq.gz","MLFH420620180506_CKDL210006837-1a-7UDI1539-AK24534_HFH7VCCX2_L8_2.fq.gz","MLFH420620180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420620180506/MLFH420620180506_CKDL210006837-1a-7UDI1539-AK24534_HFH7VCCX2_L8_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420620180506/MLFH420620180506_CKDL210006837-1a-7UDI1539-AK24534_HFH7VCCX2_L8_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"MLFH420620190525_CKDL210006837-1a-AK11638-AK26896_HFH7VCCX2_L8_1.fq.gz","MLFH420620190525_CKDL210006837-1a-AK11638-AK26896_HFH7VCCX2_L8_2.fq.gz","MLFH420620190525","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420620190525/MLFH420620190525_CKDL210006837-1a-AK11638-AK26896_HFH7VCCX2_L8_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-04-21-ath-release-06/raw_data/MLFH420620190525/MLFH420620190525_CKDL210006837-1a-AK11638-AK26896_HFH7VCCX2_L8_2.fq.gz",1,"ILLUMINA","2021-04-21-ath-release-06"
"21093FL-02-04-02_S290_L004_R1_001.fastq.gz","21093FL-02-04-02_S290_L004_R2_001.fastq.gz","MLFH420620200331","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-04-02_S290_L004_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-04-02_S290_L004_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH420720180419_CKDL210007515-1a-AK34069-AK26896_HFWH5CCX2_L3_1.fq.gz","MLFH420720180419_CKDL210007515-1a-AK34069-AK26896_HFWH5CCX2_L3_2.fq.gz","MLFH420720180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420720180419/MLFH420720180419_CKDL210007515-1a-AK34069-AK26896_HFWH5CCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420720180419/MLFH420720180419_CKDL210007515-1a-AK34069-AK26896_HFWH5CCX2_L3_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH420720180506_CKDL210007515-1a-AK34070-AK26896_HFWH5CCX2_L3_1.fq.gz","MLFH420720180506_CKDL210007515-1a-AK34070-AK26896_HFWH5CCX2_L3_2.fq.gz","MLFH420720180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420720180506/MLFH420720180506_CKDL210007515-1a-AK34070-AK26896_HFWH5CCX2_L3_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420720180506/MLFH420720180506_CKDL210007515-1a-AK34070-AK26896_HFWH5CCX2_L3_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH420720190525_CKDL210007516-1a-AK28238-AK9050_HFWH5CCX2_L4_1.fq.gz","MLFH420720190525_CKDL210007516-1a-AK28238-AK9050_HFWH5CCX2_L4_2.fq.gz","MLFH420720190525","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420720190525/MLFH420720190525_CKDL210007516-1a-AK28238-AK9050_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420720190525/MLFH420720190525_CKDL210007516-1a-AK28238-AK9050_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"21093FL-02-05-11_S395_L005_R1_001.fastq.gz","21093FL-02-05-11_S395_L005_R2_001.fastq.gz","MLFH420720200319","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-05-11_S395_L005_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-05-11_S395_L005_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH420820180419_CKDL210007516-1a-AK11638-AK9050_HFWH5CCX2_L4_1.fq.gz","MLFH420820180419_CKDL210007516-1a-AK11638-AK9050_HFWH5CCX2_L4_2.fq.gz","MLFH420820180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420820180419/MLFH420820180419_CKDL210007516-1a-AK11638-AK9050_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420820180419/MLFH420820180419_CKDL210007516-1a-AK11638-AK9050_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH420820180506_CKDL210007516-1a-AK33987-AK9050_HFWH5CCX2_L4_1.fq.gz","MLFH420820180506_CKDL210007516-1a-AK33987-AK9050_HFWH5CCX2_L4_2.fq.gz","MLFH420820180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420820180506/MLFH420820180506_CKDL210007516-1a-AK33987-AK9050_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420820180506/MLFH420820180506_CKDL210007516-1a-AK33987-AK9050_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH420820190525_CKDL210007516-1a-AK9787-AK9050_HFWH5CCX2_L4_1.fq.gz","MLFH420820190525_CKDL210007516-1a-AK9787-AK9050_HFWH5CCX2_L4_2.fq.gz","MLFH420820190525","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420820190525/MLFH420820190525_CKDL210007516-1a-AK9787-AK9050_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH420820190525/MLFH420820190525_CKDL210007516-1a-AK9787-AK9050_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"21093FL-02-05-12_S396_L005_R1_001.fastq.gz","21093FL-02-05-12_S396_L005_R2_001.fastq.gz","MLFH420820200319","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-05-12_S396_L005_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-05-12_S396_L005_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH420920180419_CKDL210008890-1a-AK33987-AK8191_HFVKHCCX2_L2_1.fq.gz","MLFH420920180419_CKDL210008890-1a-AK33987-AK8191_HFVKHCCX2_L2_2.fq.gz","MLFH420920180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH420920180419/MLFH420920180419_CKDL210008890-1a-AK33987-AK8191_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH420920180419/MLFH420920180419_CKDL210008890-1a-AK33987-AK8191_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH420920180506_CKDL210008890-1a-AK28238-AK8191_HFVKHCCX2_L2_1.fq.gz","MLFH420920180506_CKDL210008890-1a-AK28238-AK8191_HFVKHCCX2_L2_2.fq.gz","MLFH420920180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH420920180506/MLFH420920180506_CKDL210008890-1a-AK28238-AK8191_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH420920180506/MLFH420920180506_CKDL210008890-1a-AK28238-AK8191_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH420920190525_CKDL210008890-1a-AK34068-AK8191_HFVKHCCX2_L2_1.fq.gz","MLFH420920190525_CKDL210008890-1a-AK34068-AK8191_HFVKHCCX2_L2_2.fq.gz","MLFH420920190525","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH420920190525/MLFH420920190525_CKDL210008890-1a-AK34068-AK8191_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH420920190525/MLFH420920190525_CKDL210008890-1a-AK34068-AK8191_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"21093FL-02-06-12_S492_L006_R1_001.fastq.gz","21093FL-02-06-12_S492_L006_R2_001.fastq.gz","MLFH420920200415","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-06-12_S492_L006_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-06-12_S492_L006_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"MLFH421020180419_CKDL210008890-1a-AK9787-AK8191_HFVKHCCX2_L2_1.fq.gz","MLFH421020180419_CKDL210008890-1a-AK9787-AK8191_HFVKHCCX2_L2_2.fq.gz","MLFH421020180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH421020180419/MLFH421020180419_CKDL210008890-1a-AK9787-AK8191_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH421020180419/MLFH421020180419_CKDL210008890-1a-AK9787-AK8191_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH421020180506_CKDL210008890-1a-AK10689-AK8191_HFVKHCCX2_L2_1.fq.gz","MLFH421020180506_CKDL210008890-1a-AK10689-AK8191_HFVKHCCX2_L2_2.fq.gz","MLFH421020180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH421020180506/MLFH421020180506_CKDL210008890-1a-AK10689-AK8191_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH421020180506/MLFH421020180506_CKDL210008890-1a-AK10689-AK8191_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"21093FL-02-06-13_S493_L006_R1_001.fastq.gz","21093FL-02-06-13_S493_L006_R2_001.fastq.gz","MLFH421020200415","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-06-13_S493_L006_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-12-06-ath-release-11/21093-02/21093FL-02-06-13_S493_L006_R2_001.fastq.gz",1,"ILLUMINA","2021-12-06-ath-release-11"
"21093FL-01-01-93_S93_L001_R1_001.fastq.gz","21093FL-01-01-93_S93_L001_R2_001.fastq.gz","MLFH421120180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-01-93_S93_L001_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-01-93_S93_L001_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-01-94_S94_L001_R1_001.fastq.gz","21093FL-01-01-94_S94_L001_R2_001.fastq.gz","MLFH421120180506","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-01-94_S94_L001_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-01-94_S94_L001_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-03_S97_L002_R1_001.fastq.gz","21093FL-01-02-03_S97_L002_R2_001.fastq.gz","MLFH421120190525","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-03_S97_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-03_S97_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-01_S95_L002_R1_001.fastq.gz","21093FL-01-02-01_S95_L002_R2_001.fastq.gz","MLFH421220180419","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-01_S95_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-01_S95_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
