fastq sample_id sra_folder date_released id unit_seq_run release_lane
MLFH020620190215_CKDL210001610-1a-AK28238-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH020620190215 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH020620190215 1 L5
MLFH020720180405_CKDL210001610-1a-AK11638-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH020720180405 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH020720180405 1 L5
MLFH020720180420_CKDL210001610-1a-AK33987-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH020720180420 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH020720180420 1 L5
MLFH020720190221_CKDL210001610-1a-AK9787-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH020720190221 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH020720190221 1 L5
MLFH040320180306_CKDL210001610-1a-AK10689-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH040320180306 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH040320180306 1 L5
MLFH040320180321_CKDL210001610-1a-AK34068-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH040320180321 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH040320180321 1 L5
MLFH040320190208_CKDL210001610-1a-AK34069-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH040320190208 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH040320190208 1 L5
MLFH040320190221_CKDL210001610-1a-AK34070-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH040320190221 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH040320190221 1 L5
MLFH040420180306_CKDL210001610-1a-AK31398-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH040420180306 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH040420180306 1 L5
MLFH040420180321_CKDL210001610-1a-AK7838-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH040420180321 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH040420180321 1 L5
MLFH050320180411_CKDL210001610-1a-7UDI1539-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH050320180411 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH050320180411 1 L5
MLFH050320180426_CKDL210001610-1a-7UDI1971-AK9012_HFLJCCCX2_L5_1.fq.gz MLFH050320180426 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH050320180426 1 L5
MLFH050320190312_CKDL210001610-1a-AK28238-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH050320190312 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH050320190312 1 L5
MLFH050420180411_CKDL210001610-1a-AK11638-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH050420180411 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH050420180411 1 L5
MLFH050420180426_CKDL210001610-1a-AK33987-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH050420180426 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH050420180426 1 L5
MLFH050420190312_CKDL210001610-1a-AK9787-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH050420190312 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH050420190312 1 L5
MLFH060320180328_CKDL210001610-1a-AK10689-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH060320180328 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH060320180328 1 L5
MLFH060320180412_CKDL210001610-1a-AK34068-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH060320180412 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH060320180412 1 L5
MLFH060320180425_CKDL210001610-1a-AK31398-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH060320180425 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH060320180425 1 L5
MLFH060320190212_CKDL210001610-1a-7UDI1539-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH060320190212 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH060320190212 1 L5
MLFH060320190226_CKDL210001610-1a-7UDI1971-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH060320190226 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH060320190226 1 L5
MLFH060420180328_CKDL210001610-1a-AK7838-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH060420180328 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH060420180328 1 L5
MLFH060420180412_CKDL210001610-1a-AK34069-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH060420180412 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH060420180412 1 L5
MLFH060420180425_CKDL210001610-1a-AK34070-AK8944_HFLJCCCX2_L5_1.fq.gz MLFH060420180425 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH060420180425 1 L5
MLFH090320180418_CKDL210001610-1a-AK11638-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090320180418 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090320180418 1 L5
MLFH090320180504_CKDL210001610-1a-AK33987-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090320180504 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090320180504 1 L5
MLFH090320180518_CKDL210001610-1a-AK28238-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090320180518 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090320180518 1 L5
MLFH090320180531_CKDL210001610-1a-AK9787-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090320180531 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090320180531 1 L5
MLFH090320190604_CKDL210001610-1a-AK34069-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090320190604 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090320190604 1 L5
MLFH090420180418_CKDL210001610-1a-AK10689-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090420180418 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090420180418 1 L5
MLFH090420180504_CKDL210001610-1a-AK34068-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090420180504 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090420180504 1 L5
MLFH090420180518_CKDL210001610-1a-AK31398-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090420180518 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090420180518 1 L5
MLFH090420180531_CKDL210001610-1a-AK7838-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH090420180531 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH090420180531 1 L5
MLFH10_1_20180130_CKDL210000711-1a-AK34069-AK8944_HFLJFCCX2_L6_1.fq.gz MLFH10_1_20180130 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100120180130 1 L6
MLFH10_1_20180130_CKDL210000711-1a-AK34069-AK8944_HFLHHCCX2_L2_1.fq.gz MLFH10_1_20180130 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100120180130 2 L2
MLFH10_1_20180215_CKDL210000711-1a-AK34070-AK8944_HFLJFCCX2_L6_1.fq.gz MLFH10_1_20180215 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100120180215 1 L6
MLFH10_1_20180215_CKDL210000711-1a-AK34070-AK8944_HFLHHCCX2_L2_1.fq.gz MLFH10_1_20180215 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100120180215 2 L2
MLFH10_1_20180301_CKDL210000711-1a-7UDI1539-AK8944_HFLJFCCX2_L6_1.fq.gz MLFH10_1_20180301 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100120180301 1 L6
MLFH10_1_20180301_CKDL210000711-1a-7UDI1539-AK8944_HFLHHCCX2_L2_1.fq.gz MLFH10_1_20180301 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100120180301 2 L2
MLFH10_1_20190206_CKDL210000711-1a-AK28238-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH10_1_20190206 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100120190206 1 L6
MLFH10_1_20190206_CKDL210000711-1a-AK28238-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH10_1_20190206 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100120190206 2 L2
MLFH10_2_20180130_CKDL210000711-1a-7UDI1971-AK8944_HFLJFCCX2_L6_1.fq.gz MLFH10_2_20180130 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100220180130 1 L6
MLFH10_2_20180130_CKDL210000711-1a-7UDI1971-AK8944_HFLHHCCX2_L2_1.fq.gz MLFH10_2_20180130 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100220180130 2 L2
MLFH10_2_20180215_CKDL210000711-1a-AK11638-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH10_2_20180215 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100220180215 1 L6
MLFH10_2_20180215_CKDL210000711-1a-AK11638-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH10_2_20180215 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100220180215 2 L2
MLFH10_2_20180301_CKDL210000711-1a-AK33987-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH10_2_20180301 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100220180301 1 L6
MLFH10_2_20180301_CKDL210000711-1a-AK33987-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH10_2_20180301 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100220180301 2 L2
MLFH10_2_20190206_CKDL210000711-1a-AK9787-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH10_2_20190206 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100220190206 1 L6
MLFH10_2_20190206_CKDL210000711-1a-AK9787-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH10_2_20190206 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100220190206 2 L2
MLFH10_2_20190308_CKDL210000711-1a-AK10689-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH10_2_20190308 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH100220190308 1 L6
MLFH10_2_20190308_CKDL210000711-1a-AK10689-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH10_2_20190308 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH100220190308 2 L2
MLFH100320180130_CKDL210001610-1a-AK34070-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH100320180130 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH100320180130 1 L5
MLFH100320180215_CKDL210001610-1a-7UDI1539-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH100320180215 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH100320180215 1 L5
MLFH100320180301_CKDL210001610-1a-7UDI1971-AK8965_HFLJCCCX2_L5_1.fq.gz MLFH100320180301 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH100320180301 1 L5
MLFH100320190322_CKDL210001610-1a-AK9787-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH100320190322 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH100320190322 1 L5
MLFH100420180130_CKDL210001610-1a-AK11638-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH100420180130 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH100420180130 1 L5
MLFH100420180215_CKDL210001610-1a-AK33987-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH100420180215 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH100420180215 1 L5
MLFH100420180301_CKDL210001610-1a-AK28238-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH100420180301 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH100420180301 1 L5
MLFH11_1_20180430_CKDL210000711-1a-AK34068-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH11_1_20180430 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH110120180430 1 L6
MLFH11_1_20180430_CKDL210000711-1a-AK34068-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH11_1_20180430 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH110120180430 2 L2
MLFH11_1_20180515_CKDL210000711-1a-AK31398-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH11_1_20180515 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH110120180515 1 L6
MLFH11_1_20180515_CKDL210000711-1a-AK31398-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH11_1_20180515 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH110120180515 2 L2
MLFH11_1_20190508_CKDL210000711-1a-AK34070-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH11_1_20190508 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH110120190508 1 L6
MLFH11_1_20190508_CKDL210000711-1a-AK34070-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH11_1_20190508 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH110120190508 2 L2
MLFH11_2_20180430_CKDL210000711-1a-AK7838-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH11_2_20180430 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH110220180430 1 L6
MLFH11_2_20180430_CKDL210000711-1a-AK7838-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH11_2_20180430 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH110220180430 2 L2
MLFH11_2_20180515_CKDL210000711-1a-AK34069-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH11_2_20180515 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH110220180515 1 L6
MLFH11_2_20180515_CKDL210000711-1a-AK34069-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH11_2_20180515 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH110220180515 2 L2
MLFH11_2_20190508_CKDL210000711-1a-7UDI1539-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH11_2_20190508 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH110220190508 1 L6
MLFH11_2_20190508_CKDL210000711-1a-7UDI1539-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH11_2_20190508 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH110220190508 2 L2
MLFH110320180430_CKDL210001610-1a-AK10689-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH110320180430 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH110320180430 1 L5
MLFH110320180515_CKDL210001610-1a-AK34068-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH110320180515 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH110320180515 1 L5
MLFH110320180529_CKDL210001610-1a-AK31398-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH110320180529 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH110320180529 1 L5
MLFH110420180430_CKDL210001610-1a-AK7838-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH110420180430 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH110420180430 1 L5
MLFH110420180515_CKDL210001610-1a-AK34069-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH110420180515 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH110420180515 1 L5
MLFH110420180529_CKDL210001610-1a-AK34070-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH110420180529 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH110420180529 1 L5
MLFH12_2_20180427_CKDL210000711-1a-7UDI1971-AK8965_HFLJFCCX2_L6_1.fq.gz MLFH12_2_20180427 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH120220180427 1 L6
MLFH12_2_20180427_CKDL210000711-1a-7UDI1971-AK8965_HFLHHCCX2_L2_1.fq.gz MLFH12_2_20180427 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH120220180427 2 L2
MLFH12_2_20180525_CKDL210000711-1a-AK11638-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH12_2_20180525 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH120220180525 1 L6
MLFH12_2_20180525_CKDL210000711-1a-AK11638-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH12_2_20180525 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH120220180525 2 L2
MLFH12_3_20180427_CKDL210000711-1a-AK33987-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH12_3_20180427 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH120320180427 1 L6
MLFH12_3_20180427_CKDL210000711-1a-AK33987-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH12_3_20180427 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH120320180427 2 L2
MLFH12_3_20180511_CKDL210000711-1a-AK28238-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH12_3_20180511 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH120320180511 1 L6
MLFH12_3_20180511_CKDL210000711-1a-AK28238-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH12_3_20180511 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH120320180511 2 L2
MLFH12_3_20180525_CKDL210000711-1a-AK9787-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH12_3_20180525 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH120320180525 1 L6
MLFH12_3_20180525_CKDL210000711-1a-AK9787-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH12_3_20180525 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH120320180525 2 L2
MLFH120420180427_CKDL210001610-1a-7UDI1539-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH120420180427 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH120420180427 1 L5
MLFH120420180511_CKDL210001610-1a-7UDI1971-AK24534_HFLJCCCX2_L5_1.fq.gz MLFH120420180511 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH120420180511 1 L5
MLFH120420180525_CKDL210001610-1a-AK11638-AK26896_HFLJCCCX2_L5_1.fq.gz MLFH120420180525 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH120420180525 1 L5
MLFH120420190430_CKDL210001610-1a-AK10689-AK26896_HFLJCCCX2_L5_1.fq.gz MLFH120420190430 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH120420190430 1 L5
MLFH120420190514_CKDL210001610-1a-AK34068-AK26896_HFLJCCCX2_L5_1.fq.gz MLFH120420190514 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH120420190514 1 L5
MLFH120520180427_CKDL210001610-1a-AK33987-AK26896_HFLJCCCX2_L5_1.fq.gz MLFH120520180427 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH120520180427 1 L5
MLFH120520180511_CKDL210001610-1a-AK28238-AK26896_HFLJCCCX2_L5_1.fq.gz MLFH120520180511 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH120520180511 1 L5
MLFH120520180525_CKDL210001610-1a-AK9787-AK26896_HFLJCCCX2_L5_1.fq.gz MLFH120520180525 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH120520180525 1 L5
MLFH13_1_20180307_CKDL210000711-1a-AK10689-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20180307 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120180307 1 L6
MLFH13_1_20180307_CKDL210000711-1a-AK10689-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20180307 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120180307 2 L2
MLFH13_1_20180321_CKDL210000711-1a-AK34068-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20180321 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120180321 1 L6
MLFH13_1_20180321_CKDL210000711-1a-AK34068-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20180321 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120180321 2 L2
MLFH13_1_20181103_CKDL210000711-1a-AK31398-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20181103 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120181103 1 L6
MLFH13_1_20181103_CKDL210000711-1a-AK31398-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20181103 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120181103 2 L2
MLFH13_1_20181128_CKDL210000711-1a-AK7838-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20181128 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120181128 1 L6
MLFH13_1_20181128_CKDL210000711-1a-AK7838-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20181128 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120181128 2 L2
MLFH13_1_20190107_CKDL210000711-1a-AK33987-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20190107 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120190107 1 L6
MLFH13_1_20190107_CKDL210000711-1a-AK33987-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20190107 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120190107 2 L2
MLFH13_1_20190122_CKDL210000711-1a-AK28238-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20190122 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120190122 1 L6
MLFH13_1_20190122_CKDL210000711-1a-AK28238-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20190122 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120190122 2 L2
MLFH13_1_20190208_CKDL210000711-1a-AK9787-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20190208 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120190208 1 L6
MLFH13_1_20190208_CKDL210000711-1a-AK9787-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20190208 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120190208 2 L2
MLFH13_1_20190222_CKDL210000711-1a-AK10689-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20190222 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120190222 1 L6
MLFH13_1_20190222_CKDL210000711-1a-AK10689-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20190222 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120190222 2 L2
MLFH13_1_20190308_CKDL210000711-1a-AK34068-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20190308 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120190308 1 L6
MLFH13_1_20190308_CKDL210000711-1a-AK34068-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20190308 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120190308 2 L2
MLFH13_1_20190322_CKDL210000711-1a-AK31398-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_1_20190322 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130120190322 1 L6
MLFH13_1_20190322_CKDL210000711-1a-AK31398-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_1_20190322 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130120190322 2 L2
MLFH13_2_20180307_CKDL210000711-1a-AK34069-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20180307 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220180307 1 L6
MLFH13_2_20180307_CKDL210000711-1a-AK34069-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20180307 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220180307 2 L2
MLFH13_2_20180321_CKDL210000711-1a-AK34070-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20180321 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220180321 1 L6
MLFH13_2_20180321_CKDL210000711-1a-AK34070-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20180321 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220180321 2 L2
MLFH13_2_20180405_CKDL210000711-1a-7UDI1539-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20180405 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220180405 1 L6
MLFH13_2_20180405_CKDL210000711-1a-7UDI1539-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20180405 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220180405 2 L2
MLFH13_2_20181103_CKDL210000711-1a-7UDI1971-AK24534_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20181103 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220181103 1 L6
MLFH13_2_20181103_CKDL210000711-1a-7UDI1971-AK24534_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20181103 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220181103 2 L2
MLFH13_2_20181128_CKDL210000711-1a-AK11638-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20181128 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220181128 1 L6
MLFH13_2_20181128_CKDL210000711-1a-AK11638-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20181128 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220181128 2 L2
MLFH13_2_20190107_CKDL210000711-1a-AK7838-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20190107 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220190107 1 L6
MLFH13_2_20190107_CKDL210000711-1a-AK7838-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20190107 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220190107 2 L2
MLFH13_2_20190122_CKDL210000711-1a-AK34069-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20190122 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220190122 1 L6
MLFH13_2_20190122_CKDL210000711-1a-AK34069-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20190122 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220190122 2 L2
MLFH13_2_20190208_CKDL210000711-1a-AK34070-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20190208 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220190208 1 L6
MLFH13_2_20190208_CKDL210000711-1a-AK34070-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20190208 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220190208 2 L2
MLFH13_2_20190222_CKDL210000711-1a-7UDI1539-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20190222 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220190222 1 L6
MLFH13_2_20190222_CKDL210000711-1a-7UDI1539-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20190222 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220190222 2 L2
MLFH13_2_20190308_CKDL210000711-1a-7UDI1971-AK26896_HFLJFCCX2_L6_1.fq.gz MLFH13_2_20190308 2021-01-29-ath-greneone-release-01 2021-01-29 MLFH130220190308 1 L6
MLFH13_2_20190308_CKDL210000711-1a-7UDI1971-AK26896_HFLHHCCX2_L2_1.fq.gz MLFH13_2_20190308 2021-02-18-ath-greneone-release-03 2021-02-18 MLFH130220190308 2 L2
MLFH130320180307_CKDL210004258-1a-AK11638-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320180307 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320180307 1 L3
MLFH130320180405_CKDL210004258-1a-AK33987-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320180405 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320180405 1 L3
MLFH130320181103_CKDL210004258-1a-AK28238-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320181103 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320181103 1 L3
