CODES SITE PLOT DATE SAMPLE_ID NUMBER_FLOWERS_COLLECTED COMMENTS1 COMMENTS2 COMMENTS3 D RECODE
FH 9 9 20190604 FH_9_9_20190604 1 only one flower on one indiv na  2019-06-04 FH
FH 9 10 20190604 FH_9_10_20190604 0 all have seedpods na  2019-06-04 FH
FH 9 11 20190604 FH_9_11_20190604 1 either only 1 flower or already seedpods na  2019-06-04 FH
FH 9 12 20190604 FH_9_12_20190604 4 either only 1 flower or already seedpods na  2019-06-04 FH
FH 9 1 20190617 9_1_20190617 0 1 indiv with siliques na  2019-06-17 9_
FH 9 2 20190617 9_2_20190617 0 1 indiv with siliques na  2019-06-17 9_
FH 9 3 20190617 9_3_20190617 0 4 indiv with siliques na  2019-06-17 9_
FH 9 4 20190617 9_4_20190617 0 NA na  2019-06-17 9_
FH 9 5 20190617 9_5_20190617 0 NA na  2019-06-17 9_
FH 9 6 20190617 9_6_20190617 0 2 indiv with silique, 1 flowering (with only 1 flower) na  2019-06-17 9_
FH 9 7 20190617 9_7_20190617 0 1 indiv looks dead na  2019-06-17 9_
FH 9 8 20190617 9_8_20190617 0 NA na  2019-06-17 9_
FH 9 9 20190617 9_9_20190617 0 3 indiv with siliques, 2 flowering (with only 1 flower) na  2019-06-17 9_
FH 9 10 20190617 9_10_20190617 0 3 indiv with siliques na  2019-06-17 9_
FH 9 11 20190617 9_11_20190617 0 8 indivi with siliques na  2019-06-17 9_
FH 9 12 20190617 9_12_20190617 0 11 indiv with siliques, 1 flowering (with only 1 flower) na  2019-06-17 9_
SB 9 1 20190701 SB_9_1_20190701 NA na na  2019-07-01 SB
SB 9 2 20190701 SB_9_2_20190701 NA na na  2019-07-01 SB
SB 9 3 20190701 SB_9_3_20190701 NA na na  2019-07-01 SB
SB 9 4 20190701 SB_9_4_20190701 NA na na  2019-07-01 SB
SB 9 5 20190701 SB_9_5_20190701 NA na na  2019-07-01 SB
SB 9 6 20190701 SB_9_6_20190701 NA na na  2019-07-01 SB
SB 9 7 20190701 SB_9_7_20190701 NA na na  2019-07-01 SB
SB 9 8 20190701 SB_9_8_20190701 NA na na  2019-07-01 SB
SB 9 9 20190701 SB_9_9_20190701 NA na na  2019-07-01 SB
SB 9 10 20190701 SB_9_10_20190701 NA na na  2019-07-01 SB
SB 9 11 20190701 SB_9_11_20190701 NA na na  2019-07-01 SB
SB 9 12 20190701 SB_9_12_20190701 NA na na  2019-07-01 SB
FH 11 1 20190508 FH-11-1-20190508 3 na na  2019-05-08 FH
FH 11 2 20190508 FH-11-2-20190508 4 na na  2019-05-08 FH
FH 11 3 20190508 FH-11-3-20190508 3 na na  2019-05-08 FH
FH 11 4 20190508 FH-11-4-20190508 0 No plants available for sampling. na  2019-05-08 FH
FH 11 5 20190508 FH-11-5-20190508 2 na na  2019-05-08 FH
FH 11 6 20190508 FH-11-6-20190508 9 na na  2019-05-08 FH
FH 11 7 20190508 FH-11-7-20190508 5 na na  2019-05-08 FH
FH 11 8 20190508 FH-11-8-20190508 0 No plants available for sampling. na  2019-05-08 FH
FH 11 9 20190508 FH-11-9-20190508 0 No plants available for sampling. na  2019-05-08 FH
FH 11 10 20190508 FH-11-10-20190508 0 No plants available for sampling. na  2019-05-08 FH
FH 11 11 20190508 FH-11-11-20190508 0 No plants available for sampling. na  2019-05-08 FH
FH 11 12 20190508 FH-11-12-20190508 3 na na  2019-05-08 FH
SB 25 1 20190920 SB-25-1-20190920 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 2 20190920 SB-25-2-20190920 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 3 20190920 SB-25-3-20190921 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 4 20190920 SB-25-4-20190921 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 5 20190920 SB-25-5-20190922 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 6 20190920 SB-25-6-20190922 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 7 20190920 SB-25-7-20190923 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 8 20190920 SB-25-8-20190923 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 9 20190920 SB-25-9-20190924 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 10 20190920 SB-25-10-20190924 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 11 20190920 SB-25-11-20190925 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
SB 25 12 20190920 SB-25-12-20190925 na Tray had some new seedlings emerging, some with few flowers or close to flowering na  2019-09-20 SB
FH 27 1 20190427 FH-27-1-20190427 4 na na  2019-04-27 FH
FH 27 2 20190427 FH-27-2-20190427 3 na na  2019-04-27 FH
FH 27 3 20190427 FH-27-3-20190427 1 na na  2019-04-27 FH
FH 27 4 20190427 FH-27-4-20190427 4 na na  2019-04-27 FH
FH 27 5 20190427 FH-27-5-20190437 1 na na  2019-04-27 FH
FH 27 6 20190427 FH-27-6-20190427 1 na na  2019-04-27 FH
FH 27 7 20190427 FH-27-7-20190427 2 na na  2019-04-27 FH
FH 27 9 20190427 FH-27-9-20190427 2 na na  2019-04-27 FH
FH 27 11 20190427 FH-27-11-20190427 4 na na  2019-04-27 FH
FH 27 12 20190427 FH-27-12-20190427 4 na na  2019-04-27 FH
FH 27 1 20190508 FH-27-1-20190508 2 na na  2019-05-08 FH
FH 27 6 20190508 FH-27-6-20190508 1 na na  2019-05-08 FH
FH 27 10 20190508 FH-27-10-20190508 1 na na  2019-05-08 FH
FH 27 11 20190508 FH-27-11-20190508 1 na na  2019-05-08 FH
FH 27 1 20190602 FH-27-1-20190602 1 na na  2019-06-02 FH
FH 27 5 20190602 FH-27-5-20190602 1 na na  2019-06-02 FH
FH 27 7 20190602 FH-27-7-20190602 4 na na  2019-06-02 FH
FH 27 12 20190602 FH-27-12-20190602 2 na na  2019-06-02 FH
SB 27 1 20190820 SB-27-1-20190820 na na na  2019-08-20 SB
SB 27 2 20190820 SB-27-2-20190820 na na na  2019-08-20 SB
SB 27 3 20190820 SB-27-3-20190820 na na na  2019-08-20 SB
SB 27 4 20190820 SB-27-4-20190820 na na na  2019-08-20 SB
SB 27 5 20190820 SB-27-5-20190820 na na na  2019-08-20 SB
SB 27 6 20190820 SB-27-6-20190820 na na na  2019-08-20 SB
SB 27 7 20190820 SB-27-7-20190820 na na na  2019-08-20 SB
SB 27 8 20190820 SB-27-8-20190820 na na na  2019-08-20 SB
SB 27 9 20190820 SB-27-9-20190820 na na na  2019-08-20 SB
SB 27 10 20190820 SB-27-10-20190820 na na na  2019-08-20 SB
SB 27 11 20190820 SB-27-11-20190820 na na na  2019-08-20 SB
SB 27 12 20190820 SB-27-12-20190820 na na na  2019-08-20 SB
FH 28 10 20181219 FH-28-10-20181219 2 na na  2018-12-19 FH
FH 28 9 20190208 FH-28-09-20190208 5 na na  2019-02-08 FH
FH 28 10 20190208 FH-28-10-20190208 4 na na  2019-02-08 FH
FH 28 17 20190208 FH-28-17-20190208 2 na na  2019-02-08 FH
FH 28 2 20190308 FH-28-02-20190308 3 na na  2019-03-08 FH
FH 28 3 20190308 FH-28-03-20190308 3 na na  2019-03-08 FH
FH 28 5 20190308 FH-28-05-20190308 2 na na  2019-03-08 FH
FH 28 7 20190308 FH-28-07-20190308 4 na na  2019-03-08 FH
FH 28 9 20190308 FH-28-09-20190308 2 na na  2019-03-08 FH
FH 28 10 20190308 FH-28-10-20190308 1 na na  2019-03-08 FH
FH 28 12 20190308 FH-28-12-20190308 3 na na  2019-03-08 FH
FH 28 13 20190308 FH-28-13-20190308 1 na na  2019-03-08 FH
FH 28 15 20190308 FH-28-15-20190308 4 na na  2019-03-08 FH
FH 28 16 20190308 FH-28-16-20190308 2 na na  2019-03-08 FH
FH 28 17 20190308 FH-28-17-20190308 4 na na  2019-03-08 FH
FH 28 18 20190308 FH-28-18-20190308 1 na na  2019-03-08 FH
FH 28 2 20190322 FH-28-02-20190322 6 na na  2019-03-22 FH
FH 28 3 20190322 FH-28-03-20190322 10 na na  2019-03-22 FH
FH 28 4 20190322 FH-28-04-20190322 8 na na  2019-03-22 FH
FH 28 6 20190322 FH-28-06-20190322 6 na na  2019-03-22 FH
FH 28 7 20190322 FH-28-07-20190322 10 na na  2019-03-22 FH
FH 28 8 20190322 FH-28-08-20190322 10 na na  2019-03-22 FH
FH 28 9 20190322 FH-28-09-20190322 5 na na  2019-03-22 FH
FH 28 10 20190322 FH-28-10-20190322 4 na na  2019-03-22 FH
FH 28 11 20190322 FH-28-11-20190322 2 na na  2019-03-22 FH
FH 28 12 20190322 FH-28-12-20190322 23 na na  2019-03-22 FH
FH 28 13 20190322 FH-28-13-20190322 14 na na  2019-03-22 FH
FH 28 14 20190322 FH-28-14-20190322 5 na na  2019-03-22 FH
FH 28 15 20190322 FH-28-15-20190322 11 na na  2019-03-22 FH
FH 28 16 20190322 FH-28-16-20190322 13 na na  2019-03-22 FH
FH 28 17 20190322 FH-28-17-20190322 11 na na  2019-03-22 FH
FH 28 18 20190322 FH-28-18-20190322 7 na na  2019-03-22 FH
FH 28 2 20190407 FH-28-02-20190407 14 na na  2019-04-07 FH
FH 28 3 20190407 FH-28-03-20190407 19 na na  2019-04-07 FH
FH 28 4 20190407 FH-28-04-20190407 8 na na  2019-04-07 FH
FH 28 5 20190407 FH-28-05-20190407 1 na na  2019-04-07 FH
FH 28 6 20190407 FH-28-06-20190407 9 na na  2019-04-07 FH
FH 28 7 20190407 FH-28-07-20190407 7 na na  2019-04-07 FH
FH 28 8 20190407 FH-28-08-20190407 3 na na  2019-04-07 FH
FH 28 9 20190407 FH-28-09-20190407 7 na na  2019-04-07 FH
FH 28 10 20190407 FH-28-10-20190407 2 na na  2019-04-07 FH
FH 28 11 20190407 FH-28-11-20190407 2 na na  2019-04-07 FH
FH 28 12 20190407 FH-28-12-20190407 15 na na  2019-04-07 FH
FH 28 13 20190407 FH-28-13-20190407 1 na na  2019-04-07 FH
FH 28 14 20190407 FH-28-14-20190407 8 na na  2019-04-07 FH
FH 28 15 20190407 FH-28-15-20190407 8 na na  2019-04-07 FH
FH 28 16 20190407 FH-28-16-20190407 12 na na  2019-04-07 FH
FH 28 17 20190407 FH-28-17-20190407 13 na na  2019-04-07 FH
FH 28 18 20190407 FH-28-18-20190407 17 na na  2019-04-07 FH
FH 28 1 20190425 FH-28-01-20190425 3 na na  2019-04-25 FH
FH 28 2 20190425 FH-28-02-20190425 18 na na  2019-04-25 FH
FH 28 3 20190425 FH-28-03-20190425 7 na na  2019-04-25 FH
FH 28 4 20190425 FH-28-04-20190425 2 na na  2019-04-25 FH
FH 28 5 20190425 FH-28-05-20190425 1 na na  2019-04-25 FH
FH 28 6 20190425 FH-28-06-20190425 7 na na  2019-04-25 FH
FH 28 7 20190425 FH-28-07-20190425 2 na na  2019-04-25 FH
FH 28 8 20190425 FH-28-08-20190425 3 na na  2019-04-25 FH
SB 28 1 20190712 SB-28-1-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 2 20190712 SB-28-2-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 3 20190712 SB-28-3-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 4 20190712 SB-28-4-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 5 20190712 SB-28-5-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 6 20190712 SB-28-6-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 7 20190712 SB-28-7-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 8 20190712 SB-28-8-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 9 20190712 SB-28-9-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 10 20190712 SB-28-10-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 11 20190712 SB-28-11-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 12 20190712 SB-28-12-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 13 20190712 SB-28-13-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 14 20190712 SB-28-14-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 15 20190712 SB-28-15-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 16 20190712 SB-28-16-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 17 20190712 SB-28-17-20190712 NA Soil samples, second season. na  2019-07-12 SB
SB 28 18 20190712 SB-28-18-20190712 NA Soil samples, second season. na  2019-07-12 SB
FH 33 6 20190418 FH-33_6_20190418 28 na na  2019-04-18 FH
FH 33 9 20190418 FH-33_9_20190418 23 na na  2019-04-18 FH
FH 33 11 20190418 FH-33_11_20190418 25 na na  2019-04-18 FH
FH 33 12 20190418 FH-33_12_20190418 43 na na  2019-04-18 FH
FH 33 4 20190426 FH-33_4_20190418 20 na na  2019-04-26 FH
FH 42 3 20190525 FH-42-3-20190525 6 Flowers noticed and collected after 2 weeks of (almost constant) raining, from plants remaining after draught that lasted from winter till around 14.05.  na  2019-05-25 FH
FH 42 5 20190525 FH-42-5-20190525 5 Flowers noticed and collected after 2 weeks of (almost constant) raining, from plants remaining after draught that lasted from winter till around 14.05.  na  2019-05-25 FH
FH 42 6 20190525 FH-42-6-20190525 5 Flowers noticed and collected after 2 weeks of (almost constant) raining, from plants remaining after draught that lasted from winter till around 14.05.  na  2019-05-25 FH
FH 42 7 20190525 FH-42-7-20190525 5 Flowers noticed and collected after 2 weeks of (almost constant) raining, from plants remaining after draught that lasted from winter till around 14.05.  na  2019-05-25 FH
FH 42 8 20190525 FH-42-8-20190525 3 Flowers noticed and collected after 2 weeks of (almost constant) raining, from plants remaining after draught that lasted from winter till around 14.05.  na  2019-05-25 FH
FH 42 9 20190525 FH-42-9-20190525 5 Flowers noticed and collected after 2 weeks of (almost constant) raining, from plants remaining after draught that lasted from winter till around 14.05.  na  2019-05-25 FH
FH 42 11 20190525 FH-42-11-20190525 2 Flowers noticed and collected after 2 weeks of (almost constant) raining, from plants remaining after draught that lasted from winter till around 14.05.  na  2019-05-25 FH
SB 42 1 20190923 SB-42-1-20190923 na na na  2019-09-23 SB
SB 42 2 20190923 SB-42-2-20190923 na na na  2019-09-23 SB
SB 42 3 20190923 SB-42-3-20190923 na na na  2019-09-23 SB
SB 42 4 20190923 SB-42-4-20190923 na na na  2019-09-23 SB
SB 42 5 20190923 SB-42-5-20190923 na na na  2019-09-23 SB
SB 42 6 20190923 SB-42-6-20190923 na na na  2019-09-23 SB
SB 42 7 20190923 SB-42-7-20190923 na na na  2019-09-23 SB
SB 42 8 20190923 SB-42-8-20190923 na na na  2019-09-23 SB
SB 42 9 20190923 SB-42-9-20190923 na na na  2019-09-23 SB
SB 42 10 20190923 SB-42-10-20190923 na na na  2019-09-23 SB
SB 42 11 20190923 SB-42-11-20190923 na na na  2019-09-23 SB
SB 42 12 20190923 SB-42-12-20190923 na na na  2019-09-23 SB
FH 43 1 20190228 FH-43-1-20190228 16 na na  2019-02-28 FH
FH 43 2 20190228 FH-43-1-20190228 0 na na  2019-02-28 FH
FH 43 3 20190228 FH-43-1-20190228 0 na na  2019-02-28 FH
FH 43 4 20190228 FH-43-1-20190228 23 na na  2019-02-28 FH
FH 43 5 20190228 FH-43-1-20190228 17 na na  2019-02-28 FH
FH 43 6 20190228 FH-43-1-20190228 2 na na  2019-02-28 FH
FH 43 7 20190228 FH-43-1-20190228 23 na na  2019-02-28 FH
FH 43 8 20190228 FH-43-1-20190228 14 na na  2019-02-28 FH
FH 43 9 20190228 FH-43-1-20190228 0 na na  2019-02-28 FH
FH 43 10 20190228 FH-43-1-20190228 5 na na  2019-02-28 FH
FH 43 11 20190228 FH-43-1-20190228 9 na na  2019-02-28 FH
FH 43 12 20190228 FH-43-1-20190228 0 na na  2019-02-28 FH
FH 43 1 20190314 FH-43-1-20190314 36 na na  2019-03-14 FH
FH 43 2 20190314 FH-43-1-20190314 0 na na  2019-03-14 FH
FH 43 3 20190314 FH-43-1-20190314 0 na na  2019-03-14 FH
FH 43 4 20190314 FH-43-1-20190314 9 na na  2019-03-14 FH
FH 43 5 20190314 FH-43-1-20190314 31 na na  2019-03-14 FH
FH 43 6 20190314 FH-43-1-20190314 31 na na  2019-03-14 FH
FH 43 7 20190314 FH-43-1-20190314 30 na na  2019-03-14 FH
FH 43 8 20190314 FH-43-1-20190314 19 na na  2019-03-14 FH
FH 43 9 20190314 FH-43-1-20190314 11 na na  2019-03-14 FH
FH 43 10 20190314 FH-43-1-20190314 23 na na  2019-03-14 FH
FH 43 11 20190314 FH-43-1-20190314 32 na na  2019-03-14 FH
FH 43 12 20190314 FH-43-1-20190314 15 na na  2019-03-14 FH
FH 43 1 20190328 FH-43-1-20190328 0 na na  2019-03-28 FH
FH 43 2 20190328 FH-43-1-20190328 0 na na  2019-03-28 FH
FH 43 3 20190328 FH-43-1-20190328 3 na na  2019-03-28 FH
FH 43 4 20190328 FH-43-1-20190328 4 na na  2019-03-28 FH
FH 43 5 20190328 FH-43-1-20190328 11 na na  2019-03-28 FH
FH 43 6 20190328 FH-43-1-20190328 20 na na  2019-03-28 FH
FH 43 7 20190328 FH-43-1-20190328 10 na na  2019-03-28 FH
FH 43 8 20190328 FH-43-1-20190328 2 na na  2019-03-28 FH
FH 43 9 20190328 FH-43-1-20190328 7 na na  2019-03-28 FH
FH 43 10 20190328 FH-43-1-20190328 3 na na  2019-03-28 FH
FH 43 11 20190328 FH-43-1-20190328 11 na na  2019-03-28 FH
FH 43 12 20190328 FH-43-1-20190328 18 na na  2019-03-28 FH
FH 45 1 20190131 FH-45-I-20190131 12 na na  2019-01-31 FH
FH 45 6 20190131 FH-45-VI-1-20190131 1 na na  2019-01-31 FH
FH 45 1 20190215 FH-45-I-20190215 100 na na  2019-02-15 FH
FH 45 3 20190215 FH-45-III-20190215 19 na na  2019-02-15 FH
FH 45 7 20190215 FH-45-VII-20190215 6 na na  2019-02-15 FH
FH 45 9 20190215 FH-45-IX-20190215 4 na na  2019-02-15 FH
FH 45 10 20190215 FH-45-X-20190215 6 na na  2019-02-15 FH
FH 45 12 20190215 FH-45-XII-20190215 10 na na  2019-02-15 FH
FH 45 1 20190304 FH-45-I-20190304 21 na na  2019-03-04 FH
FH 45 3 20190304 FH-45-III-20190304 18 na na  2019-03-04 FH
FH 45 7 20190304 FH-45-VII-20190304 7 na na  2019-03-04 FH
FH 45 9 20190304 FH-45-IX-20190304 7 na na  2019-03-04 FH
FH 45 10 20190304 FH-45-X-20190304 19 na na  2019-03-04 FH
FH 45 12 20190304 FH-45-XII-20190304 23 na na  2019-03-04 FH
SB 45 1 201907019 SB-45-I-20190719 na na na  2019-07-01 SB
SB 45 2 201907019 SB-45-II-20190719 na na na  2019-07-01 SB
SB 45 3 201907019 SB-45-III-20190719 na na na  2019-07-01 SB
SB 45 4 201907019 SB-45-IV-20190719 na na na  2019-07-01 SB
SB 45 5 201907019 SB-45-V-20190719 na na na  2019-07-01 SB
SB 45 6 201907019 SB-45-VI-20190719 na na na  2019-07-01 SB
SB 45 7 201907019 SB-45-VII-20190719 na na na  2019-07-01 SB
SB 45 8 201907019 SB-45-VIII-20190719 na na na  2019-07-01 SB
SB 45 9 201907019 SB-45-IX-20190719 na na na  2019-07-01 SB
SB 45 10 201907019 SB-45-X-20190719 na na na  2019-07-01 SB
SB 45 11 201907019 SB-45-XI-20190719 na na na  2019-07-01 SB
SB 45 12 201907019 SB-45-XII-20190719 na na na  2019-07-01 SB
FH 46 1 20190410 FH-46-1-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 2 20190410 FH-46-2-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 3 20190410 FH-46-3-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 4 20190410 FH-46-4-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 5 20190410 FH-46-5-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 6 20190410 FH-46-6-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 7 20190410 FH-46-7-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 8 20190410 FH-46-8-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 9 20190410 FH-46-9-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 10 20190410 FH-46-10-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 11 20190410 FH-46-11-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 12 20190410 FH-46-12-20190410 100 >100 flowering plants na  2019-04-10 FH
FH 46 1 20190424 FH-46-1-20190424 80 na na  2019-04-24 FH
FH 46 2 20190424 FH-46-2-20190424 75 na na  2019-04-24 FH
FH 46 3 20190424 FH-46-3-20190424 69 na na  2019-04-24 FH
FH 46 4 20190424 FH-46-4-20190424 70 na na  2019-04-24 FH
FH 46 5 20190424 FH-46-5-20190424 87 na na  2019-04-24 FH
FH 46 6 20190424 FH-46-6-20190424 54 na na  2019-04-24 FH
FH 46 7 20190424 FH-46-7-20190424 61 na na  2019-04-24 FH
FH 46 8 20190424 FH-46-8-20190424 26 na na  2019-04-24 FH
FH 46 9 20190424 FH-46-9-20190424 48 na na  2019-04-24 FH
FH 46 10 20190424 FH-46-10-20190424 42 na na  2019-04-24 FH
FH 46 11 20190424 FH-46-11-20190424 13 na na  2019-04-24 FH
FH 46 12 20190424 FH-46-12-20190424 7 na na  2019-04-24 FH
FH 46 1 20190508 FH-46-1-20190508 34 na na  2019-05-08 FH
FH 46 2 20190508 FH-46-2-20190508 32 na na  2019-05-08 FH
FH 46 3 20190508 FH-46-3-20190508 40 na na  2019-05-08 FH
FH 46 4 20190508 FH-46-4-20190508 27 na na  2019-05-08 FH
FH 46 5 20190508 FH-46-5-20190508 50 na na  2019-05-08 FH
FH 46 6 20190508 FH-46-6-20190508 48 na na  2019-05-08 FH
FH 46 7 20190508 FH-46-7-20190508 25 na na  2019-05-08 FH
FH 46 8 20190508 FH-46-8-20190508 25 na na  2019-05-08 FH
FH 46 9 20190508 FH-46-9-20190508 33 na na  2019-05-08 FH
FH 46 10 20190508 FH-46-10-20190508 30 na na  2019-05-08 FH
FH 46 11 20190508 FH-46-11-20190508 12 na na  2019-05-08 FH
FH 46 12 20190508 FH-46-12-20190508 5 na na  2019-05-08 FH
FH 46 1 20190522 FH-46-1-20190522 16 bias towards heavily branching individuals  na  2019-05-22 FH
FH 46 2 20190522 FH-46-2-20190522 12 possible as it was difficult (or impossbile) na  2019-05-22 FH
FH 46 3 20190522 FH-46-3-20190522 15 to determine where certain inflorescences na  2019-05-22 FH
FH 46 4 20190522 FH-46-4-20190522 17 originated from na  2019-05-22 FH
FH 46 5 20190522 FH-46-5-20190522 20 na na  2019-05-22 FH
FH 46 6 20190522 FH-46-6-20190522 11 na na  2019-05-22 FH
FH 46 7 20190522 FH-46-7-20190522 20 na na  2019-05-22 FH
FH 46 8 20190522 FH-46-8-20190522 15 na na  2019-05-22 FH
FH 46 9 20190522 FH-46-9-20190522 19 na na  2019-05-22 FH
FH 46 10 20190522 FH-46-10-20190522 26 na na  2019-05-22 FH
FH 46 11 20190522 FH-46-11-20190522 5 na na  2019-05-22 FH
FH 46 12 20190522 FH-46-12-20190522 5 na na  2019-05-22 FH
SB 46 1 20190903 SB-46-1-20190903 na na na  2019-09-03 SB
SB 46 2 20190903 SB-46-2-20190903 na na na  2019-09-03 SB
SB 46 3 20190903 SB-46-3-20190904 na na na  2019-09-03 SB
SB 46 4 20190903 SB-46-4-20190904 na na na  2019-09-03 SB
SB 46 5 20190903 SB-46-5-20190905 na na na  2019-09-03 SB
SB 46 6 20190903 SB-46-6-20190905 na na na  2019-09-03 SB
SB 46 7 20190903 SB-46-7-20190906 na na na  2019-09-03 SB
SB 46 8 20190903 SB-46-8-20190906 na na na  2019-09-03 SB
SB 46 9 20190903 SB-46-9-20190907 na na na  2019-09-03 SB
SB 46 10 20190903 SB-46-10-20190907 na na na  2019-09-03 SB
SB 46 11 20190903 SB-46-11-20190908 na na na  2019-09-03 SB
SB 46 12 20190903 SB-46-12-20190908 na na na  2019-09-03 SB
FH 49 2 20190320 FH-49-2-20190320 2 na na  2019-03-20 FH
FH 49 6 20190320 FH-49-6-20190320 10 na na  2019-03-20 FH
FH 49 7 20190320 FH-49-7-20190320 14 na na  2019-03-20 FH
FH 49 8 20190320 FH-49-8-20190320 6 na na  2019-03-20 FH
FH 49 9 20190320 FH-49-9-20190320 5 na na  2019-03-20 FH
FH 49 10 20190320 FH-49-10-20190320 28 na na  2019-03-20 FH
FH 49 1 20190405 FH-49-1-20190405 13 na na  2019-04-05 FH
FH 49 2 20190405 FH-49-2-20190405 16 na na  2019-04-05 FH
FH 49 3 20190405 FH-49-3-20190405 6 na na  2019-04-05 FH
FH 49 4 20190405 FH-49-4-20190405 2 na na  2019-04-05 FH
FH 49 5 20190405 FH-49-5-20190405 4 na na  2019-04-05 FH
FH 49 6 20190405 FH-49-6-20190405 19 na na  2019-04-05 FH
FH 49 7 20190405 FH-49-7-20190405 87 na na  2019-04-05 FH
FH 49 8 20190405 FH-49-8-20190405 14 na na  2019-04-05 FH
FH 49 9 20190405 FH-49-9-20190405 17 na na  2019-04-05 FH
FH 49 10 20190405 FH-49-10-20190405 78 na na  2019-04-05 FH
FH 49 11 20190405 FH-49-11-20190405 3 na na  2019-04-05 FH
FH 49 12 20190405 FH-49-12-20190405 11 na na  2019-04-05 FH
FH 49 1 20190417 FH-49-1-20190417 10 na na  2019-04-17 FH
FH 49 2 20190417 FH-49-2-20190417 16 na na  2019-04-17 FH
FH 49 3 20190417 FH-49-3-20190417 6 na na  2019-04-17 FH
FH 49 4 20190417 FH-49-4-20190417 7 na na  2019-04-17 FH
FH 49 5 20190417 FH-49-5-20190417 16 na na  2019-04-17 FH
FH 49 6 20190417 FH-49-6-20190417 19 na na  2019-04-17 FH
FH 49 7 20190417 FH-49-7-20190417 96 na na  2019-04-17 FH
FH 49 8 20190417 FH-49-8-20190417 11 na na  2019-04-17 FH
FH 49 9 20190417 FH-49-9-20190417 18 na na  2019-04-17 FH
FH 49 10 20190417 FH-49-10-20190417 99 na na  2019-04-17 FH
FH 49 11 20190417 FH-49-11-20190417 8 na na  2019-04-17 FH
FH 49 12 20190417 FH-49-12-20190417 23 na na  2019-04-17 FH
FH 49 2 20190507 FH-49-2-20190507 1 na na  2019-05-07 FH
FH 49 4 20190507 FH-49-4-20190507 1 na na  2019-05-07 FH
FH 49 5 20190507 FH-49-5-20190507 6 na na  2019-05-07 FH
FH 49 6 20190507 FH-49-6-20190507 2 na na  2019-05-07 FH
FH 49 7 20190507 FH-49-7-20190507 20 na na  2019-05-07 FH
FH 49 8 20190507 FH-49-8-20190507 6 na na  2019-05-07 FH
FH 49 9 20190507 FH-49-9-20190507 7 na na  2019-05-07 FH
FH 49 10 20190507 FH-49-10-20190507 14 na na  2019-05-07 FH
FH 49 11 20190507 FH-49-11-20190507 2 na na  2019-05-07 FH
FH 49 12 20190507 FH-49-12-20190507 1 na na  2019-05-07 FH
FH 49 2 20190521 FH-49-2-20190521 2 na na  2019-05-21 FH
FH 49 5 20190521 FH-49-5-20190521 6 na na  2019-05-21 FH
FH 49 6 20190521 FH-49-6-20190521 2 na na  2019-05-21 FH
FH 49 7 20190521 FH-49-7-20190521 21 na na  2019-05-21 FH
FH 49 8 20190521 FH-49-8-20190521 5 na na  2019-05-21 FH
