"sampleid","code","site","plot","date","year","month","day","flowerscollected","isreplicate","isfailedlabwork","isdispersion","sampleid_alternative","generation","generation_merge57","mapped_reads","coverage","usesample","weighted_mean_coverage"
"MLFH430320190328","FH",43,3,"20190328",2019,3,28,3,FALSE,FALSE,FALSE,NA,2,2,113981,0.113981,FALSE,NA
"MLFH430420180206","FH",43,4,"20180206",2018,2,6,18,FALSE,FALSE,FALSE,NA,1,1,2625574,2.625574,TRUE,8.564679232
"MLFH430420180221","FH",43,4,"20180221",2018,2,21,38,FALSE,FALSE,FALSE,NA,1,1,9875355,9.875355,TRUE,8.564679232
"MLFH430420180314","FH",43,4,"20180314",2018,3,14,44,FALSE,FALSE,FALSE,NA,1,1,9274953,9.274953,TRUE,8.564679232
"MLFH430420180328","FH",43,4,"20180328",2018,3,28,25,FALSE,FALSE,FALSE,NA,1,1,9598526,9.598526,TRUE,8.564679232
"MLFH430420190228","FH",43,4,"20190228",2019,2,28,10,FALSE,FALSE,FALSE,NA,2,2,374617,0.374617,FALSE,NA
"MLFH430420190314","FH",43,4,"20190314",2019,3,14,6,FALSE,FALSE,FALSE,NA,2,2,210751,0.210751,FALSE,NA
"MLFH430420190328","FH",43,4,"20190328",2019,3,28,4,FALSE,FALSE,FALSE,NA,2,2,1230595,1.230595,TRUE,1.230595
"MLFH430420200224","FH",43,4,"20200224",2020,2,24,2,FALSE,FALSE,FALSE,NA,3,3,1038963,1.038963,TRUE,1.72304466666667
"MLFH430420200309","FH",43,4,"20200309",2020,3,9,13,FALSE,FALSE,FALSE,NA,3,3,1828288,1.828288,TRUE,1.72304466666667
"MLFH430520180206","FH",43,5,"20180206",2018,2,6,16,FALSE,FALSE,FALSE,NA,1,1,6914449,6.914449,TRUE,7.3098866460177
"MLFH430520180221","FH",43,5,"20180221",2018,2,21,35,FALSE,FALSE,FALSE,NA,1,1,7228127,7.228127,TRUE,7.3098866460177
"MLFH430520180314","FH",43,5,"20180314",2018,3,14,37,FALSE,FALSE,FALSE,NA,1,1,6809576,6.809576,TRUE,7.3098866460177
"MLFH430520180328","FH",43,5,"20180328",2018,3,28,25,FALSE,FALSE,FALSE,NA,1,1,8417890,8.41789,TRUE,7.3098866460177
"MLFH430520190228","FH",43,5,"20190228",2019,2,28,17,FALSE,FALSE,FALSE,NA,2,2,250182,0.250182,FALSE,NA
"MLFH430520190314","FH",43,5,"20190314",2019,3,14,31,FALSE,FALSE,FALSE,NA,2,2,181127,0.181127,FALSE,NA
"MLFH430520190328","FH",43,5,"20190328",2019,3,28,11,FALSE,FALSE,FALSE,NA,2,2,194765,0.194765,FALSE,NA
"MLFH430520200224","FH",43,5,"20200224",2020,2,24,5,FALSE,FALSE,FALSE,NA,3,3,2896636,2.896636,TRUE,5.45367573684211
"MLFH430520200309","FH",43,5,"20200309",2020,3,9,33,FALSE,FALSE,FALSE,NA,3,3,5841106,5.841106,TRUE,5.45367573684211
"MLFH430620180206","FH",43,6,"20180206",2018,2,6,6,FALSE,FALSE,FALSE,NA,1,1,7799423,7.799423,TRUE,5.83010903883495
"MLFH430620180221","FH",43,6,"20180221",2018,2,21,37,FALSE,FALSE,FALSE,NA,1,1,6367659,6.367659,TRUE,5.83010903883495
"MLFH430620180314","FH",43,6,"20180314",2018,3,14,33,FALSE,FALSE,FALSE,NA,1,1,5549382,5.549382,TRUE,5.83010903883495
"MLFH430620180328","FH",43,6,"20180328",2018,3,28,27,FALSE,FALSE,FALSE,NA,1,1,4998952,4.998952,TRUE,5.83010903883495
"MLFH430620190228","FH",43,6,"20190228",2019,2,28,2,FALSE,FALSE,FALSE,NA,2,2,14315,0.014315,FALSE,NA
"MLFH430620190314","FH",43,6,"20190314",2019,3,14,31,FALSE,FALSE,FALSE,NA,2,2,224849,0.224849,FALSE,NA
"MLFH430620190328","FH",43,6,"20190328",2019,3,28,20,FALSE,FALSE,FALSE,NA,2,2,348141,0.348141,FALSE,NA
"MLFH430620200224","FH",43,6,"20200224",2020,2,24,3,FALSE,FALSE,FALSE,NA,3,3,4279026,4.279026,TRUE,7.4667972
"MLFH430620200309","FH",43,6,"20200309",2020,3,9,27,FALSE,FALSE,FALSE,NA,3,3,7820994,7.820994,TRUE,7.4667972
"MLFH430720180206","FH",43,7,"20180206",2018,2,6,22,FALSE,FALSE,FALSE,NA,1,1,8446051,8.446051,TRUE,7.18764479310345
"MLFH430720180221","FH",43,7,"20180221",2018,2,21,38,FALSE,FALSE,FALSE,NA,1,1,7171162,7.171162,TRUE,7.18764479310345
"MLFH430720180314","FH",43,7,"20180314",2018,3,14,34,FALSE,FALSE,FALSE,NA,1,1,6949925,6.949925,TRUE,7.18764479310345
"MLFH430720180328","FH",43,7,"20180328",2018,3,28,22,FALSE,FALSE,FALSE,NA,1,1,6325094,6.325094,TRUE,7.18764479310345
"MLFH430720190228","FH",43,7,"20190228",2019,2,28,23,FALSE,FALSE,FALSE,NA,2,2,197228,0.197228,FALSE,NA
"MLFH430720190314","FH",43,7,"20190314",2019,3,14,30,FALSE,FALSE,FALSE,NA,2,2,188881,0.188881,FALSE,NA
"MLFH430720190328","FH",43,7,"20190328",2019,3,28,10,FALSE,FALSE,FALSE,NA,2,2,339949,0.339949,FALSE,NA
"MLFH430720200224","FH",43,7,"20200224",2020,2,24,5,FALSE,FALSE,FALSE,NA,3,3,105172,0.105172,FALSE,NA
"MLFH430720200309","FH",43,7,"20200309",2020,3,9,12,FALSE,FALSE,FALSE,NA,3,3,3258798,3.258798,TRUE,3.258798
"MLFH430820180206","FH",43,8,"20180206",2018,2,6,10,FALSE,FALSE,FALSE,NA,1,1,6017277,6.017277,TRUE,5.28797886238532
"MLFH430820180221","FH",43,8,"20180221",2018,2,21,44,FALSE,FALSE,FALSE,NA,1,1,4549366,4.549366,TRUE,5.28797886238532
"MLFH430820180314","FH",43,8,"20180314",2018,3,14,32,FALSE,FALSE,FALSE,NA,1,1,6623722,6.623722,TRUE,5.28797886238532
"MLFH430820180328","FH",43,8,"20180328",2018,3,28,23,FALSE,FALSE,FALSE,NA,1,1,4525466,4.525466,TRUE,5.28797886238532
"MLFH430820190228","FH",43,8,"20190228",2019,2,28,14,FALSE,FALSE,FALSE,NA,2,2,312110,0.31211,FALSE,NA
"MLFH430820190314","FH",43,8,"20190314",2019,3,14,19,FALSE,FALSE,FALSE,NA,2,2,637676,0.637676,FALSE,NA
"MLFH430820190328","FH",43,8,"20190328",2019,3,28,2,FALSE,FALSE,FALSE,NA,2,2,419297,0.419297,FALSE,NA
"MLFH430820200224","FH",43,8,"20200224",2020,2,24,2,FALSE,FALSE,FALSE,NA,3,3,4928040,4.92804,TRUE,4.09687888888889
"MLFH430820200309","FH",43,8,"20200309",2020,3,9,25,FALSE,FALSE,FALSE,NA,3,3,4030386,4.030386,TRUE,4.09687888888889
"MLFH430920180206","FH",43,9,"20180206",2018,2,6,11,FALSE,FALSE,FALSE,NA,1,1,7047187,7.047187,TRUE,5.80506291509434
"MLFH430920180221","FH",43,9,"20180221",2018,2,21,39,FALSE,FALSE,FALSE,NA,1,1,5451156,5.451156,TRUE,5.80506291509434
"MLFH430920180314","FH",43,9,"20180314",2018,3,14,32,FALSE,FALSE,FALSE,NA,1,1,6483566,6.483566,TRUE,5.80506291509434
"MLFH430920180328","FH",43,9,"20180328",2018,3,28,24,FALSE,FALSE,FALSE,NA,1,1,4906184,4.906184,TRUE,5.80506291509434
"MLFH430920190314","FH",43,9,"20190314",2019,3,14,11,FALSE,FALSE,FALSE,NA,2,2,181580,0.18158,FALSE,NA
"MLFH430920190328","FH",43,9,"20190328",2019,3,28,7,FALSE,FALSE,FALSE,NA,2,2,116690,0.11669,FALSE,NA
"MLFH430920200224","FH",43,9,"20200224",2020,2,24,1,FALSE,FALSE,FALSE,NA,3,3,4573145,4.573145,TRUE,5.87784365
"MLFH430920200309","FH",43,9,"20200309",2020,3,9,19,FALSE,FALSE,FALSE,NA,3,3,5946512,5.946512,TRUE,5.87784365
"MLFH431020180206","FH",43,10,"20180206",2018,2,6,17,FALSE,FALSE,FALSE,NA,1,1,156208,0.156208,FALSE,NA
"MLFH431020180221","FH",43,10,"20180221",2018,2,21,28,FALSE,FALSE,FALSE,NA,1,1,5780378,5.780378,TRUE,5.90746723809524
"MLFH431020180314","FH",43,10,"20180314",2018,3,14,23,FALSE,FALSE,FALSE,NA,1,1,6403854,6.403854,TRUE,5.90746723809524
"MLFH431020180328","FH",43,10,"20180328",2018,3,28,33,FALSE,FALSE,FALSE,NA,1,1,5669334,5.669334,TRUE,5.90746723809524
"MLFH431020190228","FH",43,10,"20190228",2019,2,28,5,FALSE,FALSE,FALSE,NA,2,2,678195,0.678195,FALSE,NA
"MLFH431020190314","FH",43,10,"20190314",2019,3,14,23,FALSE,FALSE,FALSE,NA,2,2,351107,0.351107,FALSE,NA
"MLFH431020190328","FH",43,10,"20190328",2019,3,28,3,FALSE,FALSE,FALSE,NA,2,2,434711,0.434711,FALSE,NA
"MLFH431120180206","FH",43,11,"20180206",2018,2,6,14,FALSE,FALSE,FALSE,NA,1,1,5902057,5.902057,TRUE,5.79836637362637
"MLFH431120180221","FH",43,11,"20180221",2018,2,21,31,FALSE,FALSE,FALSE,NA,1,1,6077674,6.077674,TRUE,5.79836637362637
"MLFH431120180314","FH",43,11,"20180314",2018,3,14,25,FALSE,FALSE,FALSE,NA,1,1,5858292,5.858292,TRUE,5.79836637362637
"MLFH431120180328","FH",43,11,"20180328",2018,3,28,21,FALSE,FALSE,FALSE,NA,1,1,5245588,5.245588,TRUE,5.79836637362637
"MLFH431120190228","FH",43,11,"20190228",2019,2,28,9,FALSE,FALSE,FALSE,NA,2,2,462818,0.462818,FALSE,NA
"MLFH431120190314","FH",43,11,"20190314",2019,3,14,32,FALSE,FALSE,FALSE,NA,2,2,214254,0.214254,FALSE,NA
"MLFH431120190328","FH",43,11,"20190328",2019,3,28,11,FALSE,FALSE,FALSE,NA,2,2,247429,0.247429,FALSE,NA
"MLFH431120200309","FH",43,11,"20200309",2020,3,9,7,FALSE,FALSE,FALSE,NA,3,3,6385610,6.38561,TRUE,6.38561
"MLFH431220180206","FH",43,12,"20180206",2018,2,6,13,FALSE,FALSE,FALSE,NA,1,1,5420860,5.42086,TRUE,6.11140377777778
"MLFH431220180221","FH",43,12,"20180221",2018,2,21,23,FALSE,FALSE,FALSE,NA,1,1,5537745,5.537745,TRUE,6.11140377777778
"MLFH431220180314","FH",43,12,"20180314",2018,3,14,23,FALSE,FALSE,FALSE,NA,1,1,6643591,6.643591,TRUE,6.11140377777778
"MLFH431220180328","FH",43,12,"20180328",2018,3,28,22,FALSE,FALSE,FALSE,NA,1,1,6562809,6.562809,TRUE,6.11140377777778
"MLFH431220190314","FH",43,12,"20190314",2019,3,14,15,FALSE,FALSE,FALSE,NA,2,2,148514,0.148514,FALSE,NA
"MLFH431220190328","FH",43,12,"20190328",2019,3,28,18,FALSE,FALSE,FALSE,NA,2,2,19663,0.019663,FALSE,NA
"MLFH431220200224","FH",43,12,"20200224",2020,2,24,1,FALSE,FALSE,FALSE,NA,3,3,4174837,4.174837,TRUE,6.8765685862069
"MLFH431220200309","FH",43,12,"20200309",2020,3,9,28,FALSE,FALSE,FALSE,NA,3,3,6973059,6.973059,TRUE,6.8765685862069
"MLFH450120180327","FH",45,1,"20180327",2018,3,27,11,FALSE,FALSE,FALSE,NA,1,1,4598146,4.598146,TRUE,9.21795448087432
"MLFH450120180411","FH",45,1,"20180411",2018,4,11,112,FALSE,FALSE,FALSE,NA,1,1,10485047,10.485047,TRUE,9.21795448087432
"MLFH450120180425","FH",45,1,"20180425",2018,4,25,60,FALSE,FALSE,FALSE,NA,1,1,7699680,7.69968,TRUE,9.21795448087432
"MLFH450120190115","FH",45,1,"20190115",2019,1,15,1,FALSE,FALSE,FALSE,NA,2,2,64131,0.064131,FALSE,NA
"MLFH450120190131","FH",45,1,"20190131",2019,1,31,12,FALSE,FALSE,FALSE,NA,2,2,3378176,3.378176,TRUE,1.76938339097744
"MLFH450120190215","FH",45,1,"20190215",2019,2,15,100,FALSE,FALSE,FALSE,NA,2,2,1329197,1.329197,TRUE,1.76938339097744
"MLFH450120190304","FH",45,1,"20190304",2019,3,4,21,FALSE,FALSE,FALSE,NA,2,2,2946199,2.946199,TRUE,1.76938339097744
"MLFH450120200113","FH",45,1,"20200113",2020,1,13,7,FALSE,FALSE,FALSE,NA,3,3,2416977,2.416977,TRUE,2.00236323529412
"MLFH450120200127","FH",45,1,"20200127",2020,1,27,12,FALSE,TRUE,FALSE,NA,3,3,2527,0.002527,FALSE,NA
"MLFH450120200210","FH",45,1,"20200210",2020,2,10,42,FALSE,FALSE,FALSE,NA,3,3,1518298,1.518298,TRUE,2.00236323529412
"MLFH450120200225","FH",45,1,"20200225",2020,2,25,70,FALSE,FALSE,FALSE,NA,3,3,2251341,2.251341,TRUE,2.00236323529412
"MLFH450120200310","FH",45,1,"20200310",2020,3,10,11,FALSE,FALSE,FALSE,NA,3,3,761374,0.761374,FALSE,NA
"MLFH450220180411","FH",45,2,"20180411",2018,4,11,84,FALSE,FALSE,FALSE,NA,1,1,9511467,9.511467,TRUE,7.4599470625
"MLFH450220180425","FH",45,2,"20180425",2018,4,25,44,FALSE,FALSE,FALSE,NA,1,1,3543409,3.543409,TRUE,7.4599470625
"MLFH450220200210","FH",45,2,"20200210",2020,2,10,12,FALSE,FALSE,FALSE,NA,3,3,1107619,1.107619,TRUE,5.96854856603774
"MLFH450220200225","FH",45,2,"20200225",2020,2,25,79,FALSE,FALSE,FALSE,NA,3,3,6468015,6.468015,TRUE,5.96854856603774
"MLFH450220200310","FH",45,2,"20200310",2020,3,10,15,FALSE,FALSE,FALSE,NA,3,3,7226769,7.226769,TRUE,5.96854856603774
"MLFH450320180411","FH",45,3,"20180411",2018,4,11,150,FALSE,FALSE,FALSE,NA,1,1,6610974,6.610974,TRUE,6.12682914285714
"MLFH450320180425","FH",45,3,"20180425",2018,4,25,60,FALSE,FALSE,FALSE,NA,1,1,4916467,4.916467,TRUE,6.12682914285714
"MLFH450320190215","FH",45,3,"20190215",2019,2,15,19,FALSE,FALSE,FALSE,NA,2,2,2658381,2.658381,TRUE,3.34768808108108
"MLFH450320190304","FH",45,3,"20190304",2019,3,4,18,FALSE,FALSE,FALSE,NA,2,2,4075290,4.07529,TRUE,3.34768808108108
"MLFH450420180411","FH",45,4,"20180411",2018,4,11,33,FALSE,FALSE,FALSE,NA,1,1,7030990,7.03099,TRUE,5.43140463414634
"MLFH450420180425","FH",45,4,"20180425",2018,4,25,90,FALSE,FALSE,FALSE,NA,1,1,4844890,4.84489,TRUE,5.43140463414634
"MLFH450420200127","FH",45,4,"20200127",2020,1,27,1,FALSE,FALSE,FALSE,NA,3,3,6977404,6.977404,TRUE,5.04416894488189
"MLFH450420200210","FH",45,4,"20200210",2020,2,10,81,FALSE,FALSE,FALSE,NA,3,3,5702372,5.702372,TRUE,5.04416894488189
"MLFH450420200225","FH",45,4,"20200225",2020,2,25,44,FALSE,FALSE,FALSE,NA,3,3,3795133,3.795133,TRUE,5.04416894488189
"MLFH450420200310","FH",45,4,"20200310",2020,3,10,1,FALSE,FALSE,FALSE,NA,3,3,4754068,4.754068,TRUE,5.04416894488189
"MLFH450520180327","FH",45,5,"20180327",2018,3,27,7,FALSE,FALSE,FALSE,NA,1,1,642373,0.642373,FALSE,NA
"MLFH450520180411","FH",45,5,"20180411",2018,4,11,122,FALSE,FALSE,FALSE,NA,1,1,4581977,4.581977,TRUE,4.48297665986395
"MLFH450520180425","FH",45,5,"20180425",2018,4,25,25,FALSE,FALSE,FALSE,NA,1,1,3999855,3.999855,TRUE,4.48297665986395
"MLFH450520200210","FH",45,5,"20200210",2020,2,10,7,FALSE,FALSE,FALSE,NA,3,3,4605161,4.605161,TRUE,4.63989325
"MLFH450520200225","FH",45,5,"20200225",2020,2,25,1,FALSE,FALSE,FALSE,NA,3,3,4883019,4.883019,TRUE,4.63989325
"MLFH450620180327","FH",45,6,"20180327",2018,3,27,7,FALSE,FALSE,FALSE,NA,1,1,7696686,7.696686,TRUE,7.04404526256983
"MLFH450620180411","FH",45,6,"20180411",2018,4,11,142,FALSE,FALSE,FALSE,NA,1,1,6874250,6.87425,TRUE,7.04404526256983
"MLFH450620180425","FH",45,6,"20180425",2018,4,25,30,FALSE,FALSE,FALSE,NA,1,1,7695460,7.69546,TRUE,7.04404526256983
"MLFH450620190131","FH",45,6,"20190131",2019,1,31,1,FALSE,FALSE,FALSE,NA,2,2,28246,0.028246,FALSE,NA
"MLFH450620200127","FH",45,6,"20200127",2020,1,27,3,FALSE,FALSE,FALSE,NA,3,3,8518159,8.518159,TRUE,4.14039239259259
"MLFH450620200210","FH",45,6,"20200210",2020,2,10,48,FALSE,FALSE,FALSE,NA,3,3,4109341,4.109341,TRUE,4.14039239259259
"MLFH450620200225","FH",45,6,"20200225",2020,2,25,73,FALSE,FALSE,FALSE,NA,3,3,3772377,3.772377,TRUE,4.14039239259259
"MLFH450620200310","FH",45,6,"20200310",2020,3,10,11,FALSE,FALSE,FALSE,NA,3,3,5524237,5.524237,TRUE,4.14039239259259
"MLFH450720180411","FH",45,7,"20180411",2018,4,11,150,FALSE,FALSE,FALSE,NA,1,1,5407385,5.407385,TRUE,5.27880158083832
"MLFH450720180425","FH",45,7,"20180425",2018,4,25,17,FALSE,FALSE,FALSE,NA,1,1,4144242,4.144242,TRUE,5.27880158083832
"MLFH450720190215","FH",45,7,"20190215",2019,2,15,6,FALSE,FALSE,FALSE,NA,2,2,1210773,1.210773,TRUE,2.69583538461538
"MLFH450720190304","FH",45,7,"20190304",2019,3,4,7,FALSE,FALSE,FALSE,NA,2,2,3968746,3.968746,TRUE,2.69583538461538
"MLFH450820180411","FH",45,8,"20180411",2018,4,11,130,FALSE,FALSE,FALSE,NA,1,1,3412164,3.412164,TRUE,3.47774427777778
"MLFH450820180425","FH",45,8,"20180425",2018,4,25,50,FALSE,FALSE,FALSE,NA,1,1,3648253,3.648253,TRUE,3.47774427777778
"MLFH450820200127","FH",45,8,"20200127",2020,1,27,2,FALSE,FALSE,FALSE,NA,3,3,6411667,6.411667,TRUE,5.09145284
"MLFH450820200210","FH",45,8,"20200210",2020,2,10,19,FALSE,FALSE,FALSE,NA,3,3,3186285,3.186285,TRUE,5.09145284
"MLFH450820200225","FH",45,8,"20200225",2020,2,25,29,FALSE,FALSE,FALSE,NA,3,3,6248617,6.248617,TRUE,5.09145284
"MLFH450920180411","FH",45,9,"20180411",2018,4,11,74,FALSE,FALSE,FALSE,NA,1,1,3293128,3.293128,TRUE,3.37905805882353
"MLFH450920180425","FH",45,9,"20180425",2018,4,25,11,FALSE,FALSE,FALSE,NA,1,1,3957133,3.957133,TRUE,3.37905805882353
"MLFH450920190215","FH",45,9,"20190215",2019,2,15,4,FALSE,FALSE,FALSE,NA,2,2,570213,0.570213,FALSE,NA
"MLFH450920190304","FH",45,9,"20190304",2019,3,4,7,FALSE,FALSE,FALSE,NA,2,2,639339,0.639339,FALSE,NA
"MLFH450920200210","FH",45,9,"20200210",2020,2,10,1,FALSE,FALSE,FALSE,NA,3,3,1431479,1.431479,TRUE,1.5883318
"MLFH450920200225","FH",45,9,"20200225",2020,2,25,4,FALSE,FALSE,FALSE,NA,3,3,1627545,1.627545,TRUE,1.5883318
"MLFH451020180411","FH",45,10,"20180411",2018,4,11,120,FALSE,FALSE,FALSE,NA,1,1,3974891,3.974891,TRUE,3.86384490909091
"MLFH451020180425","FH",45,10,"20180425",2018,4,25,12,FALSE,FALSE,FALSE,NA,1,1,2753384,2.753384,TRUE,3.86384490909091
"MLFH451020190215","FH",45,10,"20190215",2019,2,15,6,FALSE,FALSE,FALSE,NA,2,2,611428,0.611428,FALSE,NA
"MLFH451020190304","FH",45,10,"20190304",2019,3,4,19,FALSE,FALSE,FALSE,NA,2,2,1994653,1.994653,TRUE,1.994653
"MLFH451020200127","FH",45,10,"20200127",2020,1,27,5,FALSE,FALSE,FALSE,NA,3,3,2686221,2.686221,TRUE,3.83592345588235
"MLFH451020200210","FH",45,10,"20200210",2020,2,10,27,FALSE,FALSE,FALSE,NA,3,3,4129806,4.129806,TRUE,3.83592345588235
"MLFH451020200225","FH",45,10,"20200225",2020,2,25,34,FALSE,FALSE,FALSE,NA,3,3,3850734,3.850734,TRUE,3.83592345588235
"MLFH451020200310","FH",45,10,"20200310",2020,3,10,2,FALSE,FALSE,FALSE,NA,3,3,2490986,2.490986,TRUE,3.83592345588235
"MLFH451120180327","FH",45,11,"20180327",2018,3,27,7,FALSE,FALSE,FALSE,NA,1,1,6645742,6.645742,TRUE,5.36656673214286
"MLFH451120180411","FH",45,11,"20180411",2018,4,11,150,FALSE,FALSE,FALSE,NA,1,1,5335554,5.335554,TRUE,5.36656673214286
"MLFH451120180425","FH",45,11,"20180425",2018,4,25,11,FALSE,FALSE,FALSE,NA,1,1,4975447,4.975447,TRUE,5.36656673214286
"MLFH451120200127","FH",45,11,"20200127",2020,1,27,5,FALSE,FALSE,FALSE,NA,3,3,4818870,4.81887,TRUE,4.0927783908046
"MLFH451120200210","FH",45,11,"20200210",2020,2,10,29,FALSE,FALSE,FALSE,NA,3,3,4675559,4.675559,TRUE,4.0927783908046
"MLFH451120200225","FH",45,11,"20200225",2020,2,25,52,FALSE,FALSE,FALSE,NA,3,3,3703065,3.703065,TRUE,4.0927783908046
"MLFH451120200310","FH",45,11,"20200310",2020,3,10,1,FALSE,FALSE,FALSE,NA,3,3,3826779,3.826779,TRUE,4.0927783908046
"MLFH451220180411","FH",45,12,"20180411",2018,4,11,128,FALSE,FALSE,FALSE,NA,1,1,2071621,2.071621,TRUE,2.3183206
"MLFH451220180425","FH",45,12,"20180425",2018,4,25,12,FALSE,FALSE,FALSE,NA,1,1,4949783,4.949783,TRUE,2.3183206
"MLFH451220190215","FH",45,12,"20190215",2019,2,15,10,FALSE,FALSE,FALSE,NA,2,2,1620461,1.620461,TRUE,1.620461
"MLFH451220190304","FH",45,12,"20190304",2019,3,4,23,FALSE,FALSE,FALSE,NA,2,2,717034,0.717034,FALSE,NA
"MLFH451220200210","FH",45,12,"20200210",2020,2,10,20,FALSE,FALSE,FALSE,NA,3,3,3974043,3.974043,TRUE,3.56450501149425
"MLFH451220200225","FH",45,12,"20200225",2020,2,25,62,FALSE,FALSE,FALSE,NA,3,3,3091233,3.091233,TRUE,3.56450501149425
"MLFH451220200310","FH",45,12,"20200310",2020,3,10,5,FALSE,FALSE,FALSE,NA,3,3,7794926,7.794926,TRUE,3.56450501149425
"MLFH460120180404","FH",46,1,"20180404",2018,4,4,73,FALSE,FALSE,FALSE,NA,1,1,16330999,16.330999,TRUE,17.8611746455696
"MLFH460120180418","FH",46,1,"20180418",2018,4,18,100,FALSE,FALSE,FALSE,NA,1,1,18188345,18.188345,TRUE,17.8611746455696
"MLFH460120180502","FH",46,1,"20180502",2018,5,2,50,FALSE,FALSE,FALSE,NA,1,1,20245358,20.245358,TRUE,17.8611746455696
"MLFH460120180516","FH",46,1,"20180516",2018,5,16,14,FALSE,FALSE,FALSE,NA,1,1,14988076,14.988076,TRUE,17.8611746455696
"MLFH460120190410","FH",46,1,"20190410",2019,4,10,100,FALSE,FALSE,FALSE,NA,2,2,14996321,14.996321,TRUE,15.3212546521739
"MLFH460120190424","FH",46,1,"20190424",2019,4,24,80,FALSE,FALSE,FALSE,NA,2,2,17158002,17.158002,TRUE,15.3212546521739
"MLFH460120190508","FH",46,1,"20190508",2019,5,8,34,FALSE,FALSE,FALSE,NA,2,2,13088219,13.088219,TRUE,15.3212546521739
"MLFH460120190522","FH",46,1,"20190522",2019,5,22,16,FALSE,FALSE,FALSE,NA,2,2,12913554,12.913554,TRUE,15.3212546521739
"MLFH460120200403","FH",46,1,"20200403",2020,4,3,100,FALSE,FALSE,FALSE,NA,3,3,6842147,6.842147,TRUE,7.54277550416667
"MLFH460120200417","FH",46,1,"20200417",2020,4,17,68,FALSE,FALSE,FALSE,NA,3,3,7344536,7.344536,TRUE,7.54277550416667
"MLFH460120200430","FH",46,1,"20200430",2020,4,30,29,FALSE,FALSE,FALSE,NA,3,3,10019527,10.019527,TRUE,7.54277550416667
"MLFH460120200515","FH",46,1,"20200515",2020,5,15,37,FALSE,FALSE,FALSE,NA,3,3,7803530,7.80353,TRUE,7.54277550416667
"MLFH460120200529","FH",46,1,"20200529",2020,5,29,6,FALSE,FALSE,FALSE,NA,3,3,7887680,7.88768,TRUE,7.54277550416667
"MLFH460220180404","FH",46,2,"20180404",2018,4,4,96,FALSE,FALSE,FALSE,NA,1,1,29889551,29.889551,TRUE,21.9550156752768
"MLFH460220180418","FH",46,2,"20180418",2018,4,18,100,FALSE,FALSE,FALSE,NA,1,1,21894361,21.894361,TRUE,21.9550156752768
"MLFH460220180502","FH",46,2,"20180502",2018,5,2,41,FALSE,FALSE,FALSE,NA,1,1,17486622,17.486622,TRUE,21.9550156752768
"MLFH460220180516","FH",46,2,"20180516",2018,5,16,34,FALSE,FALSE,FALSE,NA,1,1,5118375,5.118375,TRUE,21.9550156752768
"MLFH460220190410","FH",46,2,"20190410",2019,4,10,100,FALSE,FALSE,FALSE,NA,2,2,21124856,21.124856,TRUE,18.2588425068493
"MLFH460220190424","FH",46,2,"20190424",2019,4,24,75,FALSE,FALSE,FALSE,NA,2,2,19691311,19.691311,TRUE,18.2588425068493
"MLFH460220190508","FH",46,2,"20190508",2019,5,8,32,FALSE,FALSE,FALSE,NA,2,2,11275829,11.275829,TRUE,18.2588425068493
"MLFH460220190522","FH",46,2,"20190522",2019,5,22,12,FALSE,FALSE,FALSE,NA,2,2,4043838,4.043838,TRUE,18.2588425068493
"MLFH460220200403","FH",46,2,"20200403",2020,4,3,100,FALSE,FALSE,FALSE,NA,3,3,6571166,6.571166,TRUE,6.60020058167331
"MLFH460220200417","FH",46,2,"20200417",2020,4,17,70,FALSE,FALSE,FALSE,NA,3,3,6968983,6.968983,TRUE,6.60020058167331
"MLFH460220200430","FH",46,2,"20200430",2020,4,30,30,FALSE,FALSE,FALSE,NA,3,3,7551550,7.55155,TRUE,6.60020058167331
"MLFH460220200515","FH",46,2,"20200515",2020,5,15,48,FALSE,FALSE,FALSE,NA,3,3,5407122,5.407122,TRUE,6.60020058167331
"MLFH460220200529","FH",46,2,"20200529",2020,5,29,3,FALSE,FALSE,FALSE,NA,3,3,8538860,8.53886,TRUE,6.60020058167331
"MLFH460320180404","FH",46,3,"20180404",2018,4,4,69,FALSE,FALSE,FALSE,NA,1,1,8291877,8.291877,TRUE,7.9632352078853
"MLFH460320180418","FH",46,3,"20180418",2018,4,18,100,FALSE,FALSE,FALSE,NA,1,1,7419175,7.419175,TRUE,7.9632352078853
"MLFH460320180502","FH",46,3,"20180502",2018,5,2,90,FALSE,FALSE,FALSE,NA,1,1,8497067,8.497067,TRUE,7.9632352078853
"MLFH460320180516","FH",46,3,"20180516",2018,5,16,20,FALSE,FALSE,FALSE,NA,1,1,7147479,7.147479,TRUE,7.9632352078853
"MLFH460320190410","FH",46,3,"20190410",2019,4,10,100,FALSE,FALSE,FALSE,NA,2,2,8673753,8.673753,TRUE,9.375088875
"MLFH460320190424","FH",46,3,"20190424",2019,4,24,69,FALSE,FALSE,FALSE,NA,2,2,12446307,12.446307,TRUE,9.375088875
"MLFH460320190508","FH",46,3,"20190508",2019,5,8,40,FALSE,FALSE,FALSE,NA,2,2,7973229,7.973229,TRUE,9.375088875
"MLFH460320190522","FH",46,3,"20190522",2019,5,22,15,FALSE,FALSE,FALSE,NA,2,2,3661351,3.661351,TRUE,9.375088875
"MLFH460320200403","FH",46,3,"20200403",2020,4,3,100,FALSE,FALSE,FALSE,NA,3,3,7371936,7.371936,TRUE,7.19941798507463
