"sampleid","code","site","plot","date","year","month","day","flowerscollected","isreplicate","isfailedlabwork","isdispersion","sampleid_alternative","generation","generation_merge57","mapped_reads","coverage","usesample","weighted_mean_coverage"
"MLFH120820180525","FH",12,8,"20180525",2018,5,25,2,FALSE,FALSE,FALSE,NA,1,1,4070080,4.07008,TRUE,5.31247185714286
"MLFH120920180427","FH",12,9,"20180427",2018,4,27,5,FALSE,FALSE,FALSE,NA,1,1,8818641,8.818641,TRUE,7.17703775
"MLFH120920180511","FH",12,9,"20180511",2018,5,11,4,FALSE,FALSE,FALSE,NA,1,1,8162853,8.162853,TRUE,7.17703775
"MLFH120920180525","FH",12,9,"20180525",2018,5,25,3,FALSE,FALSE,FALSE,NA,1,1,3126612,3.126612,TRUE,7.17703775
"MLFH121020180427","FH",12,10,"20180427",2018,4,27,18,FALSE,FALSE,FALSE,NA,1,1,9154053,9.154053,TRUE,8.15148625714286
"MLFH121020180511","FH",12,10,"20180511",2018,5,11,7,FALSE,FALSE,FALSE,NA,1,1,8578735,8.578735,TRUE,8.15148625714286
"MLFH121020180525","FH",12,10,"20180525",2018,5,25,8,FALSE,FALSE,FALSE,NA,1,1,6441437,6.441437,TRUE,8.15148625714286
"MLFH121020180606","FH",12,10,"20180606",2018,6,6,2,FALSE,FALSE,FALSE,NA,1,1,4473212,4.473212,TRUE,8.15148625714286
"MLFH121020190412","FH",12,10,"20190412",2019,4,12,10,FALSE,FALSE,FALSE,NA,2,2,8023380,8.02338,TRUE,8.41219294871795
"MLFH121020190430","FH",12,10,"20190430",2019,4,30,19,FALSE,FALSE,FALSE,NA,2,2,8859515,8.859515,TRUE,8.41219294871795
"MLFH121020190514","FH",12,10,"20190514",2019,5,14,10,FALSE,FALSE,FALSE,NA,2,2,7951094,7.951094,TRUE,8.41219294871795
"MLFH121120180427","FH",12,11,"20180427",2018,4,27,33,FALSE,FALSE,FALSE,NA,1,1,10169762,10.169762,TRUE,8.51213136734694
"MLFH121120180511","FH",12,11,"20180511",2018,5,11,3,FALSE,FALSE,FALSE,NA,1,1,6873799,6.873799,TRUE,8.51213136734694
"MLFH121120180525","FH",12,11,"20180525",2018,5,25,10,FALSE,FALSE,FALSE,NA,1,1,4302912,4.302912,TRUE,8.51213136734694
"MLFH121120180606","FH",12,11,"20180606",2018,6,6,3,FALSE,FALSE,FALSE,NA,1,1,5947258,5.947258,TRUE,8.51213136734694
"MLFH121120190412","FH",12,11,"20190412",2019,4,12,6,FALSE,FALSE,FALSE,NA,2,2,7727407,7.727407,TRUE,8.59707388
"MLFH121120190430","FH",12,11,"20190430",2019,4,30,10,FALSE,FALSE,FALSE,NA,2,2,8948980,8.94898,TRUE,8.59707388
"MLFH121120190514","FH",12,11,"20190514",2019,5,14,9,FALSE,FALSE,FALSE,NA,2,2,8785845,8.785845,TRUE,8.59707388
"MLFH121220180427","FH",12,12,"20180427",2018,4,27,24,FALSE,FALSE,FALSE,NA,1,1,10191081,10.191081,TRUE,8.057370765625
"MLFH121220180511","FH",12,12,"20180511",2018,5,11,10,FALSE,FALSE,FALSE,NA,1,1,9071717,9.071717,TRUE,8.057370765625
"MLFH121220180525","FH",12,12,"20180525",2018,5,25,17,FALSE,FALSE,FALSE,NA,1,1,6454025,6.454025,TRUE,8.057370765625
"MLFH121220180606","FH",12,12,"20180606",2018,6,6,13,FALSE,FALSE,FALSE,NA,1,1,5434630,5.43463,TRUE,8.057370765625
"MLFH121220190412","FH",12,12,"20190412",2019,4,12,26,FALSE,FALSE,FALSE,NA,2,2,9619660,9.61966,TRUE,8.85508676119403
"MLFH121220190430","FH",12,12,"20190430",2019,4,30,22,FALSE,FALSE,FALSE,NA,2,2,8607798,8.607798,TRUE,8.85508676119403
"MLFH121220190514","FH",12,12,"20190514",2019,5,14,19,FALSE,FALSE,FALSE,NA,2,2,8095163,8.095163,TRUE,8.85508676119403
"MLFH130120180307","FH",13,1,"20180307",2018,3,7,2,FALSE,FALSE,FALSE,NA,1,1,27115426,27.115426,TRUE,19.99830475
"MLFH130120180321","FH",13,1,"20180321",2018,3,21,6,FALSE,FALSE,FALSE,NA,1,1,17625931,17.625931,TRUE,19.99830475
"MLFH130120181103","FH",13,1,"20181103",2018,11,3,5,FALSE,FALSE,FALSE,NA,2,2,11781185,11.781185,TRUE,16.908450275
"MLFH130120181128","FH",13,1,"20181128",2018,11,28,3,FALSE,FALSE,FALSE,NA,2,2,9244632,9.244632,TRUE,16.908450275
"MLFH130120190107","FH",13,1,"20190107",2019,1,7,6,FALSE,FALSE,FALSE,NA,2,2,2678956,2.678956,TRUE,16.908450275
"MLFH130120190122","FH",13,1,"20190122",2019,1,22,11,FALSE,FALSE,FALSE,NA,2,2,16047447,16.047447,TRUE,16.908450275
"MLFH130120190208","FH",13,1,"20190208",2019,2,8,16,FALSE,FALSE,FALSE,NA,2,2,20617566,20.617566,TRUE,16.908450275
"MLFH130120190222","FH",13,1,"20190222",2019,2,22,15,FALSE,FALSE,FALSE,NA,2,2,23322668,23.322668,TRUE,16.908450275
"MLFH130120190308","FH",13,1,"20190308",2019,3,8,16,FALSE,FALSE,FALSE,NA,2,2,17097293,17.097293,TRUE,16.908450275
"MLFH130120190322","FH",13,1,"20190322",2019,3,22,8,FALSE,FALSE,FALSE,NA,2,2,15020348,15.020348,TRUE,16.908450275
"MLFH130120200205","FH",13,1,"20200205",2020,2,5,4,FALSE,FALSE,FALSE,NA,3,3,8624048,8.624048,TRUE,8.93733194117647
"MLFH130120200221","FH",13,1,"20200221",2020,2,21,5,FALSE,FALSE,FALSE,NA,3,3,10317628,10.317628,TRUE,8.93733194117647
"MLFH130120200312","FH",13,1,"20200312",2020,3,12,4,FALSE,FALSE,FALSE,NA,3,3,11778904,11.778904,TRUE,8.93733194117647
"MLFH130120200326","FH",13,1,"20200326",2020,3,26,1,FALSE,FALSE,FALSE,NA,3,3,8200780,8.20078,TRUE,8.93733194117647
"MLFH130120200409","FH",13,1,"20200409",2020,4,9,3,FALSE,FALSE,FALSE,NA,3,3,3511305,3.511305,TRUE,8.93733194117647
"MLFH130220180307","FH",13,2,"20180307",2018,3,7,3,FALSE,FALSE,FALSE,NA,1,1,8814330,8.81433,TRUE,10.5442582
"MLFH130220180321","FH",13,2,"20180321",2018,3,21,3,FALSE,FALSE,FALSE,NA,1,1,9053980,9.05398,TRUE,10.5442582
"MLFH130220180405","FH",13,2,"20180405",2018,4,5,4,FALSE,FALSE,FALSE,NA,1,1,12959413,12.959413,TRUE,10.5442582
"MLFH130220181103","FH",13,2,"20181103",2018,11,3,3,FALSE,FALSE,FALSE,NA,2,2,3700248,3.700248,TRUE,3.38623039583333
"MLFH130220181128","FH",13,2,"20181128",2018,11,28,3,FALSE,FALSE,FALSE,NA,2,2,21749065,21.749065,TRUE,3.38623039583333
"MLFH130220190107","FH",13,2,"20190107",2019,1,7,8,FALSE,FALSE,FALSE,NA,2,2,4400969,4.400969,TRUE,3.38623039583333
"MLFH130220190122","FH",13,2,"20190122",2019,1,22,9,FALSE,FALSE,FALSE,NA,2,2,2025582,2.025582,TRUE,3.38623039583333
"MLFH130220190208","FH",13,2,"20190208",2019,2,8,11,FALSE,FALSE,FALSE,NA,2,2,1447146,1.447146,TRUE,3.38623039583333
"MLFH130220190222","FH",13,2,"20190222",2019,2,22,14,FALSE,FALSE,FALSE,NA,2,2,1202466,1.202466,TRUE,3.38623039583333
"MLFH130220190308","FH",13,2,"20190308",2019,3,8,13,FALSE,FALSE,FALSE,NA,2,2,181187,0.181187,FALSE,NA
"MLFH130220200205","FH",13,2,"20200205",2020,2,5,7,FALSE,FALSE,FALSE,NA,3,3,10223593,10.223593,TRUE,8.82227950847458
"MLFH130220200221","FH",13,2,"20200221",2020,2,21,13,FALSE,FALSE,FALSE,NA,3,3,10324372,10.324372,TRUE,8.82227950847458
"MLFH130220200312","FH",13,2,"20200312",2020,3,12,13,FALSE,FALSE,FALSE,NA,3,3,9183044,9.183044,TRUE,8.82227950847458
"MLFH130220200326","FH",13,2,"20200326",2020,3,26,20,FALSE,FALSE,FALSE,NA,3,3,8585142,8.585142,TRUE,8.82227950847458
"MLFH130220200409","FH",13,2,"20200409",2020,4,9,6,FALSE,FALSE,FALSE,NA,3,3,3941682,3.941682,TRUE,8.82227950847458
"MLFH130320180307","FH",13,3,"20180307",2018,3,7,2,FALSE,FALSE,FALSE,NA,1,1,7409070,7.40907,TRUE,6.1506645
"MLFH130320180405","FH",13,3,"20180405",2018,4,5,6,FALSE,FALSE,FALSE,NA,1,1,5731196,5.731196,TRUE,6.1506645
"MLFH130320181103","FH",13,3,"20181103",2018,11,3,13,FALSE,FALSE,FALSE,NA,2,2,6441625,6.441625,TRUE,6.34944618181818
"MLFH130320190107","FH",13,3,"20190107",2019,1,7,5,FALSE,FALSE,FALSE,NA,2,2,5430768,5.430768,TRUE,6.34944618181818
"MLFH130320190122","FH",13,3,"20190122",2019,1,22,15,FALSE,FALSE,FALSE,NA,2,2,4975861,4.975861,TRUE,6.34944618181818
"MLFH130320190208","FH",13,3,"20190208",2019,2,8,7,FALSE,FALSE,FALSE,NA,2,2,7339930,7.33993,TRUE,6.34944618181818
"MLFH130320190222","FH",13,3,"20190222",2019,2,22,13,FALSE,FALSE,FALSE,NA,2,2,7461307,7.461307,TRUE,6.34944618181818
"MLFH130320190308","FH",13,3,"20190308",2019,3,8,11,FALSE,FALSE,FALSE,NA,2,2,6366191,6.366191,TRUE,6.34944618181818
"MLFH130320190322","FH",13,3,"20190322",2019,3,22,2,FALSE,FALSE,FALSE,NA,2,2,7562983,7.562983,TRUE,6.34944618181818
"MLFH130320200205","FH",13,3,"20200205",2020,2,5,6,FALSE,FALSE,FALSE,NA,3,3,5877792,5.877792,TRUE,6.95616371428572
"MLFH130320200221","FH",13,3,"20200221",2020,2,21,7,FALSE,FALSE,FALSE,NA,3,3,7827954,7.827954,TRUE,6.95616371428572
"MLFH130320200312","FH",13,3,"20200312",2020,3,12,1,FALSE,FALSE,FALSE,NA,3,3,7323862,7.323862,TRUE,6.95616371428572
"MLFH130420180307","FH",13,4,"20180307",2018,3,7,4,FALSE,FALSE,FALSE,NA,1,1,8182323,8.182323,TRUE,7.8376688
"MLFH130420180321","FH",13,4,"20180321",2018,3,21,1,FALSE,FALSE,FALSE,NA,1,1,6459052,6.459052,TRUE,7.8376688
"MLFH130420181103","FH",13,4,"20181103",2018,11,3,10,FALSE,FALSE,FALSE,NA,2,2,1114264,1.114264,TRUE,6.3193216969697
"MLFH130420190107","FH",13,4,"20190107",2019,1,7,1,FALSE,FALSE,FALSE,NA,2,2,8741789,8.741789,TRUE,6.3193216969697
"MLFH130420190122","FH",13,4,"20190122",2019,1,22,3,FALSE,FALSE,FALSE,NA,2,2,9888169,9.888169,TRUE,6.3193216969697
"MLFH130420190208","FH",13,4,"20190208",2019,2,8,4,FALSE,FALSE,FALSE,NA,2,2,8916656,8.916656,TRUE,6.3193216969697
"MLFH130420190222","FH",13,4,"20190222",2019,2,22,9,FALSE,FALSE,FALSE,NA,2,2,8843760,8.84376,TRUE,6.3193216969697
"MLFH130420190308","FH",13,4,"20190308",2019,3,8,6,FALSE,FALSE,FALSE,NA,2,2,7288036,7.288036,TRUE,6.3193216969697
"MLFH130420190322","FH",13,4,"20190322",2019,3,22,1,FALSE,FALSE,FALSE,NA,2,2,220315,0.220315,FALSE,NA
"MLFH130420200205","FH",13,4,"20200205",2020,2,5,1,FALSE,FALSE,FALSE,NA,3,3,9853018,9.853018,TRUE,8.0368235
"MLFH130420200221","FH",13,4,"20200221",2020,2,21,1,FALSE,FALSE,FALSE,NA,3,3,6220629,6.220629,TRUE,8.0368235
"MLFH130520180307","FH",13,5,"20180307",2018,3,7,2,FALSE,FALSE,FALSE,NA,1,1,7865509,7.865509,TRUE,7.865509
"MLFH130520181103","FH",13,5,"20181103",2018,11,3,4,FALSE,FALSE,FALSE,NA,2,2,5750831,5.750831,TRUE,6.00562417391304
"MLFH130520181128","FH",13,5,"20181128",2018,11,28,1,FALSE,FALSE,FALSE,NA,2,2,4574696,4.574696,TRUE,6.00562417391304
"MLFH130520190107","FH",13,5,"20190107",2019,1,7,3,FALSE,FALSE,FALSE,NA,2,2,7537031,7.537031,TRUE,6.00562417391304
"MLFH130520190122","FH",13,5,"20190122",2019,1,22,3,FALSE,FALSE,FALSE,NA,2,2,7366719,7.366719,TRUE,6.00562417391304
"MLFH130520190208","FH",13,5,"20190208",2019,2,8,3,FALSE,FALSE,FALSE,NA,2,2,4401591,4.401591,TRUE,6.00562417391304
"MLFH130520190222","FH",13,5,"20190222",2019,2,22,2,FALSE,FALSE,FALSE,NA,2,2,5834320,5.83432,TRUE,6.00562417391304
"MLFH130520190308","FH",13,5,"20190308",2019,3,8,3,FALSE,FALSE,FALSE,NA,2,2,7835723,7.835723,TRUE,6.00562417391304
"MLFH130520190322","FH",13,5,"20190322",2019,3,22,4,FALSE,FALSE,FALSE,NA,2,2,4364876,4.364876,TRUE,6.00562417391304
"MLFH130520200205","FH",13,5,"20200205",2020,2,5,1,FALSE,FALSE,FALSE,NA,3,3,5751826,5.751826,TRUE,5.751826
"MLFH130620180307","FH",13,6,"20180307",2018,3,7,6,FALSE,FALSE,FALSE,NA,1,1,10705279,10.705279,TRUE,10.705279
"MLFH130720180307","FH",13,7,"20180307",2018,3,7,2,FALSE,FALSE,FALSE,NA,1,1,8976099,8.976099,TRUE,8.976099
"MLFH130720181103","FH",13,7,"20181103",2018,11,3,1,FALSE,FALSE,FALSE,NA,2,2,7192955,7.192955,TRUE,7.20433815384615
"MLFH130720190122","FH",13,7,"20190122",2019,1,22,1,FALSE,FALSE,FALSE,NA,2,2,13504878,13.504878,TRUE,7.20433815384615
"MLFH130720190208","FH",13,7,"20190208",2019,2,8,2,FALSE,FALSE,FALSE,NA,2,2,8424378,8.424378,TRUE,7.20433815384615
"MLFH130720190222","FH",13,7,"20190222",2019,2,22,6,FALSE,FALSE,FALSE,NA,2,2,7111784,7.111784,TRUE,7.20433815384615
"MLFH130720190309","FH",13,7,"20190309",2019,3,9,2,FALSE,FALSE,FALSE,NA,2,2,4726340,4.72634,TRUE,7.20433815384615
"MLFH130720190322","FH",13,7,"20190322",2019,3,22,1,FALSE,FALSE,FALSE,NA,2,2,3986423,3.986423,TRUE,7.20433815384615
"MLFH130820180405","FH",13,8,"20180405",2018,4,5,2,FALSE,FALSE,FALSE,NA,1,1,9535500,9.5355,TRUE,9.5355
"MLFH130820190208","FH",13,8,"20190208",2019,2,8,1,FALSE,FALSE,FALSE,NA,2,2,5297321,5.297321,TRUE,4.10989533333333
"MLFH130820190222","FH",13,8,"20190222",2019,2,22,1,FALSE,FALSE,FALSE,NA,2,2,2368636,2.368636,TRUE,4.10989533333333
"MLFH130820190309","FH",13,8,"20190309",2019,3,9,1,FALSE,FALSE,FALSE,NA,2,2,4663729,4.663729,TRUE,4.10989533333333
"MLFH130820200205","FH",13,8,"20200205",2020,2,5,1,FALSE,FALSE,FALSE,NA,3,3,2596630,2.59663,TRUE,3.918339
"MLFH130820200221","FH",13,8,"20200221",2020,2,21,1,FALSE,FALSE,FALSE,NA,3,3,2506365,2.506365,TRUE,3.918339
"MLFH130820200312","FH",13,8,"20200312",2020,3,12,2,FALSE,FALSE,FALSE,NA,3,3,6143786,6.143786,TRUE,3.918339
"MLFH130820200326","FH",13,8,"20200326",2020,3,26,3,FALSE,FALSE,FALSE,NA,3,3,3372129,3.372129,TRUE,3.918339
"MLFH130820200409","FH",13,8,"20200409",2020,4,9,1,FALSE,FALSE,FALSE,NA,3,3,3839758,3.839758,TRUE,3.918339
"MLFH130820210312","FH",13,8,"20210312",2021,3,12,1,FALSE,FALSE,FALSE,NA,4,4,1839031,1.839031,FALSE,NA
"MLFH130920180307","FH",13,9,"20180307",2018,3,7,1,FALSE,FALSE,FALSE,NA,1,1,8137410,8.13741,TRUE,8.2199955
"MLFH130920180405","FH",13,9,"20180405",2018,4,5,1,FALSE,FALSE,FALSE,NA,1,1,8302581,8.302581,TRUE,8.2199955
"MLFH130920181103","FH",13,9,"20181103",2018,11,3,12,FALSE,FALSE,FALSE,NA,2,2,7030826,7.030826,TRUE,7.1321360989011
"MLFH130920181128","FH",13,9,"20181128",2018,11,28,7,FALSE,FALSE,FALSE,NA,2,2,5415209,5.415209,TRUE,7.1321360989011
"MLFH130920190107","FH",13,9,"20190107",2019,1,7,13,FALSE,FALSE,FALSE,NA,2,2,7577787,7.577787,TRUE,7.1321360989011
"MLFH130920190122","FH",13,9,"20190122",2019,1,22,11,FALSE,FALSE,FALSE,NA,2,2,8252133,8.252133,TRUE,7.1321360989011
"MLFH130920190208","FH",13,9,"20190208",2019,2,8,9,FALSE,FALSE,FALSE,NA,2,2,6434959,6.434959,TRUE,7.1321360989011
"MLFH130920190222","FH",13,9,"20190222",2019,2,22,15,FALSE,FALSE,FALSE,NA,2,2,7680779,7.680779,TRUE,7.1321360989011
"MLFH130920190308","FH",13,9,"20190308",2019,3,8,19,FALSE,FALSE,FALSE,NA,2,2,6661935,6.661935,TRUE,7.1321360989011
"MLFH130920190322","FH",13,9,"20190322",2019,3,22,5,FALSE,FALSE,FALSE,NA,2,2,7552047,7.552047,TRUE,7.1321360989011
"MLFH130920200205","FH",13,9,"20200205",2020,2,5,3,FALSE,FALSE,FALSE,NA,3,3,5646510,5.64651,TRUE,5.64651
"MLFH131020180307","FH",13,10,"20180307",2018,3,7,1,FALSE,FALSE,FALSE,NA,1,1,5842962,5.842962,TRUE,6.686364
"MLFH131020180405","FH",13,10,"20180405",2018,4,5,2,FALSE,FALSE,FALSE,NA,1,1,7108065,7.108065,TRUE,6.686364
"MLFH131020181103","FH",13,10,"20181103",2018,11,3,9,FALSE,FALSE,FALSE,NA,2,2,6733887,6.733887,TRUE,7.52763353333333
"MLFH131020181128","FH",13,10,"20181128",2018,11,28,3,FALSE,FALSE,FALSE,NA,2,2,6132012,6.132012,TRUE,7.52763353333333
"MLFH131020190107","FH",13,10,"20190107",2019,1,7,4,FALSE,FALSE,FALSE,NA,2,2,10147092,10.147092,TRUE,7.52763353333333
"MLFH131020190122","FH",13,10,"20190122",2019,1,22,6,FALSE,FALSE,FALSE,NA,2,2,7728922,7.728922,TRUE,7.52763353333333
"MLFH131020190208","FH",13,10,"20190208",2019,2,8,4,FALSE,FALSE,FALSE,NA,2,2,6805578,6.805578,TRUE,7.52763353333333
"MLFH131020190222","FH",13,10,"20190222",2019,2,22,8,FALSE,FALSE,FALSE,NA,2,2,6701367,6.701367,TRUE,7.52763353333333
"MLFH131020190308","FH",13,10,"20190308",2019,3,8,9,FALSE,FALSE,FALSE,NA,2,2,8641240,8.64124,TRUE,7.52763353333333
"MLFH131020190322","FH",13,10,"20190322",2019,3,22,2,FALSE,FALSE,FALSE,NA,2,2,7088091,7.088091,TRUE,7.52763353333333
"MLFH131020200205","FH",13,10,"20200205",2020,2,5,3,FALSE,FALSE,FALSE,NA,3,3,1180024,1.180024,TRUE,1.14780625
"MLFH131020200221","FH",13,10,"20200221",2020,2,21,1,FALSE,FALSE,FALSE,NA,3,3,1051153,1.051153,TRUE,1.14780625
"MLFH131120180405","FH",13,11,"20180405",2018,4,5,1,FALSE,FALSE,FALSE,NA,1,1,7010092,7.010092,TRUE,7.010092
"MLFH131120181103","FH",13,11,"20181103",2018,11,3,1,FALSE,FALSE,FALSE,NA,2,2,4766629,4.766629,TRUE,6.39717
"MLFH131120181128","FH",13,11,"20181128",2018,11,28,1,FALSE,FALSE,FALSE,NA,2,2,5481397,5.481397,TRUE,6.39717
"MLFH131120190107","FH",13,11,"20190107",2019,1,7,1,FALSE,FALSE,FALSE,NA,2,2,7605986,7.605986,TRUE,6.39717
"MLFH131120190122","FH",13,11,"20190122",2019,1,22,1,FALSE,FALSE,FALSE,NA,2,2,8073281,8.073281,TRUE,6.39717
"MLFH131120190208","FH",13,11,"20190208",2019,2,8,1,FALSE,FALSE,FALSE,NA,2,2,6058557,6.058557,TRUE,6.39717
"MLFH131120200205","FH",13,11,"20200205",2020,2,5,10,FALSE,FALSE,FALSE,NA,3,3,3322961,3.322961,TRUE,3.38403388888889
"MLFH131120200221","FH",13,11,"20200221",2020,2,21,8,FALSE,FALSE,FALSE,NA,3,3,3460375,3.460375,TRUE,3.38403388888889
"MLFH131220180321","FH",13,12,"20180321",2018,3,21,2,FALSE,FALSE,FALSE,NA,1,1,5235449,5.235449,TRUE,5.235449
"MLFH131220181103","FH",13,12,"20181103",2018,11,3,5,FALSE,FALSE,FALSE,NA,2,2,9611232,9.611232,TRUE,8.13059471428571
"MLFH131220181128","FH",13,12,"20181128",2018,11,28,2,FALSE,FALSE,FALSE,NA,2,2,6382448,6.382448,TRUE,8.13059471428571
"MLFH131220190122","FH",13,12,"20190122",2019,1,22,5,FALSE,FALSE,FALSE,NA,2,2,8070127,8.070127,TRUE,8.13059471428571
"MLFH131220190208","FH",13,12,"20190208",2019,2,8,1,FALSE,FALSE,FALSE,NA,2,2,7229424,7.229424,TRUE,8.13059471428571
"MLFH131220190222","FH",13,12,"20190222",2019,2,22,1,FALSE,FALSE,FALSE,NA,2,2,5427211,5.427211,TRUE,8.13059471428571
"MLFH131220200205","FH",13,12,"20200205",2020,2,5,2,FALSE,FALSE,FALSE,NA,3,3,2053799,2.053799,TRUE,4.65205175
"MLFH131220200221","FH",13,12,"20200221",2020,2,21,5,FALSE,FALSE,FALSE,NA,3,3,3786294,3.786294,TRUE,4.65205175
"MLFH131220200312","FH",13,12,"20200312",2020,3,12,2,FALSE,FALSE,FALSE,NA,3,3,4718719,4.718719,TRUE,4.65205175
"MLFH131220200326","FH",13,12,"20200326",2020,3,26,3,FALSE,FALSE,FALSE,NA,3,3,7782705,7.782705,TRUE,4.65205175
"MLFH230120180522","FH",23,1,"20180522",2018,5,22,7,FALSE,FALSE,FALSE,NA,1,1,13405913,13.405913,TRUE,10.07387413125
"MLFH230120180531","FH",23,1,"20180531",2018,5,31,71,FALSE,FALSE,FALSE,NA,1,1,9561576,9.561576,TRUE,10.07387413125
"MLFH230120180609","FH",23,1,"20180609",2018,6,9,82,FALSE,FALSE,FALSE,NA,1,1,10233007,10.233007,TRUE,10.07387413125
"MLFH230220180522","FH",23,2,"20180522",2018,5,22,100,FALSE,FALSE,FALSE,NA,1,1,11815308,11.815308,TRUE,13.146999
"MLFH230220180531","FH",23,2,"20180531",2018,5,31,100,FALSE,FALSE,FALSE,NA,1,1,15009888,15.009888,TRUE,13.146999
"MLFH230220180609","FH",23,2,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,12615801,12.615801,TRUE,13.146999
"MLFH230320180522","FH",23,3,"20180522",2018,5,22,35,FALSE,FALSE,FALSE,NA,1,1,5976269,5.976269,TRUE,5.09029055980861
"MLFH230320180531","FH",23,3,"20180531",2018,5,31,74,FALSE,FALSE,FALSE,NA,1,1,4364888,4.364888,TRUE,5.09029055980861
"MLFH230320180609","FH",23,3,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,5316996,5.316996,TRUE,5.09029055980861
"MLFH230420180522","FH",23,4,"20180522",2018,5,22,61,FALSE,FALSE,FALSE,NA,1,1,7705313,7.705313,TRUE,5.876152552
"MLFH230420180531","FH",23,4,"20180531",2018,5,31,60,FALSE,FALSE,FALSE,NA,1,1,4092587,4.092587,TRUE,5.876152552
"MLFH230420180609","FH",23,4,"20180609",2018,6,9,4,FALSE,FALSE,FALSE,NA,1,1,4734939,4.734939,TRUE,5.876152552
"MLFH230520180522","FH",23,5,"20180522",2018,5,22,35,FALSE,FALSE,FALSE,NA,1,1,9227737,9.227737,TRUE,4.69889963309352
"MLFH230520180531","FH",23,5,"20180531",2018,5,31,54,FALSE,FALSE,FALSE,NA,1,1,4741976,4.741976,TRUE,4.69889963309352
"MLFH230520180609A","FH",23,5,"20180609",2018,6,9,50,TRUE,FALSE,FALSE,"MLFH230520180609",1,1,1482191,1.482191,TRUE,4.69889963309352
"MLFH230520180609B","FH",23,5,"20180609",2018,6,9,44,TRUE,FALSE,FALSE,"MLFH230520180609",1,1,3276088,3.276088,FALSE,NA
"MLFH230620180522","FH",23,6,"20180522",2018,5,22,49,FALSE,FALSE,FALSE,NA,1,1,5033620,5.03362,TRUE,4.13814745116279
"MLFH230620180531","FH",23,6,"20180531",2018,5,31,66,FALSE,FALSE,FALSE,NA,1,1,4463967,4.463967,TRUE,4.13814745116279
"MLFH230620180609","FH",23,6,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,3484325,3.484325,TRUE,4.13814745116279
"MLFH230720180522","FH",23,7,"20180522",2018,5,22,22,FALSE,FALSE,FALSE,NA,1,1,4514222,4.514222,TRUE,2.44107958333333
"MLFH230720180531","FH",23,7,"20180531",2018,5,31,94,FALSE,FALSE,FALSE,NA,1,1,2332399,2.332399,TRUE,2.44107958333333
"MLFH230720180609","FH",23,7,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,2087148,2.087148,TRUE,2.44107958333333
"MLFH230820180522","FH",23,8,"20180522",2018,5,22,39,FALSE,FALSE,FALSE,NA,1,1,4335692,4.335692,TRUE,3.75158739748954
"MLFH230820180531","FH",23,8,"20180531",2018,5,31,100,FALSE,FALSE,FALSE,NA,1,1,5311855,5.311855,TRUE,3.75158739748954
"MLFH230820180609","FH",23,8,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,1963519,1.963519,TRUE,3.75158739748954
"MLFH230920180522","FH",23,9,"20180522",2018,5,22,53,FALSE,FALSE,FALSE,NA,1,1,6121772,6.121772,TRUE,4.48327690232558
"MLFH230920180531","FH",23,9,"20180531",2018,5,31,62,FALSE,FALSE,FALSE,NA,1,1,3892589,3.892589,TRUE,4.48327690232558
"MLFH230920180609","FH",23,9,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,3981101,3.981101,TRUE,4.48327690232558
"MLFH231020180522","FH",23,10,"20180522",2018,5,22,81,FALSE,FALSE,FALSE,NA,1,1,5711636,5.711636,TRUE,4.44178032926829
"MLFH231020180531","FH",23,10,"20180531",2018,5,31,65,FALSE,FALSE,FALSE,NA,1,1,3841673,3.841673,TRUE,4.44178032926829
"MLFH231020180609","FH",23,10,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,3803267,3.803267,TRUE,4.44178032926829
"MLFH231120180522","FH",23,11,"20180522",2018,5,22,83,FALSE,FALSE,FALSE,NA,1,1,4553975,4.553975,TRUE,3.91369916091954
"MLFH231120180531","FH",23,11,"20180531",2018,5,31,78,FALSE,FALSE,FALSE,NA,1,1,3534502,3.534502,TRUE,3.91369916091954
"MLFH231120180609","FH",23,11,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,3678044,3.678044,TRUE,3.91369916091954
"MLFH231220180522","FH",23,12,"20180522",2018,5,22,27,FALSE,FALSE,FALSE,NA,1,1,5748395,5.748395,TRUE,3.74221570484582
"MLFH231220180531","FH",23,12,"20180531",2018,5,31,100,FALSE,FALSE,FALSE,NA,1,1,4361861,4.361861,TRUE,3.74221570484582
"MLFH231220180609","FH",23,12,"20180609",2018,6,9,100,FALSE,FALSE,FALSE,NA,1,1,2580902,2.580902,TRUE,3.74221570484582
"MLFH240120180521","FH",24,1,"20180521",2018,5,21,2,FALSE,FALSE,FALSE,NA,1,1,13755179,13.755179,TRUE,14.5142489
"MLFH240120180617","FH",24,1,"20180617",2018,6,17,10,FALSE,FALSE,FALSE,NA,1,1,11703434,11.703434,TRUE,14.5142489
"MLFH240120180729","FH",24,1,"20180729",2018,7,29,8,FALSE,FALSE,FALSE,NA,1,1,18217535,18.217535,TRUE,14.5142489
