SITE PLOT DATE RECORD_ID DIAGONAL_PLANT_NUMBER OFF.DIAGONAL_PLANT_NUMBER TOTAL_PLANT_NUMBER..OPTIONAL. MEAN_FRUITS_PER_PLANT..OPTIONAL. SD_FRUITS_PER_PLANT..OPTIONAL. COMMENTS COMMENTS2 D
27 2 20190427 27-2-20190427 NA NA 5 NA NA  NA 2019-04-27
27 3 20190427 27-3-20190427 NA NA 1 NA NA  NA 2019-04-27
27 4 20190427 27-4-20190427 NA NA 8 NA NA  NA 2019-04-27
27 5 20190427 27-5-20190427 NA NA 6 NA NA  NA 2019-04-27
27 6 20190427 27-6-20190427 NA NA 15 NA NA  NA 2019-04-27
27 7 20190427 27-7-20190427 NA NA 8 NA NA  NA 2019-04-27
27 8 20190427 27-8-20190427 NA NA 0 NA NA  NA 2019-04-27
27 9 20190427 27-9-20190427 NA NA 9 NA NA  NA 2019-04-27
27 10 20190427 27-10-20190427 NA NA 4 NA NA  NA 2019-04-27
27 11 20190427 27-11-20190427 NA NA 9 NA NA  NA 2019-04-27
27 12 20190427 27-12-20190427 NA NA 6 NA NA  NA 2019-04-27
33 3 20190418 33_3_20190418 0 0 2 NA NA  NA 2019-04-18
33 4 20190418 33_4_20190418 1 0 2 NA NA  NA 2019-04-18
33 5 20190418 33_5_20190418 0 0 1 NA NA  NA 2019-04-18
33 6 20190418 33_6_20190418 1 1 NA NA NA  NA 2019-04-18
33 9 20190418 33_9_20190418 2 2 NA NA NA  NA 2019-04-18
33 10 20190418 33_10_20190418 0 1 NA NA NA  NA 2019-04-18
33 11 20190418 33_11_20190418 1 0 NA NA NA  NA 2019-04-18
33 12 20190418 33_12_20190418 1 0 NA NA NA  NA 2019-04-18
42 1 20190430 42-1-20190430 0 0 NA NA NA  NA 2019-04-30
42 2 20190430 42-2-20190430 0 2 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 3 20190430 42-3-20190430 6 18 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 4 20190430 42-4-20190430 1 1 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 5 20190430 42-5-20190430 1 2 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 6 20190430 42-6-20190430 3 3 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 7 20190430 42-7-20190430 0 4 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 8 20190430 42-8-20190430 2 7 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 9 20190430 42-9-20190430 4 8 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 10 20190430 42-10-20190430 0 0 NA NA NA  NA 2019-04-30
42 11 20190430 42-11-20190430 1 5 NA NA NA small plants at the end of april still not flowering - probably due to draught (almost no rain in april) NA 2019-04-30
42 12 20190430 42-12-20190430 0 0 NA NA NA  NA 2019-04-30
55 1 20190506 55-01-20190506 NA NA 3 NA NA  NA 2019-05-06
55 2 20190506 55-02-20190506 NA NA 12 NA NA  NA 2019-05-06
55 3 20190506 55-03-20190506 NA NA 4 NA NA  NA 2019-05-06
55 4 20190506 55-04-20190506 NA NA 6 NA NA  NA 2019-05-06
55 5 20190506 55-05-20190506 NA NA 27 NA NA  NA 2019-05-06
55 6 20190506 55-06-20190506 NA NA 17 NA NA  NA 2019-05-06
55 7 20190506 55-07-20190506 NA NA 0 NA NA  NA 2019-05-06
55 8 20190506 55-08-20190506 NA NA 32 NA NA  NA 2019-05-06
55 9 20190506 55-09-20190506 NA NA 0 NA NA  NA 2019-05-06
55 10 20190506 55-10-20190506 NA NA 1 NA NA  NA 2019-05-06
55 11 20190506 55-11-20190506 NA NA 0 NA NA  NA 2019-05-06
55 12 20190506 55-12-20190506 NA NA 11 NA NA  NA 2019-05-06
28 1 20190425 28-1-20190425 3 3 NA NA NA since late in the season; counted recently dead rosettes; most plants really small in all plots NA 2019-04-25
28 2 20190425 28-2-20190425 8 7 NA NA NA  NA 2019-04-25
