ecotype,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
680,11.7017720470833,16.3233315725,41.4546399314939,840.370767457767,29.011555,-10.364813,39.376368,18.6479350666667,21.9570901666667,21.9570901666667,1.55123516666667,1149.331689,121.27867,72.0584,14.3571342001325,309.760725,258.51399,258.51399,288.35453
681,11.7017720470833,16.3233315725,41.4546399314939,840.370767457767,29.011555,-10.364813,39.376368,18.6479350666667,21.9570901666667,21.9570901666667,1.55123516666667,1149.331685,121.27867,72.0584,14.3571341575441,309.760725,258.51399,258.51399,288.35453
685,12.0107361375,17.984285475,42.9803751720433,858.730638702311,30.515972,-11.3270445,41.8430165,18.813039,19.9718486166667,22.5216571666667,1.59909068333333,1107.876564,117.42727,70.461105,13.5142740034517,301.082805,262.0189,262.403195,264.449225
687,12.0107361375,17.984285475,42.9803751720433,858.730638702311,30.515972,-11.3270445,41.8430165,18.813039,19.9718486166667,22.5216571666667,1.59909068333333,1107.876564,117.42727,70.461105,13.5142740034517,301.082805,262.0189,262.403195,264.449225
728,11.9552021004167,17.7854896325,42.7325915434373,859.570276751844,30.381084,-11.239349,41.620433,18.79686905,22.463409,22.463409,1.55543416666667,1122.15671,118.50159,71.5184,13.6503505312805,303.9257,261.941795,261.941795,268.78806
742,11.9552021004167,17.7854896325,42.7325915434373,859.570276751844,30.381084,-11.239349,41.620433,18.79686905,22.463409,22.463409,1.55543416666667,1122.1567,118.50159,71.5184,13.6503505356717,303.9257,261.941795,261.941795,268.78806
763,-3.37870481958333,22.2482875225,46.6742949645993,1008.69851881962,19.30782,-28.35929,47.66711,6.45145883833333,-16.3233942,8.52669508833333,-16.3233942,772.159736,114.6767,26.638638,44.6741018392766,303.959205,90.944051,303.59274,90.944051
765,-2.00100428333333,20.3828273166667,47.674618374502,894.421031639307,19.4221,-23.331944,42.754044,8.72101445,-13.5122763666667,8.72101445,-13.5122763666667,954.010215,125.12048,42.382244,33.8156256026848,335.844416,138.031524,335.844416,138.031524
766,0.6992206675,23.3784060683333,50.3903580600462,933.88040351335,22.855719,-23.538883,46.394602,11.6552472666667,-11.5169883633333,11.6552472666667,-11.5169883633333,1509.745881,291.45444,33.1722,66.8978230102014,710.07851,114.665546,710.07851,114.665546
768,1.97681892529167,21.56087201225,49.6044276194611,848.202893278817,22.742926,-20.722694,43.46562,12.0557756383333,-9.13299880383333,12.0557756383333,-9.13299880383333,1259.693453,212.04802,26.334997,63.8805310468101,576.92935,88.76691,576.92935,88.76691
772,-11.2849488541667,23.848006625,45.07918205843,1117.09158990433,16.195807,-36.706676,52.902483,-18.0712117,3.39349066666667,3.39349066666667,-23.7211345,435.095072,70.597176,17.188465,42.8917215659693,179.223308,64.537953,64.537953,123.297283
801,13.4537402583333,25.97661765,52.4812873182356,823.006689474019,34.02989,-15.467024,49.496914,17.5865983333333,19.0346211333333,23.6930926666667,3.11162283333333,1247.529611,141.36201,79.78522,19.1244704117289,396.57129,248.77672,317.071085,287.71774
853,11.0564106583333,21.3205001833333,46.0057743732385,930.670463037726,31.19212,-15.150976,46.343096,15.1712829833333,-0.731643333333333,22.1823586666667,-0.731643333333333,992.961943,121.08606,54.82907,21.8201426836435,310.790015,191.874166,287.080466,191.874166
854,11.0564106583333,21.3205001833333,46.0057743732385,930.670463037726,31.19212,-15.150976,46.343096,15.1712829833333,-0.731643333333333,22.1823586666667,-0.731643333333333,992.961953,121.08606,54.82908,21.8201408081034,310.790015,191.874176,287.080466,191.874176
867,10.9720029641667,24.755916905,49.9139908341508,929.971579666806,32.84954,-16.74761,49.59715,19.8317279166667,-0.994058833333333,22.0059304166667,-0.994058833333333,995.257529,123.88942,54.251,24.1646005243748,321.98531,186.507395,299.400074,186.507395
868,10.9720029641667,24.755916905,49.9139908341508,929.971579666806,32.84954,-16.74761,49.59715,19.8317279166667,-0.994058833333333,22.0059304166667,-0.994058833333333,995.25754,123.88942,54.251,24.164600056171,321.98531,186.5074,299.400074,186.5074
870,10.9720029641667,24.755916905,49.9139908341508,929.971579666806,32.84954,-16.74761,49.59715,19.8317279166667,-0.994058833333333,22.0059304166667,-0.994058833333333,995.257545,123.88943,54.251,24.1646026692735,321.98532,186.507395,299.400074,186.507395
915,11.1639476708333,25.1635841583333,50.6641263011529,909.684527280235,33.73575,-15.931709,49.667459,10.4537820166667,19.98329105,22.23195225,-0.173845833333334,1089.405809,108.26302,70.31173,13.7044273371618,296.5735,244.99772,252.18741,263.048704
932,11.0651157516667,24.42273533,49.7631783128565,923.51190306841,33.052376,-16.025549,49.077925,10.1787172166667,22.22934,22.22934,-0.5286185,1074.97719,108.19633,64.65012,14.3156454125907,293.57716,232.09898,232.09898,268.75219
991,8.19436442208333,11.1582113058333,36.8712044810365,656.779782005964,22.651007,-7.611664,30.262671,9.79940798833333,6.36750706666667,16.2750915,0.335451133333333,678.78294,72.02614,40.8233,16.5904042140996,205.58358,134.110981,174.516451,164.571928
992,8.19436442208333,11.1582113058333,36.8712044810365,656.779782005964,22.651007,-7.611664,30.262671,9.79940798833333,6.36750706666667,16.2750915,0.335451133333333,678.782946,72.026146,40.8233,16.5904056039642,205.583586,134.110981,174.516451,164.571928
997,8.19436442208333,11.1582113058333,36.8712044810365,656.779782005964,22.651007,-7.611664,30.262671,9.79940798833333,6.36750706666667,16.2750915,0.335451133333333,678.782946,72.026146,40.8233,16.5904056039642,205.583586,134.110981,174.516451,164.571928
1002,8.18750823083333,11.221651205,36.9753293376199,657.605304368265,22.684088,-7.664935,30.349023,9.78286352833333,6.37645062833333,16.2795186666667,0.3112001,678.314485,71.87772,40.80785,16.5156454497486,205.0911,134.173916,174.727263,164.322206
1006,8.18750823083333,11.221651205,36.9753293376199,657.605304368265,22.684088,-7.664935,30.349023,9.78286352833333,6.37645062833333,16.2795186666667,0.3112001,678.314481,71.87772,40.80785,16.5156458248854,205.0911,134.173916,174.727263,164.322202
1061,7.52829496666667,14.1423118666667,40.7193860620191,688.966541033112,23.581549,-11.149603,34.731152,8.77206436666667,2.72316678333333,15.9961366166667,-1.07551886666667,732.331505,73.34898,43.220287,14.8812091772612,206.629517,148.761841,201.959625,170.198206
1062,7.52829496666667,14.1423118666667,40.7193860620191,688.966541033112,23.581549,-11.149603,34.731152,8.77206436666667,2.72316678333333,15.9961366166667,-1.07551886666667,732.331518,73.34898,43.220287,14.881209217765,206.629521,148.761845,201.95963,170.198206
1063,7.52829496666667,14.1423118666667,40.7193860620191,688.966541033112,23.581549,-11.149603,34.731152,8.77206436666667,2.72316678333333,15.9961366166667,-1.07551886666667,732.331505,73.34898,43.220287,14.8812091772612,206.629517,148.761841,201.959625,170.198206
1066,7.52829496666667,14.1423118666667,40.7193860620191,688.966541033112,23.581549,-11.149603,34.731152,8.77206436666667,2.72316678333333,15.9961366166667,-1.07551886666667,732.33151,73.34898,43.220287,14.8812095348898,206.629517,148.761841,201.95963,170.198206
1070,7.52829496666667,14.1423118666667,40.7193860620191,688.966541033112,23.581549,-11.149603,34.731152,8.77206436666667,2.72316678333333,15.9961366166667,-1.07551886666667,732.331519,73.34898,43.220287,14.8812095022558,206.629517,148.761845,201.959635,170.198206
1158,7.603780225,12.60399995,38.5884511966002,706.240631064983,23.421955,-9.240667,32.662622,9.00126356666667,2.19000041666667,16.4123923333333,-0.827276366666667,661.950762,78.632034,32.995445,23.4766209100085,200.440273,119.291069,186.926975,145.781693
1166,7.603780225,12.60399995,38.5884511966002,706.240631064983,23.421955,-9.240667,32.662622,9.00126356666667,2.19000041666667,16.4123923333333,-0.827276366666667,661.950758,78.632034,32.995445,23.476621688318,200.440273,119.291065,186.926975,145.781693
1254,5.6975407375,21.5812328916667,48.032630613953,864.398537539735,27.3992,-17.531158,44.930358,16.3588765,-3.19057183333333,16.3588765,-5.42118455,621.703629,83.81587,34.211327,26.7716375700879,208.53716,110.218639,208.53716,126.237652
1257,5.6975407375,21.5812328916667,48.032630613953,864.398537539735,27.3992,-17.531158,44.930358,16.3588765,-3.19057183333333,16.3588765,-5.42118455,621.703629,83.81587,34.211327,26.7716375700879,208.53716,110.218639,208.53716,126.237652
1313,5.40918794166667,22.7284747666667,48.7548462988098,880.202430852203,27.843048,-18.77483,46.617878,16.2169048833333,-3.51617075,16.2169048833333,-5.95569501666667,634.203199,85.46065,34.385612,27.9098910729853,215.825,110.194232,215.825,126.526634
1317,5.40918794166667,22.7284747666667,48.7548462988098,880.202430852203,27.843048,-18.77483,46.617878,16.2169048833333,-3.51617075,16.2169048833333,-5.95569501666667,634.203209,85.46065,34.385612,27.9098901797066,215.825007,110.194235,215.825007,126.526637
1552,3.6579513625,17.7853586083333,42.5044584768333,870.047502854986,22.880426,-18.963087,41.843513,14.7490213333333,2.02384381666667,14.7490213333333,-6.53407116666667,720.896184,83.661606,37.907154,24.6482640748484,225.093866,131.589391,225.093866,154.380354
1612,10.8716284125,20.8155765083333,45.8848553009049,925.564813654557,31.180645,-14.184163,45.364808,14.6174906,0.284790666666667,21.9752538333333,-0.678148666666667,1021.255022,119.905785,57.669594,19.6992656983732,311.090485,204.128934,287.3963,205.529398
1622,10.8716284125,20.8155765083333,45.8848553009049,925.564813654557,31.180645,-14.184163,45.364808,14.6174906,0.284790666666667,21.9752538333333,-0.678148666666667,1021.255032,119.905785,57.669594,19.6992681595619,311.090485,204.128924,287.39632,205.529388
1651,8.6260135875,19.863691575,44.7809652309993,949.271277045598,28.518438,-15.839006,44.357444,17.052289,-2.83241008333333,19.8634543333333,-2.86563791666667,995.802351,123.272705,50.583694,25.6320806848861,302.22456,178.879234,295.501475,186.712204
1652,8.6260135875,19.863691575,44.7809652309993,949.271277045598,28.518438,-15.839006,44.357444,17.052289,-2.83241008333333,19.8634543333333,-2.86563791666667,995.802345,123.272705,50.583694,25.6320810123238,302.22456,178.879228,295.501475,186.712209
1676,10.8268496083333,20.4057531166667,45.2629579132283,927.043892947442,30.96668,-14.115997,45.082677,14.483767,0.206297833333333,21.9608743333333,-0.691268833333334,1028.664699,121.126465,58.141796,19.6330203695581,313.639731,206.050412,288.13444,207.393078
1684,10.8268496083333,20.4057531166667,45.2629579132283,927.043892947442,30.96668,-14.115997,45.082677,14.483767,0.206297833333333,21.9608743333333,-0.691268833333334,1028.664709,121.126465,58.141796,19.6330208241905,313.639741,206.050412,288.13445,207.393078
1739,9.74603878333333,26.8671551,50.958644795791,952.01593268967,32.509773,-20.213676,52.723449,15.0440530333333,-2.66744216666667,20.981712,-2.66744216666667,986.052982,118.50795,54.84791,25.4724258618625,323.738166,187.32107,308.00463,187.32107
1741,9.74603878333333,26.8671551,50.958644795791,952.01593268967,32.509773,-20.213676,52.723449,15.0440530333333,-2.66744216666667,20.981712,-2.66744216666667,986.052972,118.50795,54.84791,25.4724267444927,323.738166,187.32107,308.00463,187.32107
1756,10.63321345,20.5836341,46.0628500091393,923.744537030181,30.507502,-14.178474,44.685976,21.6902241666667,-0.108668166666666,21.6902241666667,-0.962664166666667,1000.701715,113.87423,54.52125,21.037998619632,299.43693,192.483556,299.43693,196.61388
1757,10.63321345,20.5836341,46.0628500091393,923.744537030181,30.507502,-14.178474,44.685976,21.6902241666667,-0.108668166666666,21.6902241666667,-0.962664166666667,1000.701711,113.87422,54.52125,21.0379966070008,299.43692,192.483556,299.43692,196.61388
1793,10.90209815,20.1165195333333,44.7115410681398,929.514131118712,30.728033,-14.26375,44.991783,14.6026511,0.221575666666667,22.06555775,-0.679915333333333,1015.226567,120.56278,57.00111,20.0401320934728,311.08966,202.477161,285.715416,202.590646
1797,10.90209815,20.1165195333333,44.7115410681398,929.514131118712,30.728033,-14.26375,44.991783,14.6026511,0.221575666666667,22.06555775,-0.679915333333333,1015.226557,120.56277,57.00111,20.0401300623674,311.08965,202.477161,285.715416,202.590646
1819,11.0490036125,21.2518144416667,45.933542544017,930.548984612947,31.162067,-15.104372,46.266439,15.1422712333333,-0.728638666666667,22.176219,-0.728638666666667,993.92549,121.03776,54.92788,21.720681224046,310.7443,192.37904,286.95827,192.37904
1820,11.0490036125,21.2518144416667,45.933542544017,930.548984612947,31.162067,-15.104372,46.266439,15.1422712333333,-0.728638666666667,22.176219,-0.728638666666667,993.92549,121.03776,54.92788,21.720681224046,310.7443,192.37904,286.95827,192.37904
1829,10.8658031708333,20.8722709916667,46.4213541498703,922.58460562914,31.144293,-13.818357,44.96265,14.6620625166667,0.277765833333333,21.9167581666667,-0.6853935,1000.960314,112.81236,56.398018,19.2129246473759,297.645186,199.203768,284.27636,203.073898
1834,10.8658031708333,20.8722709916667,46.4213541498703,922.58460562914,31.144293,-13.818357,44.96265,14.6620625166667,0.277765833333333,21.9167581666667,-0.6853935,1000.960324,112.81236,56.398018,19.2129243580786,297.645186,199.203768,284.27636,203.073898
1835,10.8658031708333,20.8722709916667,46.4213541498703,922.58460562914,31.144293,-13.818357,44.96265,14.6620625166667,0.277765833333333,21.9167581666667,-0.6853935,1000.960324,112.81236,56.398018,19.2129243580786,297.645186,199.203768,284.27636,203.073898
1851,8.47001134166667,25.0041589833333,50.2585391503638,972.193067385273,30.846613,-18.904453,49.751066,17.7841205833333,-3.11360083333333,19.85206495,-3.90785766666667,979.296714,126.056335,48.82392,28.4150804798558,313.98387,173.896529,305.696735,173.985656
1852,8.47001134166667,25.0041589833333,50.2585391503638,972.193067385273,30.846613,-18.904453,49.751066,17.7841205833333,-3.11360083333333,19.85206495,-3.90785766666667,979.296703,126.056335,48.82392,28.4150816574853,313.98387,173.896522,305.696735,173.985656
1853,8.47001134166667,25.0041589833333,50.2585391503638,972.193067385273,30.846613,-18.904453,49.751066,17.7841205833333,-3.11360083333333,19.85206495,-3.90785766666667,979.296714,126.056335,48.82392,28.4150804798558,313.98387,173.896529,305.696735,173.985656
1872,8.47001134166667,25.0041589833333,50.2585391503638,972.193067385273,30.846613,-18.904453,49.751066,17.7841205833333,-3.11360083333333,19.85206495,-3.90785766666667,979.29671,126.056335,48.82392,28.4150807771048,313.98387,173.896529,305.696735,173.985656
1890,8.54117008083333,25.720162505,51.0480047580727,975.374439873996,31.516607,-18.867659,50.384266,18.0069071833333,-3.91591716666667,19.9667134166667,-3.91591716666667,979.11917,126.86234,48.36935,29.6548582264602,321.962265,170.26559,313.093211,170.26559
1925,8.52656254166667,25.7394079166667,51.0388770456406,975.97267689253,31.511724,-18.91926,50.430984,17.9979104,-3.94078166666667,19.9558652666667,-3.94078166666667,978.489462,126.615845,48.401417,29.5426884034482,321.472509,170.319355,312.596514,170.319355
1942,8.52656254166667,25.7394079166667,51.0388770456406,975.97267689253,31.511724,-18.91926,50.430984,17.9979104,-3.94078166666667,19.9558652666667,-3.94078166666667,978.489452,126.615845,48.401417,29.5426886926048,321.472509,170.319355,312.596514,170.319355
1943,8.52656254166667,25.7394079166667,51.0388770456406,975.97267689253,31.511724,-18.91926,50.430984,17.9979104,-3.94078166666667,19.9558652666667,-3.94078166666667,978.489456,126.615845,48.401417,29.5426882362745,321.472509,170.319359,312.596514,170.319359
1954,8.53923276875,25.7600356291667,51.0961388573076,976.041967604594,31.541998,-18.87284,50.414838,18.01507365,-3.932429,19.9682232166667,-3.932429,977.658661,126.68683,48.37858,29.576650937033,321.68979,170.029404,312.37237,170.029404
2016,8.51419667083333,25.769413575,51.0503063484293,976.700669803111,31.516804,-18.961666,50.47847,17.99329245,-3.96682325,19.94789825,-3.96682325,977.478324,126.36006,48.42988,29.4268836935289,320.99125,170.278152,311.951365,170.278152
2017,8.51419667083333,25.769413575,51.0503063484293,976.700669803111,31.516804,-18.961666,50.47847,17.99329245,-3.96682325,19.94789825,-3.96682325,977.478328,126.36006,48.42988,29.4268833856446,320.99125,170.278152,311.951365,170.278152
