id latitude longitude country name CS dataset
1966 43.5187 -86.1739 USA MNF-Jac-31 NA RegMap
1967 43.5187 -86.1739 USA MNF-Jac-32 NA RegMap
1968 43.5187 -86.1739 USA MNF-Jac-34 NA RegMap
1981 43.5187 -86.1739 USA MNF-Jac-68 NA RegMap
1992 43.5356 -86.1788 USA MNF-Pin-2 NA RegMap
2011 43.5356 -86.1788 USA MNF-Pin-31 NA RegMap
2017 43.5356 -86.1788 USA MNF-Pin-40 CS78982 1001G
2019 43.5356 -86.1788 USA MNF-Pin-43 NA RegMap
2020 43.5356 -86.1788 USA MNF-Pin-44 NA RegMap
2031 42.166 -86.412 USA Map-8 CS78983 1001G
2053 42.166 -86.412 USA Map-35 CS78984 1001G
2081 43.2483 -86.3368 USA MuskSP-68 CS78985 1001G
2091 43.2483 -86.3368 USA MuskSP-83 CS78986 1001G
2106 43.2749 -86.0891 USA MSGA-10 CS78987 1001G
2108 43.2749 -86.0891 USA MSGA-12 CS78988 1001G
2141 43.2749 -86.0891 USA MSGA-61 CS78989 1001G
2148 42.148 -86.431 USA Paw-1 NA RegMap
2150 42.148 -86.431 USA Paw-3 NA RegMap
2151 42.148 -86.431 USA Paw-4 NA RegMap
2157 42.148 -86.431 USA Paw-11 NA RegMap
2159 42.148 -86.431 USA Paw-13 CS78990 1001G
2160 42.148 -86.431 USA Paw-14 NA RegMap
2166 42.148 -86.431 USA Paw-20 CS78991 1001G
2175 42.148 -86.431 USA Paw-31 NA RegMap
2180 42.148 -86.431 USA Paw-40 NA RegMap
2187 43.7623 -86.3929 USA Pent-1 NA RegMap
2191 43.7623 -86.3929 USA Pent-7 CS78992 1001G
2201 43.7623 -86.3929 USA Pent-22 NA RegMap
2202 43.7623 -86.3929 USA Pent-23 CS77168 1001G
2204 43.7623 -86.3929 USA Pent-30 NA RegMap
2212 43.7623 -86.3929 USA Pent-46 CS78993 1001G
2214 43.7623 -86.3929 USA Pent-49 NA RegMap
2239 42.184 -86.382 USA Riv-25 CS78994 1001G
2240 42.184 -86.382 USA Riv-26 CS78995 1001G
2274 43.665 -86.496 USA SLSP-30 NA RegMap
2276 43.665 -86.496 USA SLSP-31 CS77254 1001G
2278 43.665 -86.496 USA SLSP-35 CS77255 1001G
2280 43.665 -86.496 USA SLSP-58 NA RegMap
2283 43.665 -86.496 USA SLSP-72 NA RegMap
2285 43.665 -86.496 USA SLSP-69 CS78996 1001G
2286 43.665 -86.496 USA SLSP-67 CS78997 1001G
2290 42.03 -86.514 USA Ste-3 NA RegMap
2292 42.03 -86.514 USA Ste-6 NA RegMap
2294 42.03 -86.514 USA Ste-9 NA RegMap
2300 42.03 -86.514 USA Ste-15 NA RegMap
2316 42.03 -86.514 USA Ste-37 NA RegMap
2317 42.03 -86.514 USA Ste-40 CS77278 1001G
2320 43.48 -89.46 USA Wilcox-4 NA RegMap
2327 43.48 -89.46 USA Wilcox-16 NA RegMap
2338 43.48 -89.46 USA Wilcox-41 NA RegMap
2370 41.865 -86.646 USA Yng-4 CS78998 1001G
2412 41.865 -86.646 USA Yng-53 CS78999 1001G
4632 50.4 -4.7 GBR UKSW06-025 NA RegMap
4675 50.4 -4.7 GBR UKSW06-070 NA RegMap
4757 50.4 -4.7 GBR UKSW06-157 NA RegMap
4758 50.4 -4.7 GBR UKSW06-158 NA RegMap
4779 50.4 -4.9 UK UKSW06-179 CS78808 1001G
4802 50.4 -4.9 GBR UKSW06-202 NA RegMap
4807 50.4 -4.9 UK UKSW06-207 CS78809 1001G
4820 50.4 -4.9 GBR UKSW06-220 NA RegMap
4826 50.4 -4.9 UK UKSW06-226 CS78810 1001G
4827 50.4 -4.9 GBR UKSW06-227 NA RegMap
4840 50.4 -4.9 UK UKSW06-240 CS79000 1001G
4857 50.3 -4.9 UK UKSW06-257 CS79001 1001G
4862 50.3 -4.9 GBR UKSW06-262 NA RegMap
4879 50.3 -4.9 GBR UKSW06-280 NA RegMap
4884 50.3 -4.9 UK UKSW06-285 CS78811 1001G
4900 50.3 -4.8 UK UKSW06-302 CS78812 1001G
4927 50.3 -4.8 GBR UKSW06-329 NA RegMap
4935 50.327643 -4.601173 GBR UKSW06-337 NA RegMap
4939 50.4 -4.7 UK UKSW06-341 CS79002 1001G
4958 50.5 -4.5 UK UKSW06-360 CS78814 1001G
4980 51.3 0.5 GBR UKSE06-032 NA RegMap
4997 51.3 0.5 GBR UKSE06-062 NA RegMap
5023 51.3 0.5 UK UKSE06-118 CS78799 1001G
5056 51.3 0.5 GBR UKSE06-192 NA RegMap
5104 51.3 0.5 UK UKSE06-252 CS78800 1001G
5106 51.3 0.5 GBR UKSE06-254 NA RegMap
5116 51.3 0.4 GBR UKSE06-272 NA RegMap
5122 51.3 0.4 GBR UKSE06-278 NA RegMap
5133 52.2 -1.7 GBR UKSE06-302 NA RegMap
5141 52.2 -1.7 GBR UKSE06-311 NA RegMap
5145 52.2 -1.7 GBR UKSE06-315 NA RegMap
5146 52.2 -1.7 GBR UKSE06-316 NA RegMap
5151 52.2 -1.7 UK UKSE06-325 CS78801 1001G
5158 51.3 0.4 GBR UKSE06-349 NA RegMap
5159 51.3 0.4 GBR UKSE06-350 NA RegMap
5160 51.3 0.4 GBR UKSE06-351 NA RegMap
5165 51.3 0.4 UK UKSE06-362 CS78802 1001G
5175 51.3 0.4 GBR UKSE06-373 NA RegMap
5202 51.3 0.4 GBR UKSE06-414 NA RegMap
5207 51.3 0.4 GBR UKSE06-429 NA RegMap
5210 51.2 0.3 UK UKSE06-432 CS78803 1001G
5232 51.2 0.4 GBR UKSE06-466 NA RegMap
5236 51.2 0.4 UK UKSE06-470 CS78804 1001G
5245 51.2 0.6 GBR UKSE06-482 NA RegMap
5249 51.2 0.3 UK UKSE06-491 CS79003 1001G
5253 51.1 0.6 UK UKSE06-500 CS78805 1001G
5264 51.3 1.1 GBR UKSE06-520 NA RegMap
5276 51.3 1.1 UK UKSE06-533 CS78806 1001G
5279 51.3 1.1 UK UKSE06-541 CS79004 1001G
5282 51.3 1.1 GBR UKSE06-544 NA RegMap
5285 51.3 1.1 GBR UKSE06-547 NA RegMap
