ID,match_1001G_250K,final1001G_name,final1001G_CS,final1001G_country,final1001G_latitude,final1001G_longitude,dat250K_name,dat250K_CS,dat250K_country,dat250K_latitude,dat250K_longitude,RegMap_name,RegMap_CS,RegMap_country,RegMap_latitude,RegMap_longitude,old1001G_name,old1001G_CS,old1001G_country,old1001G_latitude,old1001G_longitude
5788,no,,,,,,UKID83, ,United Kingdom,50.8,-2,UKID83, ,United Kingdom,50.8,-2,,,,,
5789,no,,,,,,UKID84, ,United Kingdom,51.3,-0.5,UKID84, ,United Kingdom,51.3,-0.5,,,,,
5792,no,,,,,,UKID87, ,United Kingdom,50.8,-0.7,UKID87, ,United Kingdom,50.8,-0.7,,,,,
5793,no,,,,,,UKID88, ,United Kingdom,51.3,0.6,UKID88, ,United Kingdom,51.3,0.6,,,,,
5795,no,,,,,,UKID90, ,United Kingdom,53.2,-1.7,UKID90, ,United Kingdom,53.2,-1.7,,,,,
5799,no,,,,,,UKID95, ,United Kingdom,56.000421,-3.404258,UKID95, ,United Kingdom,56.000421,-3.404258,,,,,
5800,no,UKID96,CS78791,UK,57.4,-5.5,,,,,,,,,,,UKID96,UKID96,UK,57.4,-5.5
5802,no,,,,,,UKID98, ,United Kingdom,52.3,-1.6,UKID98, ,United Kingdom,52.3,-1.6,,,,,
5803,no,,,,,,UKID99, ,United Kingdom,51.7,-4.7,UKID99, ,United Kingdom,51.7,-4.7,,,,,
5804,no,,,,,,UKID100, ,United Kingdom,50.8,-1.1,UKID100, ,United Kingdom,50.8,-1.1,,,,,
5805,no,,,,,,UKID101, ,United Kingdom,53.2,-1.4,UKID101, ,United Kingdom,53.2,-1.4,,,,,
5807,no,,,,,,UKID103, ,United Kingdom,51.8,-0.5,UKID103, ,United Kingdom,51.8,-0.5,,,,,
5811,no,UKID107,CS78778,UK,52.9,-3.1,,,,,,,,,,,UKID107,UKID107,UK,52.9,-3.1
5812,no,,,,,,UKID108, ,United Kingdom,52.1,-2.3,UKID108, ,United Kingdom,52.1,-2.3,,,,,
5813,no,,,,,,UKID109, ,United Kingdom,52,-2.4,UKID109, ,United Kingdom,52,-2.4,,,,,
5816,no,,,,,,UKID112, ,United Kingdom,52,-1.7,UKID112, ,United Kingdom,52,-1.7,,,,,
5817,no,,,,,,UKID113, ,United Kingdom,52.3,-1.5,UKID113, ,United Kingdom,52.3,-1.5,,,,,
5819,no,,,,,,UKID29, ,United Kingdom,55.9,-3.2,UKID29, ,United Kingdom,55.9,-3.2,,,,,
5820,no,,,,,,UKID30, ,United Kingdom,55.9,-3.3,UKID30, ,United Kingdom,55.9,-3.3,,,,,
5821,no,,,,,,UKID115, ,United Kingdom,56.7333,-5.98333,UKID115, ,United Kingdom,56.7333,-5.98333,,,,,
5822,no,UKID116,CS78780,UK,56.7333,-5.98333,,,,,,,,,,,UKID116,UKID116,UK,56.7333,-5.98333
5826,no,,,,,,UKID120, ,United Kingdom,56.7333,-5.98333,UKID120, ,United Kingdom,56.7333,-5.98333,,,,,
5829,no,,,,,,Ale1-2, ,Sweden,55.3838,14.0612,Ale1-2, ,Sweden,55.3838,14.0612,Ale1-2,Ale1-2,SWE,55.3838,14.0612
5835,no,,,,,,Bil-3, ,Sweden,63.324,18.484,Bil-3, ,Sweden,63.324,18.484,Bil-3,Bil-3,SWE,63.324,18.484
5838,no,,,,,,Bor-2, ,Czech Republic,49.4013,16.2326,Bor-2, ,Czech Republic,49.4013,16.2326,,,,,
5841,no,,,,,,Bor-9, ,Czech Republic,49.4013,16.2326,Bor-9, ,Czech Republic,49.4013,16.2326,,,,,
5846,no,,,,,,Bor-15, ,Czech Republic,49.4013,16.2326,Bor-15, ,Czech Republic,49.4013,16.2326,,,,,
5848,no,,,,,,Bor-17, ,Czech Republic,49.4013,16.2326,Bor-17, ,Czech Republic,49.4013,16.2326,,,,,
5856,yes,Dor-10,CS76806,SWE,63.0167,17.4914,Dör-10, ,Sweden,63.0167,17.4914,Dör-10, ,Sweden,63.0167,17.4914,Dör-10,Dör-10,SWE,63.0167,17.4914
5870,no,,,,,,Dra3-9, ,Sweden,55.76,14.12,Dra3-9, ,Sweden,55.76,14.12,,,,,
5871,no,,,,,,DraII-2, ,Czech Republic,49.4112,16.2815,DraII-2, ,Czech Republic,49.4112,16.2815,,,,,
5872,no,,,,,,DraII-3, ,Czech Republic,49.4112,16.2815,DraII-3, ,Czech Republic,49.4112,16.2815,,,,,
5873,no,,,,,,DraII-4, ,Czech Republic,49.4112,16.2815,DraII-4, ,Czech Republic,49.4112,16.2815,,,,,
5875,no,,,,,,DraII-7, ,Czech Republic,49.4112,16.2815,DraII-7, ,Czech Republic,49.4112,16.2815,,,,,
5878,no,,,,,,DraII-17, ,Czech Republic,49.4112,16.2815,DraII-17, ,Czech Republic,49.4112,16.2815,,,,,
5883,no,,,,,,DraIII-17, ,Czech Republic,49.4112,16.2815,DraIII-17, ,Czech Republic,49.4112,16.2815,,,,,
5884,no,,,,,,DraIV 1-1, ,Czech Republic,49.4112,16.2815,DraIV 1-1, ,Czech Republic,49.4112,16.2815,,,,,
5887,no,,,,,,DraIV 1-5, ,Czech Republic,49.4112,16.2815,DraIV 1-5, ,Czech Republic,49.4112,16.2815,,,,,
5888,no,,,,,,DraIV 1-6, ,Czech Republic,49.4112,16.2815,DraIV 1-6, ,Czech Republic,49.4112,16.2815,,,,,
5890,no,DraIV 1-8,CS76817,CZE,49.4112,16.2815,,,,,,,,,,,DraIV 1-8,DraIV 1-8,CZE,49.4112,16.2815
5891,no,,,,,,DraIV 1-9, ,Czech Republic,49.4112,16.2815,DraIV 1-9, ,Czech Republic,49.4112,16.2815,,,,,
5894,no,,,,,,DraIV 1-12, ,Czech Republic,49.4112,16.2815,DraIV 1-12, ,Czech Republic,49.4112,16.2815,,,,,
5895,no,,,,,,DraIV 1-13, ,Czech Republic,49.4112,16.2815,DraIV 1-13, ,Czech Republic,49.4112,16.2815,,,,,
5896,no,,,,,,DraIV 1-14, ,Czech Republic,49.4112,16.2815,DraIV 1-14, ,Czech Republic,49.4112,16.2815,,,,,
5898,no,,,,,,DraIV 1-16, ,Czech Republic,49.4112,16.2815,DraIV 1-16, ,Czech Republic,49.4112,16.2815,,,,,
5899,no,,,,,,DraIV 2-1, ,Czech Republic,49.4112,16.2815,DraIV 2-1, ,Czech Republic,49.4112,16.2815,,,,,
5900,no,,,,,,DraIV 2-2, ,Czech Republic,49.4112,16.2815,DraIV 2-2, ,Czech Republic,49.4112,16.2815,,,,,
5901,no,,,,,,DraIV 2-3, ,Czech Republic,49.4112,16.2815,DraIV 2-3, ,Czech Republic,49.4112,16.2815,,,,,
5902,no,,,,,,DraIV 2-4, ,Czech Republic,49.4112,16.2815,DraIV 2-4, ,Czech Republic,49.4112,16.2815,,,,,
5904,no,,,,,,DraIV 2-6, ,Czech Republic,49.4112,16.2815,DraIV 2-6, ,Czech Republic,49.4112,16.2815,,,,,
5905,no,,,,,,DraIV 2-7, ,Czech Republic,49.4112,16.2815,DraIV 2-7, ,Czech Republic,49.4112,16.2815,,,,,
5906,no,,,,,,DraIV 2-8, ,Czech Republic,49.4112,16.2815,DraIV 2-8, ,Czech Republic,49.4112,16.2815,,,,,
5907,no,DraIV 2-9,CS76818,CZE,49.4112,16.2815,,,,,,,,,,,DraIV 2-9,DraIV 2-9,CZE,49.4112,16.2815
5908,no,,,,,,DraIV 2-10, ,Czech Republic,49.4112,16.2815,DraIV 2-10, ,Czech Republic,49.4112,16.2815,,,,,
5910,no,,,,,,DraIV 2-12, ,Czech Republic,49.4112,16.2815,DraIV 2-12, ,Czech Republic,49.4112,16.2815,,,,,
5911,no,,,,,,DraIV 2-13, ,Czech Republic,49.4112,16.2815,DraIV 2-13, ,Czech Republic,49.4112,16.2815,,,,,
5913,no,,,,,,DraIV 2-16, ,Czech Republic,49.4112,16.2815,DraIV 2-16, ,Czech Republic,49.4112,16.2815,,,,,
5914,no,,,,,,DraIV 2-17, ,Czech Republic,49.4112,16.2815,DraIV 2-17, ,Czech Republic,49.4112,16.2815,,,,,
5915,no,,,,,,DraIV 3-1, ,Czech Republic,49.4112,16.2815,DraIV 3-1, ,Czech Republic,49.4112,16.2815,,,,,
5916,no,,,,,,DraIV 3-2, ,Czech Republic,49.4112,16.2815,DraIV 3-2, ,Czech Republic,49.4112,16.2815,,,,,
5919,no,,,,,,DraIV 3-5, ,Czech Republic,49.4112,16.2815,DraIV 3-5, ,Czech Republic,49.4112,16.2815,,,,,
5920,no,,,,,,DraIV 3-6, ,Czech Republic,49.4112,16.2815,DraIV 3-6, ,Czech Republic,49.4112,16.2815,,,,,
5922,no,,,,,,DraIV 3-8, ,Czech Republic,49.4112,16.2815,DraIV 3-8, ,Czech Republic,49.4112,16.2815,,,,,
5923,no,,,,,,DraIV 3-9, ,Czech Republic,49.4112,16.2815,DraIV 3-9, ,Czech Republic,49.4112,16.2815,,,,,
5924,no,,,,,,DraIV 3-10, ,Czech Republic,49.4112,16.2815,DraIV 3-10, ,Czech Republic,49.4112,16.2815,,,,,
5926,no,,,,,,DraIV 3-12, ,Czech Republic,49.4112,16.2815,DraIV 3-12, ,Czech Republic,49.4112,16.2815,,,,,
5927,no,,,,,,DraIV 3-13, ,Czech Republic,49.4112,16.2815,DraIV 3-13, ,Czech Republic,49.4112,16.2815,,,,,
5932,no,,,,,,DraIV 4-1, ,Czech Republic,49.4112,16.2815,DraIV 4-1, ,Czech Republic,49.4112,16.2815,,,,,
5933,no,,,,,,DraIV 4-2, ,Czech Republic,49.4112,16.2815,DraIV 4-2, ,Czech Republic,49.4112,16.2815,,,,,
5934,no,,,,,,DraIV 4-3, ,Czech Republic,49.4112,16.2815,DraIV 4-3, ,Czech Republic,49.4112,16.2815,,,,,
5935,no,,,,,,DraIV 4-5, ,Czech Republic,49.4112,16.2815,DraIV 4-5, ,Czech Republic,49.4112,16.2815,,,,,
5938,no,,,,,,DraIV 4-8, ,Czech Republic,49.4112,16.2815,DraIV 4-8, ,Czech Republic,49.4112,16.2815,,,,,
5939,no,,,,,,DraIV 4-9, ,Czech Republic,49.4112,16.2815,DraIV 4-9, ,Czech Republic,49.4112,16.2815,,,,,
5940,no,,,,,,DraIV 5-1, ,Czech Republic,49.4112,16.2815,DraIV 5-1, ,Czech Republic,49.4112,16.2815,,,,,
5942,no,,,,,,DraIV 5-3, ,Czech Republic,49.4112,16.2815,DraIV 5-3, ,Czech Republic,49.4112,16.2815,,,,,
5943,no,,,,,,DraIV 5-4, ,Czech Republic,49.4112,16.2815,DraIV 5-4, ,Czech Republic,49.4112,16.2815,,,,,
5945,no,,,,,,DraIV 5-7, ,Czech Republic,49.4112,16.2815,DraIV 5-7, ,Czech Republic,49.4112,16.2815,,,,,
5946,no,,,,,,DraIV 5-8, ,Czech Republic,49.4112,16.2815,DraIV 5-8, ,Czech Republic,49.4112,16.2815,,,,,
5948,no,,,,,,DraIV 5-10, ,Czech Republic,49.4112,16.2815,DraIV 5-10, ,Czech Republic,49.4112,16.2815,,,,,
5950,no,DraIV 5-12,CS76820,CZE,49.4112,16.2815,,,,,,,,,,,DraIV 5-12,DraIV 5-12,CZE,49.4112,16.2815
5953,no,,,,,,DraIV 5-16, ,Czech Republic,49.4112,16.2815,DraIV 5-16, ,Czech Republic,49.4112,16.2815,,,,,
5955,no,,,,,,DraIV 5-18, ,Czech Republic,49.4112,16.2815,DraIV 5-18, ,Czech Republic,49.4112,16.2815,,,,,
5956,no,,,,,,DraIV 5-19, ,Czech Republic,49.4112,16.2815,DraIV 5-19, ,Czech Republic,49.4112,16.2815,,,,,
5959,no,,,,,,DraIV 5-22, ,Czech Republic,49.4112,16.2815,DraIV 5-22, ,Czech Republic,49.4112,16.2815,,,,,
5961,no,,,,,,DraIV 5-24, ,Czech Republic,49.4112,16.2815,DraIV 5-24, ,Czech Republic,49.4112,16.2815,,,,,
5963,no,,,,,,DraIV 5-27, ,Czech Republic,49.4112,16.2815,DraIV 5-27, ,Czech Republic,49.4112,16.2815,,,,,
5966,no,,,,,,DraIV 5-30, ,Czech Republic,49.4112,16.2815,DraIV 5-30, ,Czech Republic,49.4112,16.2815,,,,,
5968,no,,,,,,DraIV 5-32, ,Czech Republic,49.4112,16.2815,DraIV 5-32, ,Czech Republic,49.4112,16.2815,,,,,
5969,no,,,,,,DraIV 5-33, ,Czech Republic,49.4112,16.2815,DraIV 5-33, ,Czech Republic,49.4112,16.2815,,,,,
5970,no,,,,,,DraIV 5-35, ,Czech Republic,49.4112,16.2815,DraIV 5-35, ,Czech Republic,49.4112,16.2815,,,,,
5972,no,,,,,,DraIV 6-1, ,Czech Republic,49.4112,16.2815,DraIV 6-1, ,Czech Republic,49.4112,16.2815,,,,,
5975,no,,,,,,DraIV 6-4, ,Czech Republic,49.4112,16.2815,DraIV 6-4, ,Czech Republic,49.4112,16.2815,,,,,
5979,no,,,,,,DraIV 6-8, ,Czech Republic,49.4112,16.2815,DraIV 6-8, ,Czech Republic,49.4112,16.2815,,,,,
5982,no,,,,,,DraIV 6-11, ,Czech Republic,49.4112,16.2815,DraIV 6-11, ,Czech Republic,49.4112,16.2815,,,,,
5983,no,,,,,,DraIV 6-12, ,Czech Republic,49.4112,16.2815,DraIV 6-12, ,Czech Republic,49.4112,16.2815,,,,,
5987,no,,,,,,DraIV 6-16, ,Czech Republic,49.4112,16.2815,DraIV 6-16, ,Czech Republic,49.4112,16.2815,,,,,
5988,no,,,,,,DraIV 6-17, ,Czech Republic,49.4112,16.2815,DraIV 6-17, ,Czech Republic,49.4112,16.2815,,,,,
5990,no,,,,,,DraIV 6-19, ,Czech Republic,49.4112,16.2815,DraIV 6-19, ,Czech Republic,49.4112,16.2815,,,,,
5991,no,,,,,,DraIV 6-20, ,Czech Republic,49.4112,16.2815,DraIV 6-20, ,Czech Republic,49.4112,16.2815,,,,,
5992,no,,,,,,DraIV 6-21, ,Czech Republic,49.4112,16.2815,DraIV 6-21, ,Czech Republic,49.4112,16.2815,,,,,
5994,no,,,,,,DraIV 6-24, ,Czech Republic,49.4112,16.2815,DraIV 6-24, ,Czech Republic,49.4112,16.2815,,,,,
5996,no,,,,,,DraIV 6-26, ,Czech Republic,49.4112,16.2815,DraIV 6-26, ,Czech Republic,49.4112,16.2815,,,,,
5997,no,,,,,,DraIV 6-27, ,Czech Republic,49.4112,16.2815,DraIV 6-27, ,Czech Republic,49.4112,16.2815,,,,,
5998,no,,,,,,DraIV 6-28, ,Czech Republic,49.4112,16.2815,DraIV 6-28, ,Czech Republic,49.4112,16.2815,,,,,
5999,no,,,,,,DraIV 6-29, ,Czech Republic,49.4112,16.2815,DraIV 6-29, ,Czech Republic,49.4112,16.2815,,,,,
6003,no,,,,,,DraIV 6-33, ,Czech Republic,49.4112,16.2815,DraIV 6-33, ,Czech Republic,49.4112,16.2815,,,,,
6004,no,,,,,,DraIV 6-34, ,Czech Republic,49.4112,16.2815,DraIV 6-34, ,Czech Republic,49.4112,16.2815,,,,,
6005,no,,,,,,DraIV 6-35, ,Czech Republic,49.4112,16.2815,DraIV 6-35, ,Czech Republic,49.4112,16.2815,,,,,
6007,no,,,,,,DraIV 6-37, ,Czech Republic,49.4112,16.2815,DraIV 6-37, ,Czech Republic,49.4112,16.2815,,,,,
6019,yes,Fja1-2,CS76860,SWE,56.06,14.29,Fjä1-2, ,Sweden,56.06,14.29,Fjä1-2, ,Sweden,56.06,14.29,Fjä1-2,Fjä1-2,SWE,56.06,14.29
6020,yes,Fja1-5,CS76861,SWE,56.06,14.29,Fjä1-5, ,Sweden,56.06,14.29,Fjä1-5, ,Sweden,56.06,14.29,Fjä1-5,Fjä1-5,SWE,56.06,14.29
6021,yes,Fja2-4,CS76862,SWE,56.06,14.29,Fjä2-4, ,Sweden,56.06,14.29,Fjä2-4, ,Sweden,56.06,14.29,Fjä2-4,Fjä2-4,SWE,56.06,14.29
6022,yes,Fja2-6,CS78009,SWE,56.06,14.29,Fjä2-6, ,Sweden,56.06,14.29,Fjä2-6, ,Sweden,56.06,14.29,Fjä2-6,Fjä2-6,SWE,56.06,14.29
6030,yes,Gron-5,CS76893,SWE,62.806,18.1896,Grön-5, ,Sweden,62.806,18.1896,Grön-5, ,Sweden,62.806,18.1896,Grön-5,Grön-5,SWE,62.806,18.1896
6043,yes,Lov-1,CS77049,SWE,62.801,18.079,Löv-1,CS22574,Sweden,62.801,18.079,Löv-1,CS22574,Sweden,62.801,18.079,,,,,
6046,yes,Lov-5,CS77050,SWE,62.801,18.079,Löv-5,CS22575,Sweden,62.801,18.079,Löv-5,CS22575,Sweden,62.801,18.079,,,,,
6070,no,Omn-1,CS77145,SWE,62.9308,18.3448,,,,,,,,,,,Omn-1,Omn-1,SWE,62.9308,18.3448
6073,yes,OMo1-7,CS77147,SWE,56.1481,15.8155,ÖMö1-7, ,Sweden,56.147363,15.814587,ÖMö1-7, ,Sweden,56.147363,15.814587,ÖMö1-7,ÖMö1-7,SWE,56.1481,15.8155
6074,yes,Or-1,CS77150,SWE,56.4573,16.1308,Ör-1, ,Sweden,56.448899,16.111671,Ör-1, ,Sweden,56.448899,16.111671,Ör-1,Ör-1,SWE,56.4573,16.1408
6088,no,Stu1-1,CS77285,SWE,56.4666,16.1284,,,,,,,,,,,Stu1-1,Stu1-1,SWE,56.4666,16.1284
6093,no,,,,,,T1030, ,Sweden,55.6497,13.2203,T1030, ,Sweden,55.6497,13.2203,,,,,
6103,no,,,,,,T1150, ,Sweden,55.7,13.2,T1150, ,Sweden,55.7,13.2,,,,,
6105,no,T450,CS77297,SWE,55.7967,13.1211,,,,,,,,,,,T450,T450,SWE,55.7967,13.1211
6110,no,,,,,,T520, ,Sweden,55.7958,13.1217,T520, ,Sweden,55.7958,13.1217,,,,,
6113,no,T550,CS77304,SWE,55.8078,13.1028,,,,,,,,,,,T550,T550,SWE,55.8078,13.1028
6116,no,,,,,,T590, ,Sweden,55.8,13.1369,T590, ,Sweden,55.8,13.1369,,,,,
6120,no,,,,,,T630, ,Sweden,55.7,13.2,T630, ,Sweden,55.7,13.2,,,,,
6121,no,,,,,,T640, ,Sweden,55.8422,13.3019,T640, ,Sweden,55.8422,13.3019,,,,,
6127,no,,,,,,T730, ,Sweden,55.8428,13.3058,T730, ,Sweden,55.8428,13.3058,T730,T730,SWE,55.8428,13.3058
6129,no,,,,,,T750, ,Sweden,55.8544,13.2875,T750, ,Sweden,55.8544,13.2875,T750,T750,SWE,55.8544,13.2875
6143,no,,,,,,T910, ,Sweden,55.9406,13.5383,T910, ,Sweden,55.9406,13.5383,,,,,
6144,no,,,,,,T920, ,Sweden,55.9506,13.5361,T920, ,Sweden,55.9506,13.5361,,,,,
6146,no,,,,,,T940, ,Sweden,55.9575,13.5686,T940, ,Sweden,55.9575,13.5686,,,,,
6147,no,,,,,,T950, ,Sweden,55.9425,13.5675,T950, ,Sweden,55.9425,13.5675,T950,T950,SWE,55.9425,13.5675
6153,no,TAA 03,CS77329,SWE,62.6425,17.7422,,,,,,,,,,,TAA 03,TAA 03,SWE,62.6425,17.7422
6169,yes,TAD 01,CS77333,SWE,62.8714,18.3447,TÅD 01, ,Sweden,62.8714,18.3447,TÅD 01, ,Sweden,62.8714,18.3447,TÅD 01,TÅD 01,SWE,62.871387,18.344723
6170,no,,,,,,TÅD 02, ,Sweden,62.8717,18.3442,TÅD 02, ,Sweden,62.8717,18.3442,,,,,
6171,no,,,,,,TÅD 03, ,Sweden,62.8717,18.3444,TÅD 03, ,Sweden,62.8717,18.3444,TÅD 03,TÅD 03,SWE,62.8717,18.3444
6172,yes,TAD 04,CS77335,SWE,62.8717,18.3436,TÅD 04, ,Sweden,62.8717,18.3436,TÅD 04, ,Sweden,62.8717,18.3436,TÅD 04,TÅD 04,SWE,62.8717,18.3436
6173,yes,TAD 05,CS77336,SWE,62.8717,18.3419,TÅD 05, ,Sweden,62.8717,18.3419,TÅD 05, ,Sweden,62.8717,18.3419,TÅD 05,TÅD 05,SWE,62.8717,18.3419
6174,yes,TAD 06,CS77337,SWE,62.8719,18.3422,TÅD 06, ,Sweden,62.8719,18.3422,TÅD 06, ,Sweden,62.8719,18.3422,TÅD 06,TÅD 06,SWE,62.8719,18.3422
6177,yes,TaL 03,CS77338,SWE,62.6322,17.69,TÄL 03, ,Sweden,62.6322,17.69,TÄL 03, ,Sweden,62.6322,17.69,TÄL 03,TÄL 03,SWE,62.6322,17.69
6180,yes,TaL 07,CS77339,SWE,62.6322,17.6906,TÄL 07, ,Sweden,62.6322,17.6906,TÄL 07, ,Sweden,62.6322,17.6906,TÄL 07,TÄL 07,SWE,62.6322,17.6906
6184,yes,TBO 01,CS77343,SWE,62.8892,18.4522,TBÖ 01, ,Sweden,62.8892,18.4522,TBÖ 01, ,Sweden,62.8892,18.4522,TBÖ 01,TBÖ 01,SWE,62.8892,18.4522
6190,no,,,,,,TDr-3, ,Sweden,55.7686,14.1381,TDr-3, ,Sweden,55.7686,14.1381,,,,,
6197,no,,,,,,TDr-11, ,Sweden,55.7714,14.1333,TDr-11, ,Sweden,55.7714,14.1333,TDr-11,TDr-11,SWE,55.7714,14.1333
6199,no,,,,,,TDr-14, ,Sweden,55.7711,14.1206,TDr-14, ,Sweden,55.7711,14.1206,,,,,
6200,no,,,,,,TDr-15, ,Sweden,55.7714,14.1214,TDr-15, ,Sweden,55.7714,14.1214,,,,,
6207,no,,,,,,TDr-22, ,Sweden,55.7711,14.1217,TDr-22, ,Sweden,55.7711,14.1217,,,,,
6212,no,,,,,,TFÄ 02, ,Sweden,63.0175,18.3239,TFÄ 02, ,Sweden,63.0175,18.3239,,,,,
6214,yes,TFa 04,CS78121,SWE,63.0175,18.3281,TFÄ 04, ,Sweden,63.0175,18.3281,TFÄ 04, ,Sweden,63.0175,18.3281,TFÄ 04,TFÄ 04,SWE,63.0175,18.3281
6215,no,,,,,,TFÄ 05, ,Sweden,63.0172,18.3281,TFÄ 05, ,Sweden,63.0172,18.3281,,,,,
6216,yes,TFa 06,CS77362,SWE,63.0167,18.3283,TFÄ 06, ,Sweden,63.0167,18.3283,TFÄ 06, ,Sweden,63.0167,18.3283,TFÄ 06,TFÄ 06,SWE,63.0167,18.3283
6217,yes,TFa 07,CS77363,SWE,63.0169,18.3283,TFÄ 07, ,Sweden,63.0169,18.3283,TFÄ 07, ,Sweden,63.0169,18.3283,TFÄ 07,TFÄ 07,SWE,63.0169,18.3283
6218,yes,TFa 08,CS77364,SWE,63.0172,18.3283,TFÄ 08, ,Sweden,63.0172,18.3283,TFÄ 08, ,Sweden,63.0172,18.3283,TFÄ 08,TFÄ 08,SWE,63.0172,18.3283
6226,no,,,,,,THÖ 08, ,Sweden,62.7994,17.9033,THÖ 08, ,Sweden,62.7994,17.9033,,,,,
6236,no,,,,,,TOM 02, ,Sweden,62.9617,18.36,TOM 02, ,Sweden,62.9617,18.36,TOM 02,TOM 02,SWE,62.9617,18.36
6244,yes,TRa 01,CS77384,SWE,62.9169,18.4728,TRÄ 01, ,Sweden,62.9169,18.4728,TRÄ 01, ,Sweden,62.9169,18.4728,TRÄ 01,TRÄ 01,SWE,62.9169,18.4728
6287,no,,,,,,Udu-9, ,Czech Republic,49.2771,16.6314,Udu-9, ,Czech Republic,49.2771,16.6314,,,,,
6296,no,UduI 1-11,CS78774,CZE,49.2771,16.6314,,,,,,,,,,,UduI 1-11,UduI 1-11,CZE,49.2771,16.6314
6309,no,,,,,,UduI 1-25, ,Czech Republic,49.2771,16.6314,UduI 1-25, ,Czech Republic,49.2771,16.6314,,,,,
6318,no,,,,,,UduI 1-34, ,Czech Republic,49.2771,16.6314,UduI 1-34, ,Czech Republic,49.2771,16.6314,,,,,
6390,no,UduI 3-36,CS78775,CZE,49.2771,16.6314,,,,,,,,,,,UduI 3-36,UduI 3-36,CZE,49.2771,16.6314
6401,no,,,,,,UduI 4-16, ,Czech Republic,49.2771,16.6314,UduI 4-16, ,Czech Republic,49.2771,16.6314,,,,,
6402,no,,,,,,UduI 4-17, ,Czech Republic,49.2771,16.6314,UduI 4-17, ,Czech Republic,49.2771,16.6314,,,,,
6403,no,,,,,,UduI 4-18, ,Czech Republic,49.2771,16.6314,UduI 4-18, ,Czech Republic,49.2771,16.6314,,,,,
6411,no,,,,,,Ull1-10, ,Sweden,56.06,13.97,Ull1-10, ,Sweden,56.06,13.97,,,,,
6412,no,,,,,,Ull2-7, ,Sweden,56.0648,13.9707,Ull2-7, ,Sweden,56.0648,13.9707,,,,,
6416,no,,,,,,Zdr-13, ,Czech Republic,49.3853,16.2544,Zdr-13, ,Czech Republic,49.3853,16.2544,,,,,
6417,no,,,,,,Zdr-16, ,Czech Republic,49.3853,16.2544,Zdr-16, ,Czech Republic,49.3853,16.2544,,,,,
6418,no,,,,,,Zdr-19, ,Czech Republic,49.3853,16.2544,Zdr-19, ,Czech Republic,49.3853,16.2544,,,,,
6421,no,,,,,,ZdrI 1-8, ,Czech Republic,49.3853,16.2544,ZdrI 1-8, ,Czech Republic,49.3853,16.2544,,,,,
6424,no,ZdrI 1-23,CS78875,CZE,49.3853,16.2544,,,,,,,,,,,ZdrI 1-23,ZdrI 1-23,CZE,49.3853,16.2544
6425,no,,,,,,ZdrI 1-24, ,Czech Republic,49.3853,16.2544,ZdrI 1-24, ,Czech Republic,49.3853,16.2544,,,,,
6427,no,,,,,,ZdrI 2-1, ,Czech Republic,49.3853,16.2544,ZdrI 2-1, ,Czech Republic,49.3853,16.2544,,,,,
6434,no,ZdrI 2-9,CS78877,CZE,49.3853,16.2544,,,,,,,,,,,ZdrI 2-9,ZdrI 2-9,CZE,49.3853,16.2544
6435,no,,,,,,ZdrI 2-10, ,Czech Republic,49.3853,16.2544,ZdrI 2-10, ,Czech Republic,49.3853,16.2544,,,,,
6436,no,,,,,,ZdrI 2-11, ,Czech Republic,49.3853,16.2544,ZdrI 2-11, ,Czech Republic,49.3853,16.2544,,,,,
6444,no,,,,,,ZdrI 2-20, ,Czech Republic,49.3853,16.2544,ZdrI 2-20, ,Czech Republic,49.3853,16.2544,,,,,
6446,no,,,,,,ZdrI 2-22, ,Czech Republic,49.3853,16.2544,ZdrI 2-22, ,Czech Republic,49.3853,16.2544,,,,,
6448,no,,,,,,ZdrI 2-24, ,Czech Republic,49.3853,16.2544,ZdrI 2-24, ,Czech Republic,49.3853,16.2544,,,,,
6449,no,,,,,,ZdrI 2-25, ,Czech Republic,49.3853,16.2544,ZdrI 2-25, ,Czech Republic,49.3853,16.2544,,,,,
6451,no,,,,,,ZdrI 2-28, ,Czech Republic,49.3853,16.2544,ZdrI 2-28, ,Czech Republic,49.3853,16.2544,,,,,
6453,no,,,,,,ZdrI 2-30, ,Czech Republic,49.3853,16.2544,ZdrI 2-30, ,Czech Republic,49.3853,16.2544,,,,,
6455,no,,,,,,ZdrI 2-32, ,Czech Republic,49.3853,16.2544,ZdrI 2-32, ,Czech Republic,49.3853,16.2544,,,,,
6458,no,,,,,,ZdrI 2-36, ,Czech Republic,49.3853,16.2544,ZdrI 2-36, ,Czech Republic,49.3853,16.2544,,,,,
6680,no,ANH-1,CS76437,GER,51.85,6.4333,,,,,,,,,,,ANH-1,ANH-1,GER,51.85,6.4333
6727,no,,,,,,CS28140,CS22221,United Kingdom,51.4083,-0.6383,CS28140,CS22221,United Kingdom,51.4083,-0.6383,,,,,
6729,no,,,,,,CS28141,CS22223,United Kingdom,51.4083,-0.6383,CS28141,CS22223,United Kingdom,51.4083,-0.6383,,,,,
6730,no,,,,,,CS28142,CS22224,United Kingdom,51.4083,-0.6383,CS28142,CS22224,United Kingdom,51.4083,-0.6383,,,,,
6739,no,CSHL-15,CS79011,USA,40.8585,-73.4675,,,,,,,,,,,,,,,
6740,no,CSHL-17,CS79012,USA,40.8585,-73.4675,,,,,,,,,,,,,,,
