CODES,SITE,PLOT,DATE,SAMPLE_ID,NUMBER_FLOWERS_COLLECTED,TO_SKIP,REPLICATES
FH,28,2,20190308,FH-28-02-20190308,3,,
FH,28,2,20190322,FH-28-02-20190322,6,,
FH,28,2,20190407,FH-28-02-20190407,14,,
FH,28,2,20190425,FH-28-02-20190425,18,,
FH,32,1,20180131,FH-32-01-20180131,34,,
FH,32,1,20180219,FH-32-01-20180219,87,,
FH,32,1,20180309,FH-32-01-20180309,100,,
FH,32,2,20180131,FH-32-02-20180131,28,,
FH,32,2,20180219,FH-32-02-20180219,100,,
FH,32,2,20180309,FH-32-02-20180309,100,,
FH,32,1,20190116,FH-32-01-20190116,15,,
FH,32,1,20190130,FH-32-01-20190130,30,,
FH,32,1,20190214,FH-32-01-20190214,53,,
FH,32,2,20190130,FH-32-02-20190130,6,,
FH,32,2,20190214,FH-32-02-20190214,10,,
FH,33,1,20180607,FH-33-01-20180607,7,,
FH,33,7,20180607,FH-33-07-20180607,32,True,
FH,37,1,20180529,FH-37-01-20180529,60,,
FH,37,2,20180529,FH-37-02-20180529,52,,
FH,42,1,20180419,FH-42-01-20180419,96,,
FH,42,1,20180506,FH-42-01-20180506,7,,
FH,42,2,20180419,FH-42-02-20180419,92,,
FH,42,2,20180506,FH-42-02-20180506,5,,
FH,43,1,20180206,FH-43-01-20180206,13,,
FH,43,1,20180221,FH-43-01-20180221,38,,
FH,43,1,20180314,FH-43-01-20180314,85,,
FH,43,1,20180328,FH-43-01-20180328,20,,
FH,43,2,20180206,FH-43-02-20180206,14,,
FH,43,2,20180221,FH-43-02-20180221,44,,
FH,43,2,20180314,FH-43-02-20180314,54,,
FH,43,2,20180328,FH-43-02-20180328,19,,
FH,43,1,20190228,FH-43-01-20190228,16,,
FH,43,1,20190314,FH-43-01-20190314,36,,
FH,45,1,20180327,FH-45-01-20180327,11,,
FH,45,1,20180411,FH-45-01-20180411,112,,
FH,45,1,20180425,FH-45-01-20180425,60,,
FH,45,2,20180411,FH-45-02-20180411,84,,
FH,45,2,20180425,FH-45-02-20180425,44,,
FH,45,1,20190115,FH-45-01-20190115,1,,
FH,45,1,20190131,FH-45-01-20190131,12,,
FH,45,1,20190215,FH-45-01-20190215,100,,
FH,45,1,20190304,FH-45-01-20190304,21,,
FH,46,1,20180404,FH-46-01-20180404,73,,
FH,46,1,20180418,FH-46-01-20180418,100,,
FH,46,1,20180502,FH-46-01-20180502,50,,
FH,46,1,20180516,FH-46-01-20180516,14,,
FH,46,2,20180404,FH-46-02-20180404,96,,
FH,46,2,20180418,FH-46-02-20180418,100,,
FH,46,2,20180502,FH-46-02-20180502,41,,
FH,46,2,20180516,FH-46-02-20180516,34,,
FH,46,1,20190410,FH-46-01-20190410,100,,
FH,46,1,20190424,FH-46-01-20190424,80,,
FH,46,1,20190508,FH-46-01-20190508,34,,
FH,46,1,20190522,FH-46-01-20190522,16,,
FH,46,2,20190410,FH-46-02-20190410,100,,
FH,46,2,20190424,FH-46-02-20190424,75,,
FH,46,2,20190508,FH-46-02-20190508,32,,
FH,46,2,20190522,FH-46-02-20190522,12,,
FH,48,1,20180618,FH-48-01-20180618,10,,
FH,48,2,20180618,FH-48-02-20180618,18,,
FH,49,1,20180409,FH-49-01-20180409,94,,
FH,49,1,20181025,FH-49-01-20181025,1,,
FH,49,1,20181101,FH-49-01-20181101,1,,
FH,49,1,20181108,FH-49-01-20181108,1,,
FH,49,1,20181122,FH-49-01-20181122,1,,
FH,49,2,20180409,FH-49-02-20180409,48,,
FH,49,2,20180507,FH-49-02-20180507,1,,
FH,49,1,20190405,FH-49-01-20190405,13,,
FH,49,1,20190417,FH-49-01-20190417,10,,
FH,49,2,20190320,FH-49-02-20190320,2,,
FH,49,2,20190405,FH-49-02-20190405,16,,
FH,49,2,20190417,FH-49-02-20190417,16,,
FH,49,2,20190507,FH-49-02-20190507,1,,
FH,49,2,20190521,FH-49-02-20190521,2,,
FH,52,2,20180417,FH-52-02-20180417,1,,
FH,52,2,20180502,FH-52-02-20180502,2,,
FH,52,3,20180417,FH-52-03-20180417,4,,
FH,52,3,20180502,FH-52-03-20180502,22,,
FH,52,2,20190417,FH-52-02-20190417,10,,
FH,52,2,20190426,FH-52-02-20190426,5,,
FH,52,3,20190402,FH-52-03-20190402,4,,
FH,52,3,20190417,FH-52-03-20190417,50,,
FH,52,3,20190426,FH-52-03-20190426,35,,
FH,53,1,20180413,FH-53-01-20180413,45,,
FH,53,1,20180420,FH-53-01-20180420,134,,
FH,53,1,20180504,FH-53-01-20180504,43,,
FH,53,2,20180413,FH-53-02-20180413,7,,
FH,53,2,20180420,FH-53-02-20180420,27,,
FH,53,2,20180504,FH-53-02-20180504,22,,
FH,53,1,20190405,FH-53-01-20190405,45,,
FH,53,1,20190417,FH-53-01-20190417,113,,
FH,53,1,20190426,FH-53-01-20190426,28,,
FH,53,2,20190405,FH-53-02-20190405,37,,
FH,53,2,20190417,FH-53-02-20190417,117,,
FH,53,2,20190426,FH-53-02-20190426,63,,
FH,54,1,20180115,FH-54-01-20180115,14,,
FH,54,1,20180314,FH-54-01-20180314,100,,
FH,54,1,20180328,FH-54-01-20180328,100,,
FH,54,1,20180412,FH-54-01-20180412,100,,
FH,54,1,20180427,FH-54-01-20180427,23,,
FH,54,2,20180115,FH-54-02-20180115,13,,
FH,54,2,20180314,FH-54-02-20180314,100,,
FH,54,2,20180328,FH-54-02-20180328,100,,
FH,54,2,20180412,FH-54-02-20180412,100,,
FH,54,2,20180427,FH-54-02-20180427,18,,
FH,55,1,20180312,FH-55-01-20180312,1,,
FH,55,1,20180326,FH-55-01-20180326,2,,
FH,55,1,20180412,FH-55-01-20180412,5,,
FH,55,2,20180222,FH-55-02-20180222,7,,
FH,55,2,20180312,FH-55-02-20180312,14,,
FH,55,2,20180326,FH-55-02-20180326,26,,
FH,55,2,20180412,FH-55-02-20180412,100,,
FH,55,1,20190506,FH-55-01-20190506,2,,
FH,55,1,20190521,FH-55-01-20190521,1,,
FH,55,2,20190421,FH-55-02-20190421,7,,
FH,55,2,20190506,FH-55-02-20190506,6,,
FH,55,2,20190521,FH-55-02-20190521,9,,
FH,57,1,20180425,FH-57-01-20180425,6,,
FH,57,1,20180508,FH-57-01-20180508,3,,
FH,57,1,20180523,FH-57-01-20180523,1,,
FH,57,1,20180919,FH-57-01-20180919,38,,
FH,57,1,20181003,FH-57-01-20181003,49,,
FH,57,1,20181015,FH-57-01-20181015,38,,
FH,57,1,20181030,FH-57-01-20181030,22,,
FH,57,1,20181114,FH-57-01-20181114,23,,
FH,57,1,20181128,FH-57-01-20181128,22,,
FH,57,1,20181211,FH-57-01-20181211,9,,
FH,57,3,20180425,FH-57-03-20180425,8,,
FH,57,3,20180508,FH-57-03-20180508,4,,
FH,57,3,20180523,FH-57-03-20180523,4,,
FH,57,3,20180606,FH-57-03-20180606,2,,
FH,57,3,20180919,FH-57-03-20180919,12,,
FH,57,3,20181003,FH-57-03-20181003,16,,
FH,57,3,20181015,FH-57-03-20181015,9,,
FH,57,3,20181030,FH-57-03-20181030,6,,
FH,57,1,20190116,FH-57-01-20190116,15,,
FH,57,1,20190129,FH-57-01-20190129,9,,
FH,57,1,20190213,FH-57-01-20190213,6,,
FH,57,1,20190227,FH-57-01-20190227,22,,
FH,57,1,20190313,FH-57-01-20190313,9,,
FH,57,1,20190327,FH-57-01-20190327,30,,
FH,57,1,20190410,FH-57-01-20190410,69,,
FH,57,1,20190424,FH-57-01-20190424,27,,
FH,57,1,20190508,FH-57-01-20190508,8,,
FH,57,1,20190523,FH-57-01-20190523,14,,
FH,57,1,20190605,FH-57-01-20190605,14,,
FH,57,3,20190116,FH-57-03-20190116,3,,
FH,57,3,20190129,FH-57-03-20190129,3,,
FH,57,3,20190223,FH-57-03-20190223,4,,
FH,57,3,20190227,FH-57-03-20190227,13,,
FH,57,3,20190313,FH-57-03-20190313,4,,
FH,57,3,20190327,FH-57-03-20190327,57,,
FH,57,3,20190410,FH-57-03-20190410,197,,
FH,57,3,20190424,FH-57-03-20190424,35,,
FH,57,3,20190508,FH-57-03-20190508,15,,
FH,57,3,20190523,FH-57-03-20190523,24,,
FH,57,3,20190605,FH-57-03-20190605,4,,
FH,58,1,20190607,FH-58-01-20190607,5,,
FH,58,2,20190607,FH-58-02-20190607,7,,
FH,60,1,20180216,FH-60-01-20180216,15,,
FH,60,1,20180420,FH-60-01-20180420,20,,
FH,60,2,20180216,FH-60-02-20180216,3,,
FH,1,5,20180409,FH-01-05-20180409,27,,
FH,1,5,20180423,FH-01-05-20180423,100,,
FH,1,5,20180507,FH-01-05-20180507,57,,
FH,1,5,20180518,FH-01-05-20180518,42,,
FH,1,6,20180409,FH-01-06-20180409,39,,
FH,1,6,20180423,FH-01-06-20180423,82,,
FH,1,6,20180507,FH-01-06-20180507,49,,
FH,1,6,20180518,FH-01-06-20180518,33,,
FH,1,5,20190401,FH-01-05-20190401,10,,
FH,1,5,20190415,FH-01-05-20190415,63,,
FH,1,5,20190429,FH-01-05-20190429,51,,
FH,1,5,20190513,FH-01-05-20190513,48,,
FH,1,5,20190528,FH-01-05-20190528,32,,
FH,1,6,20190401,FH-01-06-20190401,16,,
FH,1,6,20190415,FH-01-06-20190415,100,,
FH,1,6,20190429,FH-01-06-20190429,50,,
FH,1,6,20190513,FH-01-06-20190513,78,,
FH,1,6,20190528,FH-01-06-20190528,32,,
FH,2,8,20180405,FH-02-08-20180405,24,,
FH,2,8,20180420,FH-02-08-20180420,85,,
FH,2,9,20180405,FH-02-09-20180405,10,,
FH,2,9,20180420,FH-02-09-20180420,75,,
FH,4,5,20180306,FH-04-05-20180306,100,,
FH,4,5,20180321,FH-04-05-20180321,100,,
FH,4,6,20180306,FH-04-06-20180306,100,,
FH,4,6,20180321,FH-04-06-20180321,100,,
FH,4,5,20190208,FH-04-05-20190208,30,,
FH,4,5,20190221,FH-04-05-20190221,45,,
FH,4,6,20190208,FH-04-06-20190208,25,,
FH,4,6,20190221,FH-04-06-20190221,50,,
FH,5,5,20180411,FH-05-05-20180411,101,,
FH,5,5,20180426,FH-05-05-20180426,101,,
FH,5,6,20180411,FH-05-06-20180411,101,,
FH,5,6,20180426,FH-05-06-20180426,101,,
FH,5,5,20190312,FH-05-05-20190312,32,,
FH,5,6,20190312,FH-05-06-20190312,85,,
FH,6,5,20180328,FH-06-05-20180328,54,,
FH,6,5,20180412,FH-06-05-20180412,100,,
FH,6,5,20180425,FH-06-05-20180425,37,,
FH,6,6,20180328,FH-06-06-20180328,64,,
FH,6,6,20180412,FH-06-06-20180412,100,,
FH,6,6,20180425,FH-06-06-20180425,35,,
FH,6,5,20190212,FH-06-05-20190212,50,,
FH,6,5,20190226,FH-06-05-20190226,12,,
FH,6,6,20190212,FH-06-06-20190212,50,,
FH,6,6,20190226,FH-06-06-20190226,44,,
FH,9,5,20180418,FH-09-05-20180418,6,,
FH,9,5,20180504,FH-09-05-20180504,91,,
FH,9,5,20180518,FH-09-05-20180518,6,,
FH,9,6,20180418,FH-09-06-20180418,4,,
FH,9,6,20180504,FH-09-06-20180504,97,,
FH,9,6,20180518,FH-09-06-20180518,17,,
FH,9,6,20180531,FH-09-06-20180531,14,,
FH,9,6,20190604,FH-09-06-20190604,3,,
FH,10,5,20180130,FH-10-05-20180130,10,,
FH,10,5,20180215,FH-10-05-20180215,10,,
FH,10,5,20180301,FH-10-05-20180301,10,,
FH,10,6,20180130,FH-10-06-20180130,10,,
FH,10,6,20180215,FH-10-06-20180215,15,,
FH,10,6,20180301,FH-10-06-20180301,8,,
FH,10,5,20190206,FH-10-05-20190206,2,,
FH,10,5,20190222,FH-10-05-20190222,1,,
FH,10,5,20190308,FH-10-05-20190308,2,,
FH,11,5,20180430,FH-11-05-20180430,20,,
FH,11,5,20180515,FH-11-05-20180515,7,,
FH,11,6,20180430,FH-11-06-20180430,3,,
FH,11,6,20180515,FH-11-06-20180515,8,,
FH,11,5,20190508,FH-11-05-20190508,2,,
FH,11,6,20190508,FH-11-06-20190508,9,,
FH,12,6,20180427,FH-12-06-20180427,2,,
FH,12,6,20180511,FH-12-06-20180511,2,,
FH,12,6,20180525,FH-12-06-20180525,2,,
FH,12,7,20180525,FH-12-07-20180525,2,,
FH,13,5,20180307,FH-13-05-20180307,2,,
FH,13,5,20181103,FH-13-05-20181103,4,,
FH,13,5,20181128,FH-13-05-20181128,1,,
FH,13,6,20180307,FH-13-06-20180307,6,,
FH,13,5,20190107,FH-13-05-20190107,3,,
FH,13,5,20190122,FH-13-05-20190122,3,,
FH,13,5,20190208,FH-13-05-20190208,3,,
FH,13,5,20190222,FH-13-05-20190222,2,,
FH,13,5,20190308,FH-13-05-20190308,3,,
FH,13,5,20190322,FH-13-05-20190322,4,,
FH,23,5,20180522,FH-23-05-20180522,35,,
FH,23,5,20180531,FH-23-05-20180531,54,,
FH,23,5,20180609,FH-23-05-20180609,94,,True
FH,23,6,20180522,FH-23-06-20180522,49,,
FH,23,6,20180531,FH-23-06-20180531,66,,
FH,23,6,20180609,FH-23-06-20180609,100,,
FH,24,5,20180729,FH-24-05-20180729,13,,
FH,24,7,20180521,FH-24-07-20180521,17,,
FH,24,7,20190706,FH-24-07-20190706,1,True,
FH,25,5,20180418,FH-25-05-20180418,10,,
FH,25,5,20180502,FH-25-05-20180502,23,,
FH,25,5,20180527,FH-25-05-20180527,10,,
FH,25,6,20180418,FH-25-06-20180418,10,,
FH,25,6,20180502,FH-25-06-20180502,14,,
FH,25,5,20190403,FH-25-05-20190403,10,,
FH,25,5,20190421,FH-25-05-20190421,20,,
FH,25,5,20190508,FH-25-05-20190508,6,,
FH,25,5,20190523,FH-25-05-20190523,6,,
FH,25,6,20190403,FH-25-06-20190403,10,,
FH,25,6,20190421,FH-25-06-20190421,20,,
FH,25,6,20190508,FH-25-06-20190508,9,,
FH,25,6,20190523,FH-25-06-20190523,10,,
FH,26,5,20180304,FH-26-05-20180304,3,,
FH,26,6,20180221,FH-26-06-20180221,1,,
FH,26,6,20180304,FH-26-06-20180304,21,,
FH,27,7,20180605,FH-27-07-20180605,4,,
FH,27,8,20180605,FH-27-08-20180605,1,,
FH,27,7,20190427,FH-27-07-20190427,2,,
FH,27,7,20190602,FH-27-07-20190602,4,,
FH,28,5,20180305,FH-28-05-20180305,78,,
FH,28,5,20180323,FH-28-05-20180323,104,,
FH,28,5,20180409,FH-28-05-20180409,105,,
FH,28,5,20180422,FH-28-05-20180422,28,,
FH,28,6,20180305,FH-28-06-20180305,34,,
FH,28,6,20180323,FH-28-06-20180323,103,,
FH,28,6,20180409,FH-28-06-20180409,33,,
FH,28,6,20180422,FH-28-06-20180422,26,,
FH,28,5,20190308,FH-28-05-20190308,2,,
FH,28,5,20190407,FH-28-05-20190407,1,,
FH,28,5,20190425,FH-28-05-20190425,1,,
FH,28,6,20190322,FH-28-06-20190322,6,,
FH,28,6,20190407,FH-28-06-20190407,9,,
FH,28,6,20190425,FH-28-06-20190425,7,,
FH,32,5,20180131,FH-32-05-20180131,8,,
FH,32,5,20180219,FH-32-05-20180219,68,,
FH,32,5,20180309,FH-32-05-20180309,100,,
FH,32,6,20180131,FH-32-06-20180131,9,,
FH,32,6,20180219,FH-32-06-20180219,49,,
FH,32,6,20180309,FH-32-06-20180309,91,,
FH,32,6,20190214,FH-32-06-20190214,13,,
FH,33,5,20190528,FH-33-05-20190528,20,,
FH,33,6,20190418,FH-33-06-20190418,28,,
FH,37,5,20180529,FH-37-05-20180529,50,,
FH,37,5,20180706,FH-37-05-20180706,3,,
FH,37,6,20180529,FH-37-06-20180529,30,,
FH,42,5,20180419,FH-42-05-20180419,3,,
FH,42,5,20180506,FH-42-05-20180506,5,,
FH,42,6,20180419,FH-42-06-20180419,5,,
FH,42,6,20180506,FH-42-06-20180506,4,,
FH,42,5,20190525,FH-42-05-20190525,5,,
FH,42,6,20190525,FH-42-06-20190525,5,,
FH,43,5,20180206,FH-43-05-20180206,16,,
FH,43,5,20180221,FH-43-05-20180221,35,,
FH,43,5,20180314,FH-43-05-20180314,37,,
FH,43,5,20180328,FH-43-05-20180328,25,,
FH,43,6,20180206,FH-43-06-20180206,6,,
FH,43,6,20180221,FH-43-06-20180221,37,,
FH,43,6,20180314,FH-43-06-20180314,33,,
FH,43,6,20180328,FH-43-06-20180328,27,,
FH,45,5,20180327,FH-45-05-20180327,7,,
FH,45,5,20180411,FH-45-05-20180411,122,,
FH,45,5,20180425,FH-45-05-20180425,25,,
FH,45,6,20180327,FH-45-06-20180327,7,,
FH,45,6,20180411,FH-45-06-20180411,142,,
FH,45,6,20180425,FH-45-06-20180425,30,,
FH,45,6,20190131,FH-45-06-20190131,1,,
FH,46,5,20180404,FH-46-05-20180404,138,,
FH,46,5,20180418,FH-46-05-20180418,100,,
FH,46,5,20180502,FH-46-05-20180502,62,,
FH,46,5,20180516,FH-46-05-20180516,36,,
FH,46,6,20180404,FH-46-06-20180404,108,,
FH,46,6,20180418,FH-46-06-20180418,100,,
FH,46,6,20180502,FH-46-06-20180502,110,,
FH,46,6,20180516,FH-46-06-20180516,26,,
FH,46,5,20190410,FH-46-05-20190410,100,,
FH,46,5,20190424,FH-46-05-20190424,87,,
FH,46,5,20190508,FH-46-05-20190508,50,,
FH,46,5,20190522,FH-46-05-20190522,20,,
FH,46,6,20190410,FH-46-06-20190410,100,,
FH,46,6,20190424,FH-46-06-20190424,54,,
FH,46,6,20190508,FH-46-06-20190508,48,,
FH,46,6,20190522,FH-46-06-20190522,11,,
FH,48,9,20180618,FH-48-09-20180618,12,,
FH,48,11,20180618,FH-48-11-20180618,17,,
FH,49,5,20180409,FH-49-05-20180409,113,,
FH,49,5,20180507,FH-49-05-20180507,2,,
FH,49,6,20180409,FH-49-06-20180409,119,,
FH,49,6,20180507,FH-49-06-20180507,1,,
FH,49,6,20181025,FH-49-06-20181025,10,,
FH,49,6,20181101,FH-49-06-20181101,13,,True
FH,49,6,20181108,FH-49-06-20181108,10,,
FH,49,6,20181122,FH-49-06-20181122,12,,
FH,49,5,20190405,FH-49-05-20190405,4,,
FH,49,5,20190417,FH-49-05-20190417,16,,
FH,49,5,20190507,FH-49-05-20190507,6,,
FH,49,5,20190521,FH-49-05-20190521,6,,
FH,49,6,20190320,FH-49-06-20190320,10,,
FH,49,6,20190405,FH-49-06-20190405,19,,
FH,49,6,20190417,FH-49-06-20190417,19,,
FH,49,6,20190507,FH-49-06-20190507,2,,
FH,49,6,20190521,FH-49-06-20190521,2,,
FH,52,7,20180417,FH-52-07-20180417,1,,
FH,52,7,20180502,FH-52-07-20180502,4,,
FH,52,8,20180417,FH-52-08-20180417,3,,
FH,52,8,20180502,FH-52-08-20180502,17,,
FH,52,7,20190322,FH-52-07-20190322,2,,
FH,52,7,20190402,FH-52-07-20190402,40,,
FH,52,7,20190417,FH-52-07-20190417,75,,
FH,52,7,20190426,FH-52-07-20190426,12,,
FH,52,8,20190322,FH-52-08-20190322,2,,
FH,52,8,20190402,FH-52-08-20190402,15,,
FH,52,8,20190417,FH-52-08-20190417,40,,
FH,52,8,20190426,FH-52-08-20190426,25,,
FH,53,5,20180413,FH-53-05-20180413,3,,
FH,53,5,20180420,FH-53-05-20180420,25,,
FH,53,5,20180504,FH-53-05-20180504,12,,
FH,53,6,20180413,FH-53-06-20180413,9,,
FH,53,6,20180420,FH-53-06-20180420,65,,
FH,53,6,20180504,FH-53-06-20180504,13,,
FH,53,5,20190405,FH-53-05-20190405,26,,
FH,53,5,20190417,FH-53-05-20190417,102,,
FH,53,5,20190426,FH-53-05-20190426,38,,
FH,53,6,20190405,FH-53-06-20190405,28,,
FH,53,6,20190417,FH-53-06-20190417,112,,
FH,53,6,20190426,FH-53-06-20190426,24,,
FH,54,5,20180115,FH-54-05-20180115,14,,
FH,54,5,20180314,FH-54-05-20180314,100,,
FH,54,5,20180328,FH-54-05-20180328,100,,
FH,54,5,20180412,FH-54-05-20180412,100,,
FH,54,5,20180427,FH-54-05-20180427,19,,
FH,54,6,20180115,FH-54-06-20180115,12,,
FH,54,6,20180314,FH-54-06-20180314,100,,
FH,54,6,20180328,FH-54-06-20180328,100,,
FH,54,6,20180412,FH-54-06-20180412,100,,
FH,54,6,20180427,FH-54-06-20180427,15,,
FH,55,5,20180312,FH-55-05-20180312,1,,
FH,55,5,20180326,FH-55-05-20180326,2,,
FH,55,5,20180412,FH-55-05-20180412,20,,
FH,55,6,20180222,FH-55-06-20180222,4,,
FH,55,6,20180312,FH-55-06-20180312,13,,
FH,55,6,20180326,FH-55-06-20180326,17,,
FH,55,6,20180412,FH-55-06-20180412,80,,
FH,55,5,20190405,FH-55-05-20190405,1,,
FH,55,5,20190421,FH-55-05-20190421,9,,
FH,55,5,20190506,FH-55-05-20190506,16,,
FH,55,5,20190521,FH-55-05-20190521,18,,
FH,55,6,20190405,FH-55-06-20190405,1,,
FH,55,6,20190421,FH-55-06-20190421,5,,
FH,55,6,20190506,FH-55-06-20190506,7,,
FH,55,6,20190521,FH-55-06-20190521,21,,
FH,57,7,20180411,FH-57-07-20180411,8,,
FH,57,7,20180425,FH-57-07-20180425,14,,
FH,57,7,20180508,FH-57-07-20180508,17,,
FH,57,7,20180523,FH-57-07-20180523,9,,
FH,57,7,20180606,FH-57-07-20180606,2,,
FH,57,7,20180919,FH-57-07-20180919,31,,
FH,57,7,20181003,FH-57-07-20181003,26,,
FH,57,7,20181015,FH-57-07-20181015,28,,
FH,57,7,20181030,FH-57-07-20181030,18,,
FH,57,7,20181114,FH-57-07-20181114,5,,
FH,57,7,20181128,FH-57-07-20181128,8,,
FH,57,7,20181211,FH-57-07-20181211,7,,
FH,57,9,20180328,FH-57-09-20180328,1,,
FH,57,9,20180411,FH-57-09-20180411,53,,
FH,57,9,20180425,FH-57-09-20180425,29,,
FH,57,9,20180508,FH-57-09-20180508,21,,
FH,57,9,20180523,FH-57-09-20180523,27,,
FH,57,9,20180919,FH-57-09-20180919,27,,
FH,57,9,20181003,FH-57-09-20181003,23,,
FH,57,9,20181015,FH-57-09-20181015,9,,
FH,57,9,20181030,FH-57-09-20181030,6,,
FH,57,7,20190116,FH-57-07-20190116,7,,
FH,57,7,20190313,FH-57-07-20190313,12,,
FH,57,7,20190327,FH-57-07-20190327,44,,
FH,57,7,20190410,FH-57-07-20190410,105,,
FH,57,7,20190424,FH-57-07-20190424,21,,
FH,57,7,20190508,FH-57-07-20190508,6,,
FH,57,7,20190523,FH-57-07-20190523,12,,
FH,57,7,20190605,FH-57-07-20190605,7,,
FH,57,9,20190116,FH-57-09-20190116,5,,
FH,57,9,20190227,FH-57-09-20190227,3,,
FH,57,9,20190313,FH-57-09-20190313,8,,
FH,57,9,20190327,FH-57-09-20190327,48,,
FH,57,9,20190410,FH-57-09-20190410,76,,
FH,57,9,20190424,FH-57-09-20190424,31,,
FH,57,9,20190508,FH-57-09-20190508,9,,
FH,57,9,20190523,FH-57-09-20190523,17,,
FH,57,9,20190605,FH-57-09-20190605,12,,
FH,58,5,20190607,FH-58-05-20190607,6,,
FH,58,6,20190607,FH-58-06-20190607,2,,
FH,60,5,20180216,FH-60-05-20180216,10,,
FH,60,5,20180420,FH-60-05-20180420,7,,
FH,60,6,20180216,FH-60-06-20180216,10,,
FH,60,6,20180420,FH-60-06-20180420,6,,
FH,1,11,20180409,FH-01-11-20180409,26,,
FH,1,11,20180423,FH-01-11-20180423,88,,
FH,1,11,20180507,FH-01-11-20180507,63,,
FH,1,11,20180518,FH-01-11-20180518,47,,
FH,1,12,20180409,FH-01-12-20180409,29,,
FH,1,12,20180423,FH-01-12-20180423,100,,
FH,1,12,20180507,FH-01-12-20180507,81,,
FH,1,12,20180518,FH-01-12-20180518,33,,
FH,1,11,20190401,FH-01-11-20190401,15,,
FH,1,11,20190415,FH-01-11-20190415,52,,
FH,1,11,20190429,FH-01-11-20190429,21,,
FH,1,11,20190513,FH-01-11-20190513,26,,
FH,1,11,20190528,FH-01-11-20190528,23,,
FH,1,12,20190401,FH-01-12-20190401,6,,
FH,1,12,20190415,FH-01-12-20190415,18,,
FH,1,12,20190429,FH-01-12-20190429,16,,
FH,1,12,20190513,FH-01-12-20190513,16,,
FH,1,12,20190528,FH-01-12-20190528,11,,
FH,4,11,20180306,FH-04-11-20180306,100,,
FH,4,11,20180321,FH-04-11-20180321,100,,
FH,4,12,20180306,FH-04-12-20180306,100,,
FH,4,12,20180321,FH-04-12-20180321,100,,
FH,4,11,20190208,FH-04-11-20190208,20,,
FH,4,11,20190221,FH-04-11-20190221,38,,
FH,4,12,20190208,FH-04-12-20190208,20,,
FH,4,12,20190221,FH-04-12-20190221,32,,
FH,5,11,20180411,FH-05-11-20180411,101,,
FH,5,11,20180426,FH-05-11-20180426,101,,
FH,5,12,20180411,FH-05-12-20180411,101,,
FH,5,12,20180426,FH-05-12-20180426,101,,
FH,5,11,20190312,FH-05-11-20190312,90,,
FH,5,12,20190312,FH-05-12-20190312,100,,
FH,6,11,20180328,FH-06-11-20180328,88,,
FH,6,11,20180412,FH-06-11-20180412,100,,
FH,6,11,20180425,FH-06-11-20180425,31,,
FH,6,12,20180328,FH-06-12-20180328,100,,
FH,6,12,20180412,FH-06-12-20180412,100,,
FH,6,12,20180425,FH-06-12-20180425,29,,
FH,6,11,20190212,FH-06-11-20190212,29,,
FH,6,11,20190226,FH-06-11-20190226,5,,
FH,6,12,20190212,FH-06-12-20190212,50,,
FH,6,12,20190226,FH-06-12-20190226,7,,
FH,9,11,20180420,FH-09-11-20180420,3,,
FH,9,11,20180504,FH-09-11-20180504,88,,
FH,9,11,20180518,FH-09-11-20180518,7,,
FH,9,11,20180531,FH-09-11-20180531,6,,
FH,9,12,20180504,FH-09-12-20180504,68,,
FH,9,12,20180518,FH-09-12-20180518,20,,
FH,9,12,20180531,FH-09-12-20180531,6,,
FH,9,11,20190604,FH-09-11-20190604,1,,
FH,9,12,20190604,FH-09-12-20190604,4,,
FH,10,11,20180130,FH-10-11-20180130,3,,
FH,10,11,20180215,FH-10-11-20180215,7,True,
FH,10,11,20180301,FH-10-11-20180301,5,,
FH,10,12,20180130,FH-10-12-20180130,6,,
FH,10,12,20180215,FH-10-12-20180215,7,,
FH,10,12,20180301,FH-10-12-20180301,8,,
FH,11,11,20180430,FH-11-11-20180430,4,,
FH,11,11,20180515,FH-11-11-20180515,6,,
FH,11,12,20180430,FH-11-12-20180430,1,,
FH,11,12,20180515,FH-11-12-20180515,4,,
FH,11,12,20190508,FH-11-12-20190508,3,,
FH,12,12,20180427,FH-12-12-20180427,24,,
FH,12,12,20180511,FH-12-12-20180511,10,,
FH,12,12,20180525,FH-12-12-20180525,17,,
FH,12,12,20180606,FH-12-12-20180606,13,,
FH,12,12,20190412,FH-12-12-20190412,26,,
FH,12,12,20190430,FH-12-12-20190430,22,,
FH,12,12,20190514,FH-12-12-20190514,19,,
FH,13,11,20180405,FH-13-11-20180405,1,,
FH,13,11,20181103,FH-13-11-20181103,1,,
FH,13,11,20181128,FH-13-11-20181128,1,,
FH,13,12,20180321,FH-13-12-20180321,2,,
FH,13,12,20181103,FH-13-12-20181103,5,,
FH,13,12,20181128,FH-13-12-20181128,2,,
FH,13,11,20190107,FH-13-11-20190107,1,,
FH,13,11,20190122,FH-13-11-20190122,1,,
FH,13,11,20190208,FH-13-11-20190208,1,,
FH,13,12,20190122,FH-13-12-20190122,5,,
FH,13,12,20190208,FH-13-12-20190208,1,,
FH,13,12,20190222,FH-13-12-20190222,1,,
FH,23,11,20180522,FH-23-11-20180522,83,,
FH,23,11,20180531,FH-23-11-20180531,78,,
FH,23,11,20180609,FH-23-11-20180609,100,,
FH,23,12,20180522,FH-23-12-20180522,27,,
FH,23,12,20180531,FH-23-12-20180531,100,,
