,number_flowers_collected,site,plot,date,sampleid,year,month,day,to_skip,source,generation
2844,110.0,57,15,2018-04-25,MLFH571520180425,2018,4,25,,samples_records,1
2845,48.0,57,16,2018-04-25,MLFH571620180425,2018,4,25,,samples_records,1
2846,19.0,57,18,2018-04-25,MLFH571820180425,2018,4,25,,samples_records,1
2847,2.0,57,4,2018-04-11,MLFH570420180411,2018,4,11,,samples_records,1
2849,8.0,57,7,2018-04-11,MLFH570720180411,2018,4,11,,samples_records,1
2850,53.0,57,9,2018-04-11,MLFH570920180411,2018,4,11,,samples_records,1
2851,37.0,57,12,2018-04-11,MLFH571220180411,2018,4,11,,samples_records,1
2852,7.0,57,13,2018-04-11,MLFH571320180411,2018,4,11,,samples_records,1
2853,77.0,57,15,2018-04-11,MLFH571520180411,2018,4,11,,samples_records,1
2854,40.0,57,16,2018-04-11,MLFH571620180411,2018,4,11,,samples_records,1
2855,96.0,57,18,2018-04-11,MLFH571820180411,2018,4,11,,samples_records,1
2856,1.0,57,9,2018-03-28,MLFH570920180328,2018,3,28,,samples_records,1
2857,2.0,57,15,2018-03-28,MLFH571520180328,2018,3,28,,samples_records,1
2858,1.0,57,16,2018-03-28,MLFH571620180328,2018,3,28,,samples_records,1
2859,3.0,57,18,2018-03-28,MLFH571820180328,2018,3,28,,samples_records,1
0,1.0,45,4,2022-03-02,MLFH450420220302,2022,3,2,,samples,5
1,2.0,45,11,2022-03-02,MLFH451120220302,2022,3,2,,samples,5
2,1.0,45,4,2022-03-17,MLFH450420220317,2022,3,17,,samples,5
3,3.0,45,6,2022-03-17,MLFH450620220317,2022,3,17,,samples,5
4,2.0,45,3,2022-03-31,MLFH450320220331,2022,3,31,,samples,5
5,9.0,45,4,2022-03-31,MLFH450420220331,2022,3,31,,samples,5
6,6.0,45,6,2022-03-31,MLFH450620220331,2022,3,31,,samples,5
7,1.0,55,2,2022-04-12,MLFH550220220412,2022,4,12,,samples,5
8,2.0,55,4,2022-04-12,MLFH550420220412,2022,4,12,,samples,5
9,2.0,55,5,2022-04-12,MLFH550520220412,2022,4,12,,samples,5
10,11.0,55,7,2022-04-12,MLFH550720220412,2022,4,12,,samples,5
11,3.0,55,11,2022-04-12,MLFH551120220412,2022,4,12,,samples,5
12,43.0,27,1,2022-05-08,MLFH270120220508,2022,5,8,,samples,5
13,2.0,27,2,2022-05-08,MLFH270220220508,2022,5,8,,samples,5
14,11.0,27,3,2022-05-08,MLFH270320220508,2022,5,8,,samples,5
15,42.0,27,4,2022-05-08,MLFH270420220508,2022,5,8,,samples,5
16,1.0,27,5,2022-05-08,MLFH270520220508,2022,5,8,,samples,5
17,19.0,27,6,2022-05-08,MLFH270620220508,2022,5,8,,samples,5
18,3.0,27,7,2022-05-08,MLFH270720220508,2022,5,8,,samples,5
19,17.0,27,8,2022-05-08,MLFH270820220508,2022,5,8,,samples,5
20,3.0,27,9,2022-05-08,MLFH270920220508,2022,5,8,,samples,5
21,22.0,27,11,2022-05-08,MLFH271120220508,2022,5,8,,samples,5
22,8.0,27,1,2022-05-22,MLFH270120220522,2022,5,22,,samples,5
23,6.0,27,2,2022-05-22,MLFH270220220522,2022,5,22,,samples,5
24,12.0,27,3,2022-05-22,MLFH270320220522,2022,5,22,,samples,5
25,2.0,27,4,2022-05-22,MLFH270420220522,2022,5,22,,samples,5
26,1.0,27,5,2022-05-22,MLFH270520220522,2022,5,22,,samples,5
27,16.0,27,6,2022-05-22,MLFH270620220522,2022,5,22,,samples,5
28,3.0,27,7,2022-05-22,MLFH270720220522,2022,5,22,,samples,5
29,15.0,27,8,2022-05-22,MLFH270820220522,2022,5,22,,samples,5
30,25.0,27,9,2022-05-22,MLFH270920220522,2022,5,22,,samples,5
31,15.0,27,11,2022-05-22,MLFH271120220522,2022,5,22,,samples,5
32,1.0,27,12,2022-05-22,MLFH271220220522,2022,5,22,,samples,5
33,16.0,27,1,2022-06-04,MLFH270120220604,2022,6,4,,samples,5
34,5.0,27,2,2022-06-04,MLFH270220220604,2022,6,4,,samples,5
35,2.0,27,3,2022-06-04,MLFH270320220604,2022,6,4,,samples,5
36,43.0,27,4,2022-06-04,MLFH270420220604,2022,6,4,,samples,5
37,1.0,27,5,2022-06-04,MLFH270520220604,2022,6,4,,samples,5
38,14.0,27,6,2022-06-04,MLFH270620220604,2022,6,4,,samples,5
39,8.0,27,7,2022-06-04,MLFH270720220604,2022,6,4,,samples,5
40,23.0,27,8,2022-06-04,MLFH270820220604,2022,6,4,,samples,5
41,12.0,27,9,2022-06-04,MLFH270920220604,2022,6,4,,samples,5
42,28.0,27,11,2022-06-04,MLFH271120220604,2022,6,4,,samples,5
43,2.0,27,12,2022-06-04,MLFH271220220604,2022,6,4,,samples,5
44,1.0,57,16,2021-11-24,MLFH571620211124,2021,11,24,,samples,5
45,1.0,57,7,2022-04-19,MLFH570720220419,2022,4,19,,samples,5
46,3.0,57,9,2022-04-19,MLFH570920220419,2022,4,19,,samples,5
47,1.0,57,13,2022-04-19,MLFH571320220419,2022,4,19,,samples,5
48,3.0,57,16,2022-04-19,MLFH571620220419,2022,4,19,,samples,5
49,3.0,57,14,2022-04-19,MLFH571420220419,2022,4,19,,samples,5
50,1.0,57,4,2022-05-03,MLFH570420220503,2022,5,3,,samples,5
51,4.0,57,7,2022-05-03,MLFH570720220503,2022,5,3,,samples,5
52,5.0,57,9,2022-05-03,MLFH570920220503,2022,5,3,,samples,5
53,1.0,57,10,2022-05-03,MLFH571020220503,2022,5,3,,samples,5
54,1.0,57,13,2022-05-03,MLFH571320220503,2022,5,3,,samples,5
55,1.0,57,14,2022-05-03,MLFH571420220503,2022,5,3,,samples,5
56,2.0,57,16,2022-05-03,MLFH571620220503,2022,5,3,,samples,5
57,1.0,57,18,2022-05-03,MLFH571820220503,2022,5,3,,samples,5
58,34.0,46,1,2022-04-13,MLFH460120220413,2022,4,13,,samples,5
59,14.0,46,2,2022-04-13,MLFH460220220413,2022,4,13,,samples,5
60,12.0,46,3,2022-04-13,MLFH460320220413,2022,4,13,,samples,5
61,11.0,46,4,2022-04-13,MLFH460420220413,2022,4,13,,samples,5
62,40.0,46,6,2022-04-13,MLFH460620220413,2022,4,13,,samples,5
63,27.0,46,7,2022-04-13,MLFH460720220413,2022,4,13,,samples,5
64,12.0,46,8,2022-04-13,MLFH460820220413,2022,4,13,,samples,5
65,88.0,46,12,2022-04-13,MLFH461220220413,2022,4,13,,samples,5
66,24.0,46,1,2022-04-29,MLFH460120220429,2022,4,29,,samples,5
67,15.0,46,2,2022-04-29,MLFH460220220429,2022,4,29,,samples,5
68,21.0,46,3,2022-04-29,MLFH460320220429,2022,4,29,,samples,5
69,14.0,46,4,2022-04-29,MLFH460420220429,2022,4,29,,samples,5
70,6.0,46,5,2022-04-29,MLFH460520220429,2022,4,29,,samples,5
71,38.0,46,6,2022-04-29,MLFH460620220429,2022,4,29,,samples,5
72,24.0,46,7,2022-04-29,MLFH460720220429,2022,4,29,,samples,5
73,48.0,46,8,2022-04-29,MLFH460820220429,2022,4,29,,samples,5
74,2.0,46,9,2022-04-29,MLFH460920220429,2022,4,29,,samples,5
75,3.0,46,10,2022-04-29,MLFH461020220429,2022,4,29,,samples,5
76,16.0,46,11,2022-04-29,MLFH461120220429,2022,4,29,,samples,5
77,74.0,46,12,2022-04-29,MLFH461220220429,2022,4,29,,samples,5
78,9.0,42,1,2022-05-04,MLFH420120220504,2022,5,4,,samples,5
79,17.0,42,2,2022-05-04,MLFH420220220504,2022,5,4,,samples,5
80,11.0,42,3,2022-05-04,MLFH420320220504,2022,5,4,,samples,5
81,5.0,42,4,2022-05-04,MLFH420420220504,2022,5,4,,samples,5
82,9.0,42,5,2022-05-04,MLFH420520220504,2022,5,4,,samples,5
83,8.0,42,6,2022-05-04,MLFH420620220504,2022,5,4,,samples,5
84,41.0,42,7,2022-05-04,MLFH420720220504,2022,5,4,,samples,5
85,6.0,42,8,2022-05-04,MLFH420820220504,2022,5,4,,samples,5
86,16.0,42,9,2022-05-04,MLFH420920220504,2022,5,4,,samples,5
87,17.0,42,10,2022-05-04,MLFH421020220504,2022,5,4,,samples,5
88,25.0,42,11,2022-05-04,MLFH421120220504,2022,5,4,,samples,5
89,12.0,42,12,2022-05-04,MLFH421220220504,2022,5,4,,samples,5
90,1.0,55,1,2022-04-22,MLFH550120220422,2022,4,22,,samples,5
91,1.0,55,2,2022-04-22,MLFH550220220422,2022,4,22,,samples,5
92,0.0,55,3,2022-04-22,MLFH550320220422,2022,4,22,,samples,5
93,0.0,55,4,2022-04-22,MLFH550420220422,2022,4,22,,samples,5
94,0.0,55,5,2022-04-22,MLFH550520220422,2022,4,22,,samples,5
95,0.0,55,6,2022-04-22,MLFH550620220422,2022,4,22,,samples,5
96,5.0,55,7,2022-04-22,MLFH550720220422,2022,4,22,,samples,5
97,1.0,55,8,2022-04-22,MLFH550820220422,2022,4,22,,samples,5
98,0.0,55,9,2022-04-22,MLFH550920220422,2022,4,22,,samples,5
99,0.0,55,10,2022-04-22,MLFH551020220422,2022,4,22,,samples,5
100,1.0,55,11,2022-04-22,MLFH551120220422,2022,4,22,,samples,5
101,1.0,55,12,2022-04-22,MLFH551220220422,2022,4,22,,samples,5
102,2.0,4,1,2021-02-10,MLFH040120210210,2021,2,10,,samples,4
103,4.0,4,2,2021-02-10,MLFH040220210210,2021,2,10,,samples,4
104,13.0,4,3,2021-02-10,MLFH040320210210,2021,2,10,,samples,4
105,5.0,4,4,2021-02-10,MLFH040420210210,2021,2,10,,samples,4
106,100.0,4,5,2021-02-10,MLFH040520210210,2021,2,10,,samples,4
107,41.0,4,6,2021-02-10,MLFH040620210210,2021,2,10,,samples,4
108,9.0,4,7,2021-02-10,MLFH040720210210,2021,2,10,,samples,4
109,29.0,4,8,2021-02-10,MLFH040820210210,2021,2,10,,samples,4
110,24.0,4,9,2021-02-10,MLFH040920210210,2021,2,10,,samples,4
111,44.0,4,10,2021-02-10,MLFH041020210210,2021,2,10,,samples,4
112,48.0,4,11,2021-02-10,MLFH041120210210,2021,2,10,,samples,4
113,0.0,4,12,2021-02-10,MLFH041220210210,2021,2,10,,samples,4
114,30.0,45,8,2021-02-17,MLFH450820210217,2021,2,17,,samples,4
115,52.0,45,8,2021-03-03,MLFH450820210303,2021,3,3,,samples,4
116,14.0,45,8,2021-03-16,MLFH450820210316,2021,3,16,,samples,4
118,21.0,46,1,2021-03-31,MLFH460120210331,2021,3,31,,samples,4
119,56.0,46,2,2021-03-31,MLFH460220210331,2021,3,31,,samples,4
120,35.0,46,3,2021-03-31,MLFH460320210331,2021,3,31,,samples,4
121,36.0,46,4,2021-03-31,MLFH460420210331,2021,3,31,,samples,4
122,18.0,46,5,2021-03-31,MLFH460520210331,2021,3,31,,samples,4
123,26.0,46,6,2021-03-31,MLFH460620210331,2021,3,31,,samples,4
124,65.0,46,7,2021-03-31,MLFH460720210331,2021,3,31,,samples,4
125,55.0,46,8,2021-03-31,MLFH460820210331,2021,3,31,,samples,4
126,37.0,46,9,2021-03-31,MLFH460920210331,2021,3,31,,samples,4
127,13.0,46,10,2021-03-31,MLFH461020210331,2021,3,31,,samples,4
128,4.0,46,11,2021-03-31,MLFH461120210331,2021,3,31,,samples,4
129,45.0,46,12,2021-03-31,MLFH461220210331,2021,3,31,,samples,4
130,80.0,46,1,2021-04-14,MLFH460120210414,2021,4,14,,samples,4
131,57.0,46,2,2021-04-14,MLFH460220210414,2021,4,14,,samples,4
132,41.0,46,3,2021-04-14,MLFH460320210414,2021,4,14,,samples,4
133,37.0,46,4,2021-04-14,MLFH460420210414,2021,4,14,,samples,4
134,100.0,46,5,2021-04-14,MLFH460520210414,2021,4,14,,samples,4
135,65.0,46,6,2021-04-14,MLFH460620210414,2021,4,14,,samples,4
136,47.0,46,7,2021-04-14,MLFH460720210414,2021,4,14,,samples,4
137,100.0,46,8,2021-04-14,MLFH460820210414,2021,4,14,,samples,4
138,78.0,46,9,2021-04-14,MLFH460920210414,2021,4,14,,samples,4
139,100.0,46,10,2021-04-14,MLFH461020210414,2021,4,14,,samples,4
140,86.0,46,11,2021-04-14,MLFH461120210414,2021,4,14,,samples,4
141,100.0,46,12,2021-04-14,MLFH461220210414,2021,4,14,,samples,4
142,9.0,52,1,2021-03-31,MLFH520120210331,2021,3,31,,samples,4
143,0.0,52,2,2021-03-31,MLFH520220210331,2021,3,31,,samples,4
144,0.0,52,3,2021-03-31,MLFH520320210331,2021,3,31,,samples,4
145,0.0,52,4,2021-03-31,MLFH520420210331,2021,3,31,,samples,4
146,0.0,52,5,2021-03-31,MLFH520520210331,2021,3,31,,samples,4
147,0.0,52,6,2021-03-31,MLFH520620210331,2021,3,31,,samples,4
148,0.0,52,7,2021-03-31,MLFH520720210331,2021,3,31,,samples,4
149,0.0,52,8,2021-03-31,MLFH520820210331,2021,3,31,,samples,4
150,8.0,52,9,2021-03-31,MLFH520920210331,2021,3,31,,samples,4
151,2.0,52,10,2021-03-31,MLFH521020210331,2021,3,31,,samples,4
152,2.0,52,11,2021-03-31,MLFH521120210331,2021,3,31,,samples,4
153,0.0,52,12,2021-03-31,MLFH521220210331,2021,3,31,,samples,4
154,3.0,52,1,2021-04-09,MLFH520120210409,2021,4,9,,samples,4
155,0.0,52,2,2021-04-09,MLFH520220210409,2021,4,9,,samples,4
156,15.0,52,3,2021-04-09,MLFH520320210409,2021,4,9,,samples,4
157,2.0,52,4,2021-04-09,MLFH520420210409,2021,4,9,,samples,4
158,1.0,52,5,2021-04-09,MLFH520520210409,2021,4,9,,samples,4
159,0.0,52,6,2021-04-09,MLFH520620210409,2021,4,9,,samples,4
160,40.0,52,7,2021-04-09,MLFH520720210409,2021,4,9,,samples,4
161,0.0,52,8,2021-04-09,MLFH520820210409,2021,4,9,,samples,4
162,30.0,52,9,2021-04-09,MLFH520920210409,2021,4,9,,samples,4
163,8.0,52,10,2021-04-09,MLFH521020210409,2021,4,9,,samples,4
164,6.0,52,11,2021-04-09,MLFH521120210409,2021,4,9,,samples,4
165,0.0,52,12,2021-04-09,MLFH521220210409,2021,4,9,,samples,4
166,4.0,52,1,2021-04-15,MLFH520120210415,2021,4,15,,samples,4
167,0.0,52,2,2021-04-15,MLFH520220210415,2021,4,15,,samples,4
168,45.0,52,3,2021-04-15,MLFH520320210415,2021,4,15,,samples,4
169,12.0,52,4,2021-04-15,MLFH520420210415,2021,4,15,,samples,4
170,2.0,52,5,2021-04-15,MLFH520520210415,2021,4,15,,samples,4
171,0.0,52,6,2021-04-15,MLFH520620210415,2021,4,15,,samples,4
172,70.0,52,7,2021-04-15,MLFH520720210415,2021,4,15,,samples,4
173,0.0,52,8,2021-04-15,MLFH520820210415,2021,4,15,,samples,4
174,80.0,52,9,2021-04-15,MLFH520920210415,2021,4,15,,samples,4
175,7.0,52,10,2021-04-15,MLFH521020210415,2021,4,15,,samples,4
176,18.0,52,11,2021-04-15,MLFH521120210415,2021,4,15,,samples,4
177,0.0,52,12,2021-04-15,MLFH521220210415,2021,4,15,,samples,4
178,81.0,46,1,2021-04-28,MLFH460120210428,2021,4,28,,samples,4
179,39.0,46,2,2021-04-28,MLFH460220210428,2021,4,28,,samples,4
180,59.0,46,3,2021-04-28,MLFH460320210428,2021,4,28,,samples,4
181,36.0,46,4,2021-04-28,MLFH460420210428,2021,4,28,,samples,4
182,100.0,46,5,2021-04-28,MLFH460520210428,2021,4,28,,samples,4
183,76.0,46,6,2021-04-28,MLFH460620210428,2021,4,28,,samples,4
184,55.0,46,7,2021-04-28,MLFH460720210428,2021,4,28,,samples,4
185,86.0,46,8,2021-04-28,MLFH460820210428,2021,4,28,,samples,4
186,100.0,46,9,2021-04-28,MLFH460920210428,2021,4,28,,samples,4
187,46.0,46,10,2021-04-28,MLFH461020210428,2021,4,28,,samples,4
188,100.0,46,11,2021-04-28,MLFH461120210428,2021,4,28,,samples,4
189,100.0,46,12,2021-04-28,MLFH461220210428,2021,4,28,,samples,4
190,1.0,27,1,2021-05-01,MLFH270120210501,2021,5,1,,samples,4
191,2.0,27,2,2021-05-01,MLFH270220210501,2021,5,1,,samples,4
192,14.0,27,3,2021-05-01,MLFH270320210501,2021,5,1,,samples,4
193,10.0,27,4,2021-05-01,MLFH270420210501,2021,5,1,,samples,4
194,1.0,27,6,2021-05-01,MLFH270620210501,2021,5,1,,samples,4
195,2.0,27,7,2021-05-01,MLFH270720210501,2021,5,1,,samples,4
196,2.0,27,8,2021-05-01,MLFH270820210501,2021,5,1,,samples,4
197,1.0,27,9,2021-05-01,MLFH270920210501,2021,5,1,,samples,4
198,2.0,27,11,2021-05-01,MLFH271120210501,2021,5,1,,samples,4
199,2.0,27,12,2021-05-01,MLFH271220210501,2021,5,1,,samples,4
200,1.0,27,1,2021-05-13,MLFH270120210513,2021,5,13,,samples,4
201,3.0,27,2,2021-05-13,MLFH270220210513,2021,5,13,,samples,4
202,5.0,27,3,2021-05-13,MLFH270320210513,2021,5,13,,samples,4
203,20.0,27,4,2021-05-13,MLFH270420210513,2021,5,13,,samples,4
204,3.0,27,5,2021-05-13,MLFH270520210513,2021,5,13,,samples,4
205,1.0,27,6,2021-05-13,MLFH270620210513,2021,5,13,,samples,4
206,5.0,27,7,2021-05-13,MLFH270720210513,2021,5,13,,samples,4
207,5.0,27,8,2021-05-13,MLFH270820210513,2021,5,13,,samples,4
208,7.0,27,9,2021-05-13,MLFH270920210513,2021,5,13,,samples,4
209,1.0,27,10,2021-05-13,MLFH271020210513,2021,5,13,,samples,4
210,17.0,27,11,2021-05-13,MLFH271120210513,2021,5,13,,samples,4
211,17.0,27,12,2021-05-13,MLFH271220210513,2021,5,13,,samples,4
212,31.0,46,1,2021-05-12,MLFH460120210512,2021,5,12,,samples,4
213,37.0,46,2,2021-05-12,MLFH460220210512,2021,5,12,,samples,4
214,36.0,46,3,2021-05-12,MLFH460320210512,2021,5,12,,samples,4
215,8.0,46,4,2021-05-12,MLFH460420210512,2021,5,12,,samples,4
216,21.0,46,5,2021-05-12,MLFH460520210512,2021,5,12,,samples,4
217,44.0,46,6,2021-05-12,MLFH460620210512,2021,5,12,,samples,4
218,29.0,46,7,2021-05-12,MLFH460720210512,2021,5,12,,samples,4
219,33.0,46,8,2021-05-12,MLFH460820210512,2021,5,12,,samples,4
220,38.0,46,9,2021-05-12,MLFH460920210512,2021,5,12,,samples,4
221,27.0,46,10,2021-05-12,MLFH461020210512,2021,5,12,,samples,4
222,62.0,46,11,2021-05-12,MLFH461120210512,2021,5,12,,samples,4
223,61.0,46,12,2021-05-12,MLFH461220210512,2021,5,12,,samples,4
224,4.0,43,1,2021-03-01,MLFH430120210301,2021,3,1,,samples,4
225,0.0,43,2,2021-03-01,MLFH430220210301,2021,3,1,,samples,4
226,0.0,43,3,2021-03-01,MLFH430320210301,2021,3,1,,samples,4
227,0.0,43,4,2021-03-01,MLFH430420210301,2021,3,1,,samples,4
228,0.0,43,5,2021-03-01,MLFH430520210301,2021,3,1,,samples,4
229,0.0,43,6,2021-03-01,MLFH430620210301,2021,3,1,,samples,4
230,0.0,43,7,2021-03-01,MLFH430720210301,2021,3,1,,samples,4
231,0.0,43,8,2021-03-01,MLFH430820210301,2021,3,1,,samples,4
232,0.0,43,9,2021-03-01,MLFH430920210301,2021,3,1,,samples,4
233,0.0,43,10,2021-03-01,MLFH431020210301,2021,3,1,,samples,4
234,0.0,43,11,2021-03-01,MLFH431120210301,2021,3,1,,samples,4
235,0.0,43,12,2021-03-01,MLFH431220210301,2021,3,1,,samples,4
236,2.0,43,1,2021-03-18,MLFH430120210318,2021,3,18,,samples,4
237,0.0,43,2,2021-03-18,MLFH430220210318,2021,3,18,,samples,4
238,0.0,43,3,2021-03-18,MLFH430320210318,2021,3,18,,samples,4
239,0.0,43,4,2021-03-18,MLFH430420210318,2021,3,18,,samples,4
240,0.0,43,5,2021-03-18,MLFH430520210318,2021,3,18,,samples,4
241,0.0,43,6,2021-03-18,MLFH430620210318,2021,3,18,,samples,4
242,0.0,43,7,2021-03-18,MLFH430720210318,2021,3,18,,samples,4
243,0.0,43,8,2021-03-18,MLFH430820210318,2021,3,18,,samples,4
244,0.0,43,9,2021-03-18,MLFH430920210318,2021,3,18,,samples,4
245,0.0,43,10,2021-03-18,MLFH431020210318,2021,3,18,,samples,4
246,0.0,43,11,2021-03-18,MLFH431120210318,2021,3,18,,samples,4
247,0.0,43,12,2021-03-18,MLFH431220210318,2021,3,18,,samples,4
248,8.0,43,1,2021-04-02,MLFH430120210402,2021,4,2,,samples,4
249,0.0,43,2,2021-04-02,MLFH430220210402,2021,4,2,,samples,4
250,1.0,43,3,2021-04-02,MLFH430320210402,2021,4,2,,samples,4
251,0.0,43,4,2021-04-02,MLFH430420210402,2021,4,2,,samples,4
252,0.0,43,5,2021-04-02,MLFH430520210402,2021,4,2,,samples,4
253,1.0,43,6,2021-04-02,MLFH430620210402,2021,4,2,,samples,4
254,0.0,43,7,2021-04-02,MLFH430720210402,2021,4,2,,samples,4
255,0.0,43,8,2021-04-02,MLFH430820210402,2021,4,2,,samples,4
256,0.0,43,9,2021-04-02,MLFH430920210402,2021,4,2,,samples,4
257,0.0,43,10,2021-04-02,MLFH431020210402,2021,4,2,,samples,4
258,0.0,43,11,2021-04-02,MLFH431120210402,2021,4,2,,samples,4
259,0.0,43,12,2021-04-02,MLFH431220210402,2021,4,2,,samples,4
260,4.0,43,1,2021-04-16,MLFH430120210416,2021,4,16,,samples,4
261,0.0,43,2,2021-04-16,MLFH430220210416,2021,4,16,,samples,4
262,11.0,43,3,2021-04-16,MLFH430320210416,2021,4,16,,samples,4
263,0.0,43,4,2021-04-16,MLFH430420210416,2021,4,16,,samples,4
264,0.0,43,5,2021-04-16,MLFH430520210416,2021,4,16,,samples,4
265,1.0,43,6,2021-04-16,MLFH430620210416,2021,4,16,,samples,4
266,0.0,43,7,2021-04-16,MLFH430720210416,2021,4,16,,samples,4
267,0.0,43,8,2021-04-16,MLFH430820210416,2021,4,16,,samples,4
268,0.0,43,9,2021-04-16,MLFH430920210416,2021,4,16,,samples,4
269,0.0,43,10,2021-04-16,MLFH431020210416,2021,4,16,,samples,4
270,0.0,43,11,2021-04-16,MLFH431120210416,2021,4,16,,samples,4
271,1.0,43,12,2021-04-16,MLFH431220210416,2021,4,16,,samples,4
272,1.0,27,1,2021-05-29,MLFH270120210529,2021,5,29,,samples,4
273,1.0,27,2,2021-05-29,MLFH270220210529,2021,5,29,,samples,4
274,4.0,27,3,2021-05-29,MLFH270320210529,2021,5,29,,samples,4
275,7.0,27,4,2021-05-29,MLFH270420210529,2021,5,29,,samples,4
276,1.0,27,6,2021-05-29,MLFH270620210529,2021,5,29,,samples,4
277,9.0,27,7,2021-05-29,MLFH270720210529,2021,5,29,,samples,4
278,2.0,27,8,2021-05-29,MLFH270820210529,2021,5,29,,samples,4
279,2.0,27,9,2021-05-29,MLFH270920210529,2021,5,29,,samples,4
280,1.0,27,10,2021-05-29,MLFH271020210529,2021,5,29,,samples,4
281,12.0,27,11,2021-05-29,MLFH271120210529,2021,5,29,,samples,4
282,1.0,27,12,2021-05-29,MLFH271220210529,2021,5,29,,samples,4
283,0.0,55,1,2021-03-10,MLFH550120210310,2021,3,10,,samples,4
284,22.0,55,2,2021-03-10,MLFH550220210310,2021,3,10,,samples,4
285,7.0,55,3,2021-03-10,MLFH550320210310,2021,3,10,,samples,4
286,22.0,55,4,2021-03-10,MLFH550420210310,2021,3,10,,samples,4
287,0.0,55,5,2021-03-10,MLFH550520210310,2021,3,10,,samples,4
288,26.0,55,6,2021-03-10,MLFH550620210310,2021,3,10,,samples,4
289,0.0,55,7,2021-03-10,MLFH550720210310,2021,3,10,,samples,4
290,20.0,55,8,2021-03-10,MLFH550820210310,2021,3,10,,samples,4
291,0.0,55,9,2021-03-10,MLFH550920210310,2021,3,10,,samples,4
292,0.0,55,10,2021-03-10,MLFH551020210310,2021,3,10,,samples,4
293,0.0,55,11,2021-03-10,MLFH551120210310,2021,3,10,,samples,4
294,24.0,55,12,2021-03-10,MLFH551220210310,2021,3,10,,samples,4
295,5.0,55,1,2021-03-29,MLFH550120210329,2021,3,29,,samples,4
296,72.0,55,2,2021-03-29,MLFH550220210329,2021,3,29,,samples,4
297,22.0,55,3,2021-03-29,MLFH550320210329,2021,3,29,,samples,4
298,100.0,55,4,2021-03-29,MLFH550420210329,2021,3,29,,samples,4
299,20.0,55,5,2021-03-29,MLFH550520210329,2021,3,29,,samples,4
300,86.0,55,6,2021-03-29,MLFH550620210329,2021,3,29,,samples,4
301,16.0,55,7,2021-03-29,MLFH550720210329,2021,3,29,,samples,4
302,93.0,55,8,2021-03-29,MLFH550820210329,2021,3,29,,samples,4
303,1.0,55,9,2021-03-29,MLFH550920210329,2021,3,29,,samples,4
304,23.0,55,10,2021-03-29,MLFH551020210329,2021,3,29,,samples,4
305,14.0,55,11,2021-03-29,MLFH551120210329,2021,3,29,,samples,4
306,83.0,55,12,2021-03-29,MLFH551220210329,2021,3,29,,samples,4
307,0.0,55,1,2021-04-15,MLFH550120210415,2021,4,15,,samples,4
308,12.0,55,2,2021-04-15,MLFH550220210415,2021,4,15,,samples,4
309,0.0,55,3,2021-04-15,MLFH550320210415,2021,4,15,,samples,4
310,0.0,55,4,2021-04-15,MLFH550420210415,2021,4,15,,samples,4
311,0.0,55,5,2021-04-15,MLFH550520210415,2021,4,15,,samples,4
312,0.0,55,6,2021-04-15,MLFH550620210415,2021,4,15,,samples,4
313,22.0,55,7,2021-04-15,MLFH550720210415,2021,4,15,,samples,4
314,37.0,55,8,2021-04-15,MLFH550820210415,2021,4,15,,samples,4
315,0.0,55,9,2021-04-15,MLFH550920210415,2021,4,15,,samples,4
316,0.0,55,10,2021-04-15,MLFH551020210415,2021,4,15,,samples,4
317,11.0,55,11,2021-04-15,MLFH551120210415,2021,4,15,,samples,4
318,10.0,55,12,2021-04-15,MLFH551220210415,2021,4,15,,samples,4
319,0.0,55,1,2021-05-04,MLFH550120210504,2021,5,4,,samples,4
320,11.0,55,2,2021-05-04,MLFH550220210504,2021,5,4,,samples,4
321,0.0,55,3,2021-05-04,MLFH550320210504,2021,5,4,,samples,4
322,11.0,55,4,2021-05-04,MLFH550420210504,2021,5,4,,samples,4
323,0.0,55,5,2021-05-04,MLFH550520210504,2021,5,4,,samples,4
324,0.0,55,6,2021-05-04,MLFH550620210504,2021,5,4,,samples,4
325,22.0,55,7,2021-05-04,MLFH550720210504,2021,5,4,,samples,4
326,25.0,55,8,2021-05-04,MLFH550820210504,2021,5,4,,samples,4
327,0.0,55,9,2021-05-04,MLFH550920210504,2021,5,4,,samples,4
328,9.0,55,10,2021-05-04,MLFH551020210504,2021,5,4,,samples,4
329,0.0,55,11,2021-05-04,MLFH551120210504,2021,5,4,,samples,4
330,25.0,55,12,2021-05-04,MLFH551220210504,2021,5,4,,samples,4
331,0.0,55,1,2021-05-26,MLFH550120210526,2021,5,26,,samples,4
332,15.0,55,2,2021-05-26,MLFH550220210526,2021,5,26,,samples,4
333,0.0,55,3,2021-05-26,MLFH550320210526,2021,5,26,,samples,4
334,53.0,55,4,2021-05-26,MLFH550420210526,2021,5,26,,samples,4
335,11.0,55,5,2021-05-26,MLFH550520210526,2021,5,26,,samples,4
336,0.0,55,6,2021-05-26,MLFH550620210526,2021,5,26,,samples,4
337,37.0,55,7,2021-05-26,MLFH550720210526,2021,5,26,,samples,4
338,17.0,55,8,2021-05-26,MLFH550820210526,2021,5,26,,samples,4
339,0.0,55,9,2021-05-26,MLFH550920210526,2021,5,26,,samples,4
340,10.0,55,10,2021-05-26,MLFH551020210526,2021,5,26,,samples,4
341,18.0,55,11,2021-05-26,MLFH551120210526,2021,5,26,,samples,4
