,number_flowers_collected,site,plot,date,sampleid,year,month,day,to_skip,source,generation
117,1.0,13,8,2021-03-12,MLFH130820210312,2021,3,12,,samples_records,4
422,1.0,1,1,2020-03-23,MLFH010120200323,2020,3,23,,samples_records,3
426,6.0,1,5,2020-03-23,MLFH010520200323,2020,3,23,,samples_records,3
427,4.0,1,6,2020-03-23,MLFH010620200323,2020,3,23,,samples_records,3
428,44.0,1,7,2020-03-23,MLFH010720200323,2020,3,23,,samples_records,3
430,1.0,1,9,2020-03-23,MLFH010920200323,2020,3,23,,samples_records,3
432,90.0,1,11,2020-03-23,MLFH011120200323,2020,3,23,,samples_records,3
433,5.0,1,12,2020-03-23,MLFH011220200323,2020,3,23,,samples_records,3
434,6.0,1,1,2020-04-06,MLFH010120200406,2020,4,6,,samples_records,3
437,2.0,1,4,2020-04-06,MLFH010420200406,2020,4,6,,samples_records,3
438,35.0,1,5,2020-04-06,MLFH010520200406,2020,4,6,,samples_records,3
439,15.0,1,6,2020-04-06,MLFH010620200406,2020,4,6,,samples_records,3
440,41.0,1,7,2020-04-06,MLFH010720200406,2020,4,6,,samples_records,3
441,7.0,1,8,2020-04-06,MLFH010820200406,2020,4,6,,samples_records,3
442,4.0,1,9,2020-04-06,MLFH010920200406,2020,4,6,,samples_records,3
443,3.0,1,10,2020-04-06,MLFH011020200406,2020,4,6,,samples_records,3
444,100.0,1,11,2020-04-06,MLFH011120200406,2020,4,6,,samples_records,3
445,23.0,1,12,2020-04-06,MLFH011220200406,2020,4,6,,samples_records,3
446,5.0,1,1,2020-04-20,MLFH010120200420,2020,4,20,,samples_records,3
449,6.0,1,4,2020-04-20,MLFH010420200420,2020,4,20,,samples_records,3
450,20.0,1,5,2020-04-20,MLFH010520200420,2020,4,20,,samples_records,3
451,12.0,1,6,2020-04-20,MLFH010620200420,2020,4,20,,samples_records,3
452,10.0,1,7,2020-04-20,MLFH010720200420,2020,4,20,,samples_records,3
453,1.0,1,8,2020-04-20,MLFH010820200420,2020,4,20,,samples_records,3
454,8.0,1,9,2020-04-20,MLFH010920200420,2020,4,20,,samples_records,3
455,1.0,1,10,2020-04-20,MLFH011020200420,2020,4,20,,samples_records,3
456,32.0,1,11,2020-04-20,MLFH011120200420,2020,4,20,,samples_records,3
457,13.0,1,12,2020-04-20,MLFH011220200420,2020,4,20,,samples_records,3
458,6.0,1,1,2020-05-04,MLFH010120200504,2020,5,4,,samples_records,3
461,7.0,1,4,2020-05-04,MLFH010420200504,2020,5,4,,samples_records,3
462,7.0,1,5,2020-05-04,MLFH010520200504,2020,5,4,,samples_records,3
463,7.0,1,6,2020-05-04,MLFH010620200504,2020,5,4,,samples_records,3
464,9.0,1,7,2020-05-04,MLFH010720200504,2020,5,4,,samples_records,3
466,3.0,1,9,2020-05-04,MLFH010920200504,2020,5,4,,samples_records,3
468,17.0,1,11,2020-05-04,MLFH011120200504,2020,5,4,,samples_records,3
469,2.0,1,12,2020-05-04,MLFH011220200504,2020,5,4,,samples_records,3
470,6.0,1,1,2020-05-18,MLFH010120200518,2020,5,18,,samples_records,3
473,5.0,1,4,2020-05-18,MLFH010420200518,2020,5,18,,samples_records,3
474,4.0,1,5,2020-05-18,MLFH010520200518,2020,5,18,,samples_records,3
475,6.0,1,6,2020-05-18,MLFH010620200518,2020,5,18,,samples_records,3
476,9.0,1,7,2020-05-18,MLFH010720200518,2020,5,18,,samples_records,3
478,4.0,1,9,2020-05-18,MLFH010920200518,2020,5,18,,samples_records,3
480,23.0,1,11,2020-05-18,MLFH011120200518,2020,5,18,,samples_records,3
481,4.0,1,12,2020-05-18,MLFH011220200518,2020,5,18,,samples_records,3
484,40.0,4,1,2020-02-06,MLFH040120200206,2020,2,6,,samples_records,3
485,50.0,4,2,2020-02-12,MLFH040220200212,2020,2,12,,samples_records,3
486,30.0,4,3,2020-02-06,MLFH040320200206,2020,2,6,,samples_records,3
488,80.0,4,5,2020-02-06,MLFH040520200206,2020,2,6,,samples_records,3
489,43.0,4,6,2020-02-06,MLFH040620200206,2020,2,6,,samples_records,3
490,17.0,4,7,2020-02-12,MLFH040720200212,2020,2,12,,samples_records,3
491,24.0,4,8,2020-02-12,MLFH040820200212,2020,2,12,,samples_records,3
492,17.0,4,9,2020-02-06,MLFH040920200206,2020,2,6,,samples_records,3
493,20.0,4,10,2020-02-06,MLFH041020200206,2020,2,6,,samples_records,3
494,11.0,4,11,2020-02-12,MLFH041120200212,2020,2,12,,samples_records,3
495,10.0,4,12,2020-02-12,MLFH041220200212,2020,2,12,,samples_records,3
496,105.0,5,1,2020-02-07,MLFH050120200207,2020,2,7,,samples_records,3
497,60.0,5,2,2020-02-07,MLFH050220200207,2020,2,7,,samples_records,3
498,30.0,5,3,2020-02-07,MLFH050320200207,2020,2,7,,samples_records,3
499,103.0,5,4,2020-02-07,MLFH050420200207,2020,2,7,,samples_records,3
500,103.0,5,5,2020-02-07,MLFH050520200207,2020,2,7,,samples_records,3
501,110.0,5,6,2020-02-07,MLFH050620200207,2020,2,7,,samples_records,3
502,30.0,5,7,2020-02-07,MLFH050720200207,2020,2,7,,samples_records,3
503,105.0,5,8,2020-02-07,MLFH050820200207,2020,2,7,,samples_records,3
504,105.0,5,9,2020-02-07,MLFH050920200207,2020,2,7,,samples_records,3
505,105.0,5,10,2020-02-07,MLFH051020200207,2020,2,7,,samples_records,3
506,36.0,5,11,2020-02-07,MLFH051120200207,2020,2,7,,samples_records,3
507,37.0,5,12,2020-02-07,MLFH051220200207,2020,2,7,,samples_records,3
508,105.0,5,1,2020-02-24,MLFH050120200224,2020,2,24,,samples_records,3
509,105.0,5,2,2020-02-24,MLFH050220200224,2020,2,24,,samples_records,3
510,42.0,5,3,2020-02-24,MLFH050320200224,2020,2,24,,samples_records,3
511,106.0,5,4,2020-02-24,MLFH050420200224,2020,2,24,,samples_records,3
512,100.0,5,5,2020-02-24,MLFH050520200224,2020,2,24,,samples_records,3
513,105.0,5,6,2020-02-24,MLFH050620200224,2020,2,24,,samples_records,3
514,30.0,5,7,2020-02-24,MLFH050720200224,2020,2,24,,samples_records,3
515,105.0,5,8,2020-02-24,MLFH050820200224,2020,2,24,,samples_records,3
516,105.0,5,9,2020-02-24,MLFH050920200224,2020,2,24,,samples_records,3
517,105.0,5,10,2020-02-24,MLFH051020200224,2020,2,24,,samples_records,3
518,105.0,5,11,2020-02-24,MLFH051120200224,2020,2,24,,samples_records,3
519,64.0,5,12,2020-02-24,MLFH051220200224,2020,2,24,,samples_records,3
520,105.0,5,1,2020-03-12,MLFH050120200312,2020,3,12,,samples_records,3
521,105.0,5,2,2020-03-12,MLFH050220200312,2020,3,12,,samples_records,3
522,100.0,5,3,2020-03-12,MLFH050320200312,2020,3,12,,samples_records,3
523,105.0,5,4,2020-03-12,MLFH050420200312,2020,3,12,,samples_records,3
524,105.0,5,5,2020-03-12,MLFH050520200312,2020,3,12,,samples_records,3
525,103.0,5,6,2020-03-12,MLFH050620200312,2020,3,12,,samples_records,3
526,62.0,5,7,2020-03-12,MLFH050720200312,2020,3,12,,samples_records,3
527,105.0,5,8,2020-03-12,MLFH050820200312,2020,3,12,,samples_records,3
528,105.0,5,9,2020-03-12,MLFH050920200312,2020,3,12,,samples_records,3
529,105.0,5,10,2020-03-12,MLFH051020200312,2020,3,12,,samples_records,3
530,105.0,5,11,2020-03-12,MLFH051120200312,2020,3,12,,samples_records,3
531,88.0,5,12,2020-03-12,MLFH051220200312,2020,3,12,,samples_records,3
532,23.0,11,1,2020-04-02,MLFH110120200402,2020,4,2,,samples_records,3
533,1.0,11,3,2020-04-02,MLFH110320200402,2020,4,2,,samples_records,3
534,1.0,11,5,2020-04-02,MLFH110520200402,2020,4,2,,samples_records,3
535,18.0,11,1,2020-04-17,MLFH110120200417,2020,4,17,,samples_records,3
536,1.0,11,3,2020-04-17,MLFH110320200417,2020,4,17,,samples_records,3
537,2.0,11,6,2020-04-17,MLFH110620200417,2020,4,17,,samples_records,3
538,17.0,11,1,2020-05-01,MLFH110120200501,2020,5,1,,samples_records,3
539,2.0,11,3,2020-05-01,MLFH110320200501,2020,5,1,,samples_records,3
540,3.0,11,1,2020-05-13,MLFH110120200513,2020,5,13,,samples_records,3
541,1.0,11,3,2020-05-13,MLFH110320200513,2020,5,13,,samples_records,3
542,1.0,27,1,2020-05-05,MLFH270120200505,2020,5,5,,samples_records,3
543,1.0,27,4,2020-05-05,MLFH270420200505,2020,5,5,,samples_records,3
544,1.0,27,7,2020-05-05,MLFH270720200505,2020,5,5,,samples_records,3
545,2.0,27,8,2020-05-05,MLFH270820200505,2020,5,5,,samples_records,3
546,1.0,27,10,2020-05-05,MLFH271020200505,2020,5,5,,samples_records,3
547,2.0,27,11,2020-05-05,MLFH271120200505,2020,5,5,,samples_records,3
548,2.0,27,12,2020-05-05,MLFH271220200505,2020,5,5,,samples_records,3
549,5.0,27,7,2020-06-09,MLFH270720200609,2020,6,9,,samples_records,3
550,1.0,27,8,2020-06-09,MLFH270820200609,2020,6,9,,samples_records,3
551,1.0,27,9,2020-06-09,MLFH270920200609,2020,6,9,,samples_records,3
552,1.0,27,10,2020-06-09,MLFH271020200609,2020,6,9,,samples_records,3
553,1.0,27,11,2020-06-09,MLFH271120200609,2020,6,9,,samples_records,3
554,6.0,27,12,2020-06-09,MLFH271220200609,2020,6,9,,samples_records,3
555,1.0,27,6,2020-06-23,MLFH270620200623,2020,6,23,,samples_records,3
556,1.0,27,8,2020-06-23,MLFH270820200623,2020,6,23,,samples_records,3
557,3.0,27,11,2020-06-23,MLFH271120200623,2020,6,23,,samples_records,3
558,7.0,27,12,2020-06-23,MLFH271220200623,2020,6,23,,samples_records,3
559,1.0,28,2,2020-01-16,MLFH280220200116,2020,1,16,,samples_records,3
560,3.0,28,9,2020-01-16,MLFH280920200116,2020,1,16,,samples_records,3
561,21.0,28,12,2020-01-16,MLFH281220200116,2020,1,16,,samples_records,3
562,2.0,28,1,2020-01-30,MLFH280120200130,2020,1,30,,samples_records,3
563,1.0,28,2,2020-01-30,MLFH280220200130,2020,1,30,,samples_records,3
564,8.0,28,9,2020-01-30,MLFH280920200130,2020,1,30,,samples_records,3
565,30.0,28,12,2020-01-30,MLFH281220200130,2020,1,30,,samples_records,3
566,1.0,28,14,2020-01-30,MLFH281420200130,2020,1,30,,samples_records,3
567,2.0,28,16,2020-01-30,MLFH281620200130,2020,1,30,,samples_records,3
568,3.0,28,17,2020-01-30,MLFH281720200130,2020,1,30,,samples_records,3
569,2.0,28,1,2020-02-14,MLFH280120200214,2020,2,14,,samples_records,3
570,4.0,28,4,2020-02-14,MLFH280420200214,2020,2,14,,samples_records,3
571,2.0,28,6,2020-02-14,MLFH280620200214,2020,2,14,,samples_records,3
572,7.0,28,9,2020-02-14,MLFH280920200214,2020,2,14,,samples_records,3
573,98.0,28,12,2020-02-17,MLFH281220200217,2020,2,17,,samples_records,3
574,10.0,28,13,2020-02-17,MLFH281320200217,2020,2,17,,samples_records,3
575,6.0,28,14,2020-02-17,MLFH281420200217,2020,2,17,,samples_records,3
576,6.0,28,15,2020-02-17,MLFH281520200217,2020,2,17,,samples_records,3
577,12.0,28,16,2020-02-17,MLFH281620200217,2020,2,17,,samples_records,3
578,7.0,28,17,2020-02-17,MLFH281720200217,2020,2,17,,samples_records,3
579,4.0,28,2,2020-03-02,MLFH280220200302,2020,3,2,,samples_records,3
580,12.0,28,3,2020-03-02,MLFH280320200302,2020,3,2,,samples_records,3
581,4.0,28,4,2020-03-02,MLFH280420200302,2020,3,2,,samples_records,3
582,12.0,28,6,2020-03-02,MLFH280620200302,2020,3,2,,samples_records,3
583,38.0,28,9,2020-03-02,MLFH280920200302,2020,3,2,,samples_records,3
584,8.0,28,10,2020-03-05,MLFH281020200305,2020,3,5,,samples_records,3
585,100.0,28,12,2020-03-05,MLFH281220200305,2020,3,5,,samples_records,3
586,26.0,28,13,2020-03-05,MLFH281320200305,2020,3,5,,samples_records,3
587,8.0,28,14,2020-03-05,MLFH281420200305,2020,3,5,,samples_records,3
588,22.0,28,15,2020-03-05,MLFH281520200305,2020,3,5,,samples_records,3
589,48.0,28,16,2020-03-05,MLFH281620200305,2020,3,5,,samples_records,3
590,22.0,28,17,2020-03-05,MLFH281720200305,2020,3,5,,samples_records,3
591,19.0,28,18,2020-03-05,MLFH281820200305,2020,3,5,,samples_records,3
592,8.0,32,1,2020-01-17,MLFH320120200117,2020,1,17,,samples_records,3
593,18.0,32,2,2020-01-17,MLFH320220200117,2020,1,17,,samples_records,3
594,9.0,32,3,2020-01-17,MLFH320320200117,2020,1,17,,samples_records,3
595,2.0,32,4,2020-01-17,MLFH320420200117,2020,1,17,,samples_records,3
596,2.0,32,6,2020-01-17,MLFH320620200117,2020,1,17,,samples_records,3
597,25.0,32,1,2020-01-31,MLFH320120200131,2020,1,31,,samples_records,3
598,80.0,32,2,2020-01-31,MLFH320220200131,2020,1,31,,samples_records,3
599,32.0,32,3,2020-01-31,MLFH320320200131,2020,1,31,,samples_records,3
600,3.0,32,4,2020-01-31,MLFH320420200131,2020,1,31,,samples_records,3
601,10.0,32,6,2020-01-31,MLFH320620200131,2020,1,31,,samples_records,3
602,1.0,32,7,2020-01-31,MLFH320720200131,2020,1,31,,samples_records,3
603,1.0,32,10,2020-01-31,MLFH321020200131,2020,1,31,,samples_records,3
604,1.0,32,11,2020-01-31,MLFH321120200131,2020,1,31,,samples_records,3
605,3.0,32,12,2020-01-31,MLFH321220200131,2020,1,31,,samples_records,3
606,41.0,32,1,2020-02-14,MLFH320120200214,2020,2,14,,samples_records,3
607,100.0,32,2,2020-02-14,MLFH320220200214,2020,2,14,,samples_records,3
608,84.0,32,3,2020-02-14,MLFH320320200214,2020,2,14,,samples_records,3
609,15.0,32,4,2020-02-14,MLFH320420200214,2020,2,14,,samples_records,3
610,8.0,32,6,2020-02-14,MLFH320620200214,2020,2,14,,samples_records,3
611,1.0,32,10,2020-02-14,MLFH321020200214,2020,2,14,,samples_records,3
612,2.0,32,12,2020-02-14,MLFH321220200214,2020,2,14,,samples_records,3
613,13.0,42,1,2020-03-19,MLFH420120200319,2020,3,19,,samples_records,3
614,14.0,42,2,2020-03-19,MLFH420220200319,2020,3,19,,samples_records,3
615,11.0,42,3,2020-03-19,MLFH420320200319,2020,3,19,,samples_records,3
616,14.0,42,7,2020-03-19,MLFH420720200319,2020,3,19,,samples_records,3
617,26.0,42,8,2020-03-19,MLFH420820200319,2020,3,19,,samples_records,3
618,11.0,42,4,2020-03-31,MLFH420420200331,2020,3,31,,samples_records,3
619,15.0,42,5,2020-03-31,MLFH420520200331,2020,3,31,,samples_records,3
620,8.0,42,6,2020-03-31,MLFH420620200331,2020,3,31,,samples_records,3
621,13.0,42,9,2020-04-15,MLFH420920200415,2020,4,15,,samples_records,3
622,12.0,42,10,2020-04-15,MLFH421020200415,2020,4,15,,samples_records,3
626,2.0,43,4,2020-02-24,MLFH430420200224,2020,2,24,,samples_records,3
627,5.0,43,5,2020-02-24,MLFH430520200224,2020,2,24,,samples_records,3
628,3.0,43,6,2020-02-24,MLFH430620200224,2020,2,24,,samples_records,3
629,5.0,43,7,2020-02-24,MLFH430720200224,2020,2,24,,samples_records,3
630,2.0,43,8,2020-02-24,MLFH430820200224,2020,2,24,,samples_records,3
631,1.0,43,9,2020-02-24,MLFH430920200224,2020,2,24,,samples_records,3
634,1.0,43,12,2020-02-24,MLFH431220200224,2020,2,24,,samples_records,3
636,22.0,43,2,2020-03-09,MLFH430220200309,2020,3,9,,samples_records,3
638,13.0,43,4,2020-03-09,MLFH430420200309,2020,3,9,,samples_records,3
639,33.0,43,5,2020-03-09,MLFH430520200309,2020,3,9,,samples_records,3
640,27.0,43,6,2020-03-09,MLFH430620200309,2020,3,9,,samples_records,3
641,12.0,43,7,2020-03-09,MLFH430720200309,2020,3,9,,samples_records,3
642,25.0,43,8,2020-03-09,MLFH430820200309,2020,3,9,,samples_records,3
643,19.0,43,9,2020-03-09,MLFH430920200309,2020,3,9,,samples_records,3
645,7.0,43,11,2020-03-09,MLFH431120200309,2020,3,9,,samples_records,3
646,28.0,43,12,2020-03-09,MLFH431220200309,2020,3,9,,samples_records,3
647,7.0,45,1,2020-01-13,MLFH450120200113,2020,1,13,,samples_records,3
648,12.0,45,1,2020-01-27,MLFH450120200127,2020,1,27,True,samples_records,3
649,1.0,45,4,2020-01-27,MLFH450420200127,2020,1,27,,samples_records,3
650,3.0,45,6,2020-01-27,MLFH450620200127,2020,1,27,,samples_records,3
651,2.0,45,8,2020-01-27,MLFH450820200127,2020,1,27,,samples_records,3
652,5.0,45,10,2020-01-27,MLFH451020200127,2020,1,27,,samples_records,3
653,5.0,45,11,2020-01-27,MLFH451120200127,2020,1,27,,samples_records,3
654,42.0,45,1,2020-02-10,MLFH450120200210,2020,2,10,,samples_records,3
655,12.0,45,2,2020-02-10,MLFH450220200210,2020,2,10,,samples_records,3
656,81.0,45,4,2020-02-10,MLFH450420200210,2020,2,10,,samples_records,3
657,7.0,45,5,2020-02-10,MLFH450520200210,2020,2,10,,samples_records,3
658,48.0,45,6,2020-02-10,MLFH450620200210,2020,2,10,,samples_records,3
659,19.0,45,8,2020-02-10,MLFH450820200210,2020,2,10,,samples_records,3
660,1.0,45,9,2020-02-10,MLFH450920200210,2020,2,10,,samples_records,3
661,27.0,45,10,2020-02-10,MLFH451020200210,2020,2,10,,samples_records,3
662,29.0,45,11,2020-02-10,MLFH451120200210,2020,2,10,,samples_records,3
663,20.0,45,12,2020-02-10,MLFH451220200210,2020,2,10,,samples_records,3
664,70.0,45,1,2020-02-25,MLFH450120200225,2020,2,25,,samples_records,3
665,79.0,45,2,2020-02-25,MLFH450220200225,2020,2,25,,samples_records,3
666,44.0,45,4,2020-02-25,MLFH450420200225,2020,2,25,,samples_records,3
667,1.0,45,5,2020-02-25,MLFH450520200225,2020,2,25,,samples_records,3
668,73.0,45,6,2020-02-25,MLFH450620200225,2020,2,25,,samples_records,3
669,29.0,45,8,2020-02-25,MLFH450820200225,2020,2,25,,samples_records,3
670,4.0,45,9,2020-02-25,MLFH450920200225,2020,2,25,,samples_records,3
671,34.0,45,10,2020-02-25,MLFH451020200225,2020,2,25,,samples_records,3
672,52.0,45,11,2020-02-25,MLFH451120200225,2020,2,25,,samples_records,3
673,62.0,45,12,2020-02-25,MLFH451220200225,2020,2,25,,samples_records,3
674,11.0,45,1,2020-03-10,MLFH450120200310,2020,3,10,,samples_records,3
675,15.0,45,2,2020-03-10,MLFH450220200310,2020,3,10,,samples_records,3
676,1.0,45,4,2020-03-10,MLFH450420200310,2020,3,10,,samples_records,3
677,11.0,45,6,2020-03-10,MLFH450620200310,2020,3,10,,samples_records,3
678,2.0,45,10,2020-03-10,MLFH451020200310,2020,3,10,,samples_records,3
679,1.0,45,11,2020-03-10,MLFH451120200310,2020,3,10,,samples_records,3
680,5.0,45,12,2020-03-10,MLFH451220200310,2020,3,10,,samples_records,3
681,100.0,46,1,2020-04-03,MLFH460120200403,2020,4,3,,samples_records,3
682,100.0,46,2,2020-04-03,MLFH460220200403,2020,4,3,,samples_records,3
683,100.0,46,3,2020-04-03,MLFH460320200403,2020,4,3,,samples_records,3
684,100.0,46,4,2020-04-03,MLFH460420200403,2020,4,3,,samples_records,3
685,91.0,46,5,2020-04-03,MLFH460520200403,2020,4,3,,samples_records,3
686,95.0,46,6,2020-04-03,MLFH460620200403,2020,4,3,,samples_records,3
687,100.0,46,7,2020-04-03,MLFH460720200403,2020,4,3,,samples_records,3
688,100.0,46,8,2020-04-03,MLFH460820200403,2020,4,3,,samples_records,3
689,100.0,46,9,2020-04-03,MLFH460920200403,2020,4,3,,samples_records,3
690,100.0,46,10,2020-04-03,MLFH461020200403,2020,4,3,,samples_records,3
691,100.0,46,11,2020-04-03,MLFH461120200403,2020,4,3,,samples_records,3
692,100.0,46,12,2020-04-03,MLFH461220200403,2020,4,3,,samples_records,3
693,68.0,46,1,2020-04-17,MLFH460120200417,2020,4,17,,samples_records,3
694,70.0,46,2,2020-04-17,MLFH460220200417,2020,4,17,,samples_records,3
695,75.0,46,3,2020-04-17,MLFH460320200417,2020,4,17,,samples_records,3
696,76.0,46,4,2020-04-17,MLFH460420200417,2020,4,17,,samples_records,3
697,40.0,46,5,2020-04-17,MLFH460520200417,2020,4,17,,samples_records,3
698,45.0,46,6,2020-04-17,MLFH460620200417,2020,4,17,,samples_records,3
699,41.0,46,7,2020-04-17,MLFH460720200417,2020,4,17,,samples_records,3
700,38.0,46,8,2020-04-17,MLFH460820200417,2020,4,17,,samples_records,3
701,79.0,46,9,2020-04-17,MLFH460920200417,2020,4,17,,samples_records,3
702,45.0,46,10,2020-04-17,MLFH461020200417,2020,4,17,,samples_records,3
703,59.0,46,11,2020-04-17,MLFH461120200417,2020,4,17,,samples_records,3
704,28.0,46,12,2020-04-17,MLFH461220200417,2020,4,17,,samples_records,3
705,29.0,46,1,2020-04-30,MLFH460120200430,2020,4,30,,samples_records,3
706,30.0,46,2,2020-04-30,MLFH460220200430,2020,4,30,,samples_records,3
707,37.0,46,3,2020-04-30,MLFH460320200430,2020,4,30,,samples_records,3
708,26.0,46,4,2020-04-30,MLFH460420200430,2020,4,30,,samples_records,3
709,35.0,46,5,2020-04-30,MLFH460520200430,2020,4,30,,samples_records,3
710,34.0,46,6,2020-04-30,MLFH460620200430,2020,4,30,,samples_records,3
711,30.0,46,7,2020-04-30,MLFH460720200430,2020,4,30,,samples_records,3
712,26.0,46,8,2020-04-30,MLFH460820200430,2020,4,30,,samples_records,3
713,38.0,46,9,2020-04-30,MLFH460920200430,2020,4,30,,samples_records,3
714,28.0,46,10,2020-04-30,MLFH461020200430,2020,4,30,,samples_records,3
715,48.0,46,11,2020-04-30,MLFH461120200430,2020,4,30,,samples_records,3
716,17.0,46,12,2020-04-30,MLFH461220200430,2020,4,30,,samples_records,3
717,37.0,46,1,2020-05-15,MLFH460120200515,2020,5,15,,samples_records,3
718,48.0,46,2,2020-05-15,MLFH460220200515,2020,5,15,,samples_records,3
719,51.0,46,3,2020-05-15,MLFH460320200515,2020,5,15,,samples_records,3
720,60.0,46,4,2020-05-15,MLFH460420200515,2020,5,15,,samples_records,3
721,31.0,46,5,2020-05-15,MLFH460520200515,2020,5,15,,samples_records,3
722,31.0,46,6,2020-05-15,MLFH460620200515,2020,5,15,,samples_records,3
723,26.0,46,7,2020-05-15,MLFH460720200515,2020,5,15,,samples_records,3
724,21.0,46,8,2020-05-15,MLFH460820200515,2020,5,15,,samples_records,3
725,35.0,46,9,2020-05-15,MLFH460920200515,2020,5,15,,samples_records,3
726,28.0,46,10,2020-05-15,MLFH461020200515,2020,5,15,,samples_records,3
727,22.0,46,11,2020-05-15,MLFH461120200515,2020,5,15,,samples_records,3
728,18.0,46,12,2020-05-15,MLFH461220200515,2020,5,15,,samples_records,3
729,6.0,46,1,2020-05-29,MLFH460120200529,2020,5,29,,samples_records,3
730,3.0,46,2,2020-05-29,MLFH460220200529,2020,5,29,,samples_records,3
731,5.0,46,3,2020-05-29,MLFH460320200529,2020,5,29,,samples_records,3
732,5.0,46,4,2020-05-29,MLFH460420200529,2020,5,29,,samples_records,3
733,2.0,46,5,2020-05-29,MLFH460520200529,2020,5,29,,samples_records,3
734,3.0,46,6,2020-05-29,MLFH460620200529,2020,5,29,,samples_records,3
735,3.0,46,7,2020-05-29,MLFH460720200529,2020,5,29,,samples_records,3
737,6.0,46,9,2020-05-29,MLFH460920200529,2020,5,29,,samples_records,3
738,2.0,46,10,2020-05-29,MLFH461020200529,2020,5,29,,samples_records,3
739,7.0,46,11,2020-05-29,MLFH461120200529,2020,5,29,,samples_records,3
740,3.0,46,12,2020-05-29,MLFH461220200529,2020,5,29,,samples_records,3
741,32.0,52,1,2020-03-20,MLFH520120200320,2020,3,20,,samples_records,3
742,13.0,52,2,2020-03-20,MLFH520220200320,2020,3,20,,samples_records,3
743,93.0,52,3,2020-03-20,MLFH520320200320,2020,3,20,,samples_records,3
744,27.0,52,4,2020-03-20,MLFH520420200320,2020,3,20,,samples_records,3
746,61.0,52,6,2020-03-20,MLFH520620200320,2020,3,20,,samples_records,3
747,55.0,52,7,2020-03-20,MLFH520720200320,2020,3,20,,samples_records,3
748,24.0,52,8,2020-03-20,MLFH520820200320,2020,3,20,,samples_records,3
749,74.0,52,9,2020-03-20,MLFH520920200320,2020,3,20,,samples_records,3
750,90.0,52,10,2020-03-20,MLFH521020200320,2020,3,20,,samples_records,3
751,50.0,52,11,2020-03-20,MLFH521120200320,2020,3,20,,samples_records,3
752,100.0,52,12,2020-03-20,MLFH521220200320,2020,3,20,,samples_records,3
753,7.0,52,1,2020-03-27,MLFH520120200327,2020,3,27,,samples_records,3
754,11.0,52,2,2020-03-27,MLFH520220200327,2020,3,27,,samples_records,3
755,100.0,52,3,2020-03-27,MLFH520320200327,2020,3,27,,samples_records,3
756,12.0,52,4,2020-03-27,MLFH520420200327,2020,3,27,,samples_records,3
757,5.0,52,5,2020-03-27,MLFH520520200327,2020,3,27,,samples_records,3
758,53.0,52,6,2020-03-27,MLFH520620200327,2020,3,27,,samples_records,3
759,40.0,52,7,2020-03-27,MLFH520720200327,2020,3,27,,samples_records,3
760,21.0,52,8,2020-03-27,MLFH520820200327,2020,3,27,,samples_records,3
761,33.0,52,9,2020-03-27,MLFH520920200327,2020,3,27,,samples_records,3
762,51.0,52,10,2020-03-27,MLFH521020200327,2020,3,27,,samples_records,3
763,29.0,52,11,2020-03-27,MLFH521120200327,2020,3,27,,samples_records,3
764,88.0,52,12,2020-03-27,MLFH521220200327,2020,3,27,,samples_records,3
765,4.0,52,1,2020-04-03,MLFH520120200403,2020,4,3,,samples_records,3
766,20.0,52,2,2020-04-03,MLFH520220200403,2020,4,3,,samples_records,3
767,130.0,52,3,2020-04-03,MLFH520320200403,2020,4,3,,samples_records,3
768,9.0,52,4,2020-04-03,MLFH520420200403,2020,4,3,,samples_records,3
769,21.0,52,5,2020-04-03,MLFH520520200403,2020,4,3,,samples_records,3
770,42.0,52,6,2020-04-03,MLFH520620200403,2020,4,3,,samples_records,3
771,49.0,52,7,2020-04-03,MLFH520720200403,2020,4,3,,samples_records,3
772,40.0,52,8,2020-04-03,MLFH520820200403,2020,4,3,,samples_records,3
773,33.0,52,9,2020-04-03,MLFH520920200403,2020,4,3,,samples_records,3
774,42.0,52,10,2020-04-03,MLFH521020200403,2020,4,3,,samples_records,3
775,21.0,52,11,2020-04-03,MLFH521120200403,2020,4,3,,samples_records,3
776,64.0,52,12,2020-04-03,MLFH521220200403,2020,4,3,,samples_records,3
777,11.0,55,2,2020-02-14,MLFH550220200214,2020,2,14,,samples_records,3
778,24.0,55,8,2020-02-14,MLFH550820200214,2020,2,14,,samples_records,3
779,7.0,55,11,2020-02-14,MLFH551120200214,2020,2,14,,samples_records,3
780,9.0,55,12,2020-02-14,MLFH551220200214,2020,2,14,,samples_records,3
781,3.0,55,1,2020-02-28,MLFH550120200228,2020,2,28,,samples_records,3
782,57.0,55,2,2020-02-28,MLFH550220200228,2020,2,28,,samples_records,3
783,100.0,55,4,2020-02-28,MLFH550420200228,2020,2,28,,samples_records,3
784,100.0,55,6,2020-02-28,MLFH550620200228,2020,2,28,,samples_records,3
785,100.0,55,8,2020-02-28,MLFH550820200228,2020,2,28,,samples_records,3
787,19.0,55,11,2020-02-28,MLFH551120200228,2020,2,28,,samples_records,3
789,1.0,57,7,2019-07-24,MLFH570720190724,2019,7,24,,samples_records,4
790,9.0,57,10,2019-07-24,MLFH571020190724,2019,7,24,,samples_records,4
791,9.0,57,12,2019-07-24,MLFH571220190724,2019,7,24,,samples_records,4
792,6.0,57,15,2019-07-24,MLFH571520190724,2019,7,24,,samples_records,4
