,id,Sequenced by,Name,Country,Lat,Long,Collector,CS Number,Admixture Group
565,8343,Salk,Na-1,FRA,47.5,1.5,Albert Kranz,CS76558,forbidden
566,8351,GMI,Ost-0,SWE,60.25,18.37,Albert Kranz,CS77154,orange_circle
567,8354,Salk,Per-1,RUS,58.0,56.3167,Albert Kranz,CS76571,purple_circle
568,8357,Salk,Pla-0,ESP,41.5,2.25,Albert Kranz,CS76573,pink_circle
569,8365,Salk,Rak-2,CZE,49.0,16.0,Albert Kranz,CS77201,ylw_circle
570,8366,Salk,Rd-0,GER,50.5,8.5,Albert Kranz,CS76584,forbidden
571,8369,GMI,Rev-1,SWE,55.6942,13.4504,Magnus Nordborg,CS77214,red_circle
572,8376,GMI,Sanna-2,SWE,62.69,18.0,Magnus Nordborg,CS77234,orange_circle
573,8386,GMI,Sr:5,SWE,58.9,11.2,Ivo Cetl,CS77268,ylw_circle
574,8387,GMI,St-0,SWE,59.0,18.0,Albert Kranz,CS77270,ltblu_circle
575,8419,Salk,Wil-1,LTU,54.6833,25.3167,Albert Kranz,CS78855,ylw_circle
576,8420,Salk,Kelsterbach-4,GER,50.0667,8.5333,Paul Williams,CS76525,ltblu_circle
577,8422,GMI,Fjä1-1,SWE,56.06,14.29,Magnus Nordborg,CS76859,red_circle
578,8424,Salk,Kas-2,IND,35.0,77.0,Shauna Somerville,CS78905,purple_circle
579,8426,GMI,Ull1-1,SWE,56.06,13.97,Magnus Nordborg,CS78816,red_circle
580,8427,GMI,Ull2-13,SWE,56.0648,13.9707,Magnus Nordborg,CS78552,red_circle
581,8464,MPI,LP3413.31,USA,41.6862,-86.8513,Justin Borevitz,CS79030,ltblu_circle
582,8483,MPI,LP3413.53,USA,41.6862,-86.8513,Justin Borevitz,CS79031,ltblu_circle
583,8699,MPI,328PNA062,USA,42.0945,-86.3253,Justin Borevitz,CS79032,ltblu_circle
584,8723,MPI,11PNA1.14,USA,42.0945,-86.3253,Justin Borevitz,CS79033,ltblu_circle
585,9027,MPI,RMX413.85,USA,42.036,-86.511,Justin Borevitz,CS79034,ltblu_circle
586,9057,GMI,Vinslöv,SWE,56.1,13.9167,Torbjorn Sall,CS78847,red_circle
587,9058,GMI,Västervik,SWE,57.75,16.6333,Magnus Nordborg,CS78834,forbidden
588,9067,Monsanto,Xan-3,AZE,38.6536,48.7992,James Beck,CS78860,wht_circle
589,9069,Monsanto,Xan-5,AZE,38.6536,48.7992,James Beck,CS78861,wht_circle
590,9070,Monsanto,Xan-6,AZE,38.6536,48.7992,James Beck,CS78862,wht_circle
591,9075,Monsanto,Lerik1-4,AZE,38.7406,48.6131,James Beck,CS77023,wht_circle
592,9078,Monsanto,Lerik1-7,AZE,38.7406,48.6131,James Beck,CS77024,wht_circle
593,9079,Monsanto,Lerik2-1,AZE,38.7833,48.5517,James Beck,CS77025,wht_circle
594,9081,Monsanto,Lerik2-3,AZE,38.7833,48.5517,James Beck,CS77026,wht_circle
595,9084,Monsanto,Lerik2-6,AZE,38.7833,48.5517,James Beck,CS77028,wht_circle
596,9085,Monsanto,Lerik2-7,AZE,38.7833,48.5517,James Beck,CS77029,wht_circle
597,9089,Monsanto,Nar-3,AZE,38.9522,48.925,James Beck,CS77119,wht_circle
598,9091,Monsanto,Nar-5,AZE,38.9522,48.925,James Beck,CS77121,wht_circle
599,9095,Monsanto,Istisu-5,AZE,38.9786,48.5594,James Beck,CS76950,wht_circle
600,9099,Monsanto,Istisu-9,AZE,38.9786,48.5594,James Beck,CS76953,wht_circle
601,9100,Monsanto,Lag1-2,GEO,41.8296,46.2831,James Beck,CS76998,wht_circle
602,9102,Monsanto,Lag1-4,GEO,41.8296,46.2831,James Beck,CS76999,wht_circle
603,9103,Monsanto,Lag1-5,GEO,41.8296,46.2831,James Beck,CS77000,wht_circle
604,9104,Monsanto,Lag1-6,GEO,41.8296,46.2831,James Beck,CS77001,wht_circle
605,9105,Monsanto,Lag1-7,GEO,41.8296,46.2831,James Beck,CS77002,wht_circle
606,9106,Monsanto,Lag1-8,GEO,41.8296,46.2831,James Beck,CS77003,wht_circle
607,9111,Monsanto,Lag2-4,GEO,41.8296,46.2831,James Beck,CS77005,wht_circle
608,9113,Monsanto,Lag2-6,GEO,41.8296,46.2831,James Beck,CS77006,wht_circle
609,9114,Monsanto,Lag2-7,GEO,41.8296,46.2831,James Beck,CS77007,wht_circle
610,9115,Monsanto,Lag2-10,GEO,41.8296,46.2831,James Beck,CS77004,wht_circle
611,9121,Monsanto,Bak-5,GEO,41.7942,43.4767,James Beck,CS76685,wht_circle
612,9125,Monsanto,Geg-14,ARM,40.1408,44.8203,James Beck,CS76876,purple_circle
613,9128,Monsanto,Yeg-2,ARM,39.8692,45.3622,James Beck,CS78864,purple_circle
614,9130,Monsanto,Yeg-4,ARM,39.8692,45.3622,James Beck,CS78865,purple_circle
615,9131,Monsanto,Yeg-5,ARM,39.8692,45.3622,James Beck,CS78866,purple_circle
616,9133,Monsanto,Yeg-7,ARM,39.8692,45.3622,James Beck,CS78867,purple_circle
617,9134,Monsanto,Yeg-8,ARM,39.8692,45.3622,James Beck,CS78868,purple_circle
618,9298,Monsanto,Edi-1,UK,55.9681,-3.21833,James Beck,CS76832,blu_circle
619,9312,Monsanto,Ullapool-8,UK,57.9,-5.1525,James Beck,CS78821,blu_circle
620,9314,Monsanto,Gol-2,UK,57.9672,-3.96722,James Beck,CS76883,blu_circle
621,9321,GMI,Ådal 1,SWE,62.8622,18.336,Alison Anastasio,CS76643,orange_circle
622,9323,GMI,Ådal 3,SWE,62.8622,18.336,Alison Anastasio,CS76644,orange_circle
623,9332,GMI,Bar 1,SWE,62.8698,18.381,Alison Anastasio,CS76688,orange_circle
624,9336,GMI,Bön 1,SWE,62.8794,18.4473,Alison Anastasio,CS76715,forbidden
625,9339,GMI,Böt 1,SWE,57.7133,15.0689,Alison Anastasio,CS76720,red_circle
626,9343,GMI,Dju-1,SWE,57.3089,18.1512,Alison Anastasio,CS78896,forbidden
627,9352,GMI,Död 2,SWE,57.2608,16.3675,Alison Anastasio,CS76797,red_circle
628,9353,GMI,Död 3,SWE,57.2608,16.3675,Alison Anastasio,CS76798,red_circle
629,9363,GMI,EdJ 2,SWE,62.9147,18.4045,Alison Anastasio,CS76833,orange_circle
630,9369,GMI,EkS 2,SWE,57.6781,14.9986,Alison Anastasio,CS76837,red_circle
631,9370,GMI,EkS 3,SWE,57.6781,14.9986,Alison Anastasio,CS79035,red_circle
632,9371,GMI,FäL 1,SWE,63.016,18.3175,Alison Anastasio,CS76852,orange_circle
633,9380,GMI,FlyA 3,SWE,55.7488,13.3742,Alison Anastasio,CS76865,red_circle
634,9381,GMI,Fri 1,SWE,55.8106,14.2091,Alison Anastasio,CS76868,forbidden
635,9382,GMI,Fri 2,SWE,55.8106,14.2091,Alison Anastasio,CS76869,forbidden
636,9383,GMI,Fri 3,SWE,55.8106,14.2091,Alison Anastasio,CS76870,forbidden
637,9386,GMI,Grön 12,SWE,62.806,18.1896,Alison Anastasio,CS76891,orange_circle
638,9388,GMI,Grön 14,SWE,62.806,18.1896,Alison Anastasio,CS76892,orange_circle
639,9390,GMI,Hadd-1,SWE,57.3263,15.8979,Alison Anastasio,CS78659,red_circle
640,9391,GMI,Hadd-2,SWE,57.3263,15.8979,Alison Anastasio,CS76905,red_circle
641,9392,GMI,Hadd-3,SWE,57.3263,15.8979,Alison Anastasio,CS76906,red_circle
642,9394,GMI,Hag-2,SWE,56.5804,16.4063,Alison Anastasio,CS76907,forbidden
643,9395,GMI,Hal-1,SWE,57.5089,15.0105,Alison Anastasio,CS76908,red_circle
644,9399,GMI,Hamm-1,SWE,55.4234,13.9905,Alison Anastasio,CS76910,red_circle
645,9402,GMI,Hel-3,SWE,57.8765,14.8549,Alison Anastasio,CS76918,red_circle
646,9404,GMI,HolA-1 1,SWE,55.7491,13.399,Alison Anastasio,CS76926,red_circle
647,9405,GMI,HolA-1 2,SWE,55.7491,13.399,Alison Anastasio,CS76927,red_circle
648,9407,GMI,HolA-2 2,SWE,55.7491,13.399,Alison Anastasio,CS76928,red_circle
649,9408,GMI,Kal 1,SWE,56.047,13.9519,Alison Anastasio,CS76959,red_circle
650,9409,GMI,Kia 1,SWE,56.0573,14.302,Alison Anastasio,CS76968,red_circle
651,9412,GMI,Kor 3,SWE,57.2746,16.1494,Alison Anastasio,CS76981,red_circle
652,9413,GMI,Kor 4,SWE,57.2746,16.1494,Alison Anastasio,CS76982,red_circle
653,9416,GMI,Kru-3,SWE,57.7215,18.3837,Alison Anastasio,CS76986,red_circle
654,9421,GMI,Lan 1,SWE,55.9745,14.3997,Alison Anastasio,CS77009,red_circle
655,9427,GMI,Näs 2,SWE,62.8815,18.4055,Alison Anastasio,CS77122,orange_circle
656,9433,GMI,Nyl 13,SWE,62.9513,18.2763,Alison Anastasio,CS77135,orange_circle
657,9436,GMI,Puk-1,SWE,56.1633,14.6806,Alison Anastasio,CS77194,red_circle
658,9437,GMI,Puk-2,SWE,56.1633,14.6806,Alison Anastasio,CS77195,red_circle
659,9442,GMI,Sim-1,SWE,55.5678,14.3398,Alison Anastasio,CS77250,ltblu_circle
660,9450,GMI,Spro 1,SWE,57.2545,18.2109,Alison Anastasio,CS77263,red_circle
661,9451,GMI,Spro 2,SWE,57.2545,18.2109,Alison Anastasio,CS77264,red_circle
662,9452,GMI,Spro 3,SWE,57.2545,18.2109,Alison Anastasio,CS77265,red_circle
663,9453,GMI,Stenk-2,SWE,57.8009,18.5162,Alison Anastasio,CS77274,red_circle
664,9454,GMI,Stenk-3,SWE,57.8009,18.5162,Alison Anastasio,CS77275,red_circle
665,9455,GMI,Stenk-4,SWE,57.8009,18.5162,Alison Anastasio,CS77276,red_circle
666,9470,GMI,Tur-4,SWE,57.6511,14.8043,Alison Anastasio,CS77399,red_circle
667,9471,GMI,Ull-A-1,SWE,56.0648,13.9707,Alison Anastasio,CS78820,red_circle
668,9476,GMI,VårA 1,SWE,55.5796,14.3336,Alison Anastasio,CS78832,ltblu_circle
669,9481,GMI,Yst-1,SWE,55.4242,13.8484,Alison Anastasio,CS78869,red_circle
670,9503,Monsanto,11C1,UK,55.8877,-3.21072,Andrew Hudson,CS76640,blu_circle
671,9506,Monsanto,IP-Alo-0,POR,40.11,-7.47,Carlos Alonso-Blanco,CS76662,forbidden
672,9507,Monsanto,IP-Coa-0,POR,38.45,-7.5,Carlos Alonso-Blanco,CS76775,pink_circle
673,9508,Monsanto,IP-Mos-1,POR,40.04,-7.11,Carlos Alonso-Blanco,CS77108,forbidden
674,9509,Monsanto,IP-Reg-0,POR,39.29,-7.4,Carlos Alonso-Blanco,CS77207,pink_circle
675,9510,Monsanto,IP-Rei-0,POR,38.75,-7.59,Carlos Alonso-Blanco,CS77208,pink_circle
676,9511,Monsanto,IP-Vav-0,POR,38.53,-8.02,Carlos Alonso-Blanco,CS78835,pink_circle
677,9512,Monsanto,IP-Vid-1,POR,38.22,-7.84,Carlos Alonso-Blanco,CS78842,pink_circle
678,9513,Monsanto,IP-Adc-5,ESP,38.77,-4.07,Carlos Alonso-Blanco,CS76646,forbidden
679,9514,Monsanto,IP-Adm-0,ESP,39.15,-4.54,Carlos Alonso-Blanco,CS76647,pink_circle
680,9515,Monsanto,IP-Ala-0,ESP,39.72,-6.89,Carlos Alonso-Blanco,CS76650,pink_circle
681,9517,Monsanto,IP-All-0,ESP,42.19,-7.8,Carlos Alonso-Blanco,CS76659,blu_circle
682,9518,Monsanto,IP-Alm-0,ESP,39.88,-0.36,Carlos Alonso-Blanco,CS76660,pink_circle
683,9519,Monsanto,IP-Ang-0,ESP,41.94,2.64,Xavier Picó,CS78886,pink_circle
684,9520,Monsanto,IP-Ara-4,ESP,41.7,-3.68,Carlos Alonso-Blanco,CS76670,pink_circle
685,9521,Monsanto,IP-Bar-1,ESP,41.43,2.13,Xavier Picó,CS76689,pink_circle
686,9522,Monsanto,IP-Bea-0,ESP,36.52,-5.27,Carlos Alonso-Blanco,CS76695,pink_circle
687,9523,Monsanto,IP-Ben-0,ESP,38.37,-2.66,Carlos Alonso-Blanco,CS76700,forbidden
688,9524,Monsanto,IP-Ber-0,ESP,42.52,-0.56,Carlos Alonso-Blanco,CS78887,pink_circle
689,9525,Monsanto,IP-Bis-0,ESP,42.49,0.54,Xavier Picó,CS76711,pink_circle
690,9526,Monsanto,IP-Cab-3,ESP,41.54,2.39,Xavier Picó,CS76738,pink_circle
691,9527,Monsanto,IP-Cad-0,ESP,40.37,-5.74,Carlos Alonso-Blanco,CS76739,forbidden
692,9528,Monsanto,IP-Cal-0,ESP,40.94,-1.37,Carlos Alonso-Blanco,CS78890,pink_circle
693,9529,Monsanto,IP-Cap-1,ESP,36.97,-3.36,Carlos Alonso-Blanco,CS76741,forbidden
694,9530,Monsanto,IP-Car-1,ESP,38.25,-4.32,Carlos Alonso-Blanco,CS76742,forbidden
695,9531,Monsanto,IP-Cdc-3,ESP,41.21,-4.54,Carlos Alonso-Blanco,CS76761,pink_circle
696,9532,Monsanto,IP-Cdo-0,ESP,42.23,-4.64,Carlos Alonso-Blanco,CS76762,pink_circle
697,9533,Monsanto,IP-Cem-0,ESP,41.15,-4.32,Carlos Alonso-Blanco,CS76763,grn_circle
698,9534,Monsanto,IP-Cmo-3,ESP,40.05,-4.65,Carlos Alonso-Blanco,CS76774,pink_circle
699,9535,Monsanto,IP-Coc-1,ESP,42.31,3.19,Xavier Picó,CS76776,pink_circle
700,9536,Monsanto,IP-Cor-0,ESP,40.83,-2.0,Carlos Alonso-Blanco,CS76782,forbidden
701,9537,Monsanto,IP-Cum-1,ESP,38.07,-6.66,Carlos Alonso-Blanco,CS76787,pink_circle
702,9539,Monsanto,IP-Deh-1,ESP,40.29,-6.67,Carlos Alonso-Blanco,CS76793,pink_circle
703,9540,Monsanto,IP-Elb-0,ESP,41.81,2.34,Xavier Picó,CS76838,pink_circle
704,9541,Monsanto,IP-Fue-2,ESP,38.26,-5.42,Carlos Alonso-Blanco,CS76871,pink_circle
705,9542,Monsanto,IP-Fun-0,ESP,40.79,-4.05,Carlos Alonso-Blanco,CS76872,grn_circle
706,9543,Monsanto,IP-Gra-0,ESP,36.77,-5.39,Xavier Picó,CS76886,grn_circle
707,9544,Monsanto,IP-Gua-1,ESP,39.4,-5.33,Carlos Alonso-Blanco,CS76894,pink_circle
708,9545,Monsanto,IP-Her-12,ESP,39.4,-5.78,Carlos Alonso-Blanco,CS76920,grn_circle
709,9546,Monsanto,IP-Hom-4,ESP,40.82,-1.68,Carlos Alonso-Blanco,CS76929,pink_circle
710,9547,Monsanto,IP-Hor-0,ESP,41.67,2.62,Xavier Picó,CS76930,pink_circle
711,9548,Monsanto,IP-Hoy-0,ESP,40.4,-5.0,Carlos Alonso-Blanco,CS76939,forbidden
712,9549,Monsanto,IP-Hum-2,ESP,42.23,-3.69,Carlos Alonso-Blanco,CS76943,grn_circle
713,9550,Monsanto,IP-Iso-4,ESP,43.05,-5.37,Carlos Alonso-Blanco,CS76946,grn_circle
714,9551,Monsanto,IP-Jim-1,ESP,42.28,-5.92,Carlos Alonso-Blanco,CS76955,forbidden
715,9552,Monsanto,IP-Lab-7,ESP,40.87,-4.5,Carlos Alonso-Blanco,CS76995,forbidden
716,9553,Monsanto,IP-Ldd-0,ESP,41.58,-4.71,Carlos Alonso-Blanco,CS77012,pink_circle
717,9554,Monsanto,IP-Lso-0,ESP,38.86,-3.16,Carlos Alonso-Blanco,CS77055,grn_circle
718,9555,Monsanto,IP-Mar-1,ESP,39.58,-3.93,Carlos Alonso-Blanco,CS77068,grn_circle
719,9556,Monsanto,IP-Men-2,ESP,39.66,-4.34,Xavier Picó,CS77081,pink_circle
720,9557,Monsanto,IP-Moa-0,ESP,42.46,0.7,Carlos Alonso-Blanco,CS77102,pink_circle
721,9558,Monsanto,IP-Moc-11,ESP,41.57,-5.64,Carlos Alonso-Blanco,CS77103,forbidden
722,9559,Monsanto,IP-Mon-5,ESP,38.06,-4.38,Carlos Alonso-Blanco,CS77107,forbidden
723,9560,Monsanto,IP-Mot-0,ESP,38.19,-6.24,Carlos Alonso-Blanco,CS77109,pink_circle
724,9561,Monsanto,IP-Mun-0,ESP,40.71,-5.04,Carlos Alonso-Blanco,CS77114,forbidden
725,9562,Monsanto,IP-Mur-0,ESP,41.67,2.0,Xavier Picó,CS77115,pink_circle
726,9564,Monsanto,IP-Nog-17,ESP,40.45,-1.6,Xavier Picó,CS77129,pink_circle
727,9565,Monsanto,IP-Orb-10,ESP,42.97,-1.23,Carlos Alonso-Blanco,CS77152,forbidden
728,9567,Monsanto,IP-Pal-0,ESP,42.34,1.3,Xavier Picó,CS77159,pink_circle
729,9568,Monsanto,IP-Pan-0,ESP,42.76,-0.23,Carlos Alonso-Blanco,CS77160,pink_circle
730,9569,Monsanto,IP-Pds-1,ESP,42.87,-6.45,Carlos Alonso-Blanco,CS77166,blu_circle
731,9571,Monsanto,IP-Pro-0,ESP,43.28,-6.01,Carlos Alonso-Blanco,CS78914,blu_circle
732,9573,Monsanto,IP-Rds-0,ESP,41.86,2.99,Xavier Picó,CS77206,pink_circle
733,9574,Monsanto,IP-Rel-0,ESP,38.6,-2.7,Carlos Alonso-Blanco,CS77209,grn_circle
734,9576,Monsanto,IP-Rev-0,ESP,40.86,-4.11,Carlos Alonso-Blanco,CS77213,forbidden
735,9577,Monsanto,IP-Ria-0,ESP,42.34,2.17,Xavier Picó,CS77216,pink_circle
736,9578,Monsanto,IP-Sac-0,ESP,42.13,-6.7,Carlos Alonso-Blanco,CS77229,blu_circle
737,9579,Monsanto,IP-San-10,ESP,38.33,-3.51,Carlos Alonso-Blanco,CS77232,forbidden
738,9581,Monsanto,IP-Sdv-3,ESP,42.84,-5.12,Carlos Alonso-Blanco,CS77242,forbidden
739,9582,Monsanto,IP-Ses-0,ESP,41.48,-1.63,Carlos Alonso-Blanco,CS77244,pink_circle
740,9583,Monsanto,IP-Sne-0,ESP,37.09,-3.38,Carlos Alonso-Blanco,CS77258,grn_circle
741,9584,Monsanto,IP-Stp-0,ESP,41.19,-3.58,Carlos Alonso-Blanco,CS77283,pink_circle
742,9585,Monsanto,IP-Svi-0,ESP,43.4,-7.39,Carlos Alonso-Blanco,CS77287,blu_circle
743,9586,Monsanto,IP-Tam-0,ESP,41.03,-3.27,Carlos Alonso-Blanco,CS77340,pink_circle
744,9587,Monsanto,IP-Tdc-0,ESP,41.5,-1.88,Carlos Alonso-Blanco,CS77344,pink_circle
745,9588,Monsanto,IP-Tol-7,ESP,42.11,0.6,Xavier Picó,CS77371,pink_circle
746,9589,Monsanto,IP-Tor-1,ESP,41.6,-2.83,Carlos Alonso-Blanco,CS77378,pink_circle
747,9590,Monsanto,IP-Trs-0,ESP,43.37,-5.49,Carlos Alonso-Blanco,CS77387,blu_circle
748,9591,Monsanto,IP-Vad-0,ESP,42.86,-3.59,Carlos Alonso-Blanco,CS78826,forbidden
749,9592,Monsanto,IP-Vae-2,ESP,42.1,-5.44,Carlos Alonso-Blanco,CS78827,forbidden
750,9593,Monsanto,IP-Vaz-0,ESP,42.26,-2.99,Carlos Alonso-Blanco,CS78836,pink_circle
751,9594,Monsanto,IP-Vdm-0,ESP,42.04,1.01,Carlos Alonso-Blanco,CS78837,pink_circle
752,9595,Monsanto,IP-Vdt-0,ESP,40.89,-5.5,Carlos Alonso-Blanco,CS78838,forbidden
753,9596,Monsanto,IP-Ver-5,ESP,41.95,-7.45,Carlos Alonso-Blanco,CS78841,forbidden
754,9597,Monsanto,IP-Vig-1,ESP,42.31,-2.53,Carlos Alonso-Blanco,CS78843,pink_circle
755,9598,Monsanto,IP-Vim-0,ESP,41.88,-6.51,Carlos Alonso-Blanco,CS78844,grn_circle
756,9599,Monsanto,IP-Vin-0,ESP,42.8,-5.77,Carlos Alonso-Blanco,CS78846,blu_circle
757,9600,Monsanto,IP-Vis-0,ESP,39.85,-6.04,Carlos Alonso-Blanco,CS78848,grn_circle
758,9601,Monsanto,IP-Voz-0,ESP,41.85,-1.88,Carlos Alonso-Blanco,CS78849,pink_circle
759,9602,Monsanto,IP-Vpa-1,ESP,40.5,-3.96,Carlos Alonso-Blanco,CS78850,pink_circle
760,9606,Monsanto,Aitba-1,MAR,31.48,-7.45,0,CS76649,grn_circle
761,9607,Monsanto,Panik-1,RUS,53.05,52.15,0,CS77161,purple_circle
762,9608,Monsanto,Karag-2,RUS,51.37,59.44,0,CS76961,purple_circle
763,9609,Monsanto,Adam-1,RUS,51.41,59.98,0,CS76645,purple_circle
764,9610,Monsanto,Lesno-4,RUS,53.04,51.96,0,CS77034,purple_circle
765,9611,Monsanto,Lesno-1,RUS,53.04,51.9,0,CS77032,purple_circle
766,9612,Monsanto,Lesno-2,RUS,53.04,51.94,0,CS77033,purple_circle
767,9613,Monsanto,Balan-1,RUS,55.36,61.41,0,CS76687,wht_circle
768,9615,Monsanto,Parti-1,RUS,52.99,52.16,0,CS77163,purple_circle
769,9616,Monsanto,Krazo-1,RUS,53.06,51.96,0,CS76984,purple_circle
770,9617,Monsanto,Karag-1,RUS,51.37,59.44,0,CS76960,purple_circle
771,9619,Monsanto,Basta-1,RUS,51.84,79.48,0,CS76691,purple_circle
772,9620,Monsanto,Basta-2,RUS,51.82,79.48,0,CS76692,purple_circle
773,9621,Monsanto,Basta-3,RUS,51.84,79.46,0,CS76693,purple_circle
774,9622,Monsanto,Bijisk-4,RUS,52.52,85.27,0,CS76707,forbidden
775,9624,Monsanto,Chaba-2,RUS,53.6,79.37,0,CS76767,purple_circle
776,9625,Monsanto,Kolyv-2,RUS,51.31,82.59,0,CS76977,purple_circle
777,9626,Monsanto,Kolyv-3,RUS,51.36,82.59,0,CS76978,purple_circle
778,9627,Monsanto,Kolyv-5,RUS,51.32,82.55,0,CS76979,purple_circle
779,9628,Monsanto,Kolyv-6,RUS,51.33,82.54,0,CS76980,purple_circle
780,9629,Monsanto,K-oze-1,RUS,51.35,82.18,0,CS76957,purple_circle
781,9630,Monsanto,K-oze-3,RUS,51.34,82.16,0,CS76958,purple_circle
782,9631,Monsanto,Lebja-1,RUS,51.65,80.79,0,CS77015,purple_circle
783,9632,Monsanto,Lebja-2,RUS,51.67,80.82,0,CS77016,purple_circle
784,9633,Monsanto,Lebja-4,RUS,51.63,80.83,0,CS77017,purple_circle
785,9634,Monsanto,Masl-1,RUS,54.13,81.31,0,CS77073,purple_circle
786,9635,Monsanto,Nosov-1,RUS,51.87,80.6,0,CS77130,purple_circle
787,9636,Monsanto,Noveg-1,RUS,51.75,80.82,0,CS77131,purple_circle
788,9637,Monsanto,Noveg-2,RUS,51.77,80.85,0,CS77132,purple_circle
789,9638,Monsanto,Noveg-3,RUS,51.73,80.86,0,CS77133,purple_circle
790,9639,Monsanto,Panke-1,RUS,53.82,80.31,0,CS77162,purple_circle
791,9640,Monsanto,Rakit-1,RUS,51.87,80.06,0,CS77202,purple_circle
792,9641,Monsanto,Rakit-2,RUS,51.9,80.06,0,CS77203,purple_circle
793,9642,Monsanto,Rakit-3,RUS,51.84,80.06,0,CS77204,purple_circle
794,9643,Monsanto,Sever-1,RUS,52.1,79.31,0,CS77245,purple_circle
795,9644,Monsanto,Zupan-1,CRO,45.07,18.72,0,CS78882,ylw_circle
796,9645,Monsanto,Gradi-1,CRO,45.17,18.7,0,CS76887,ylw_circle
797,9646,Monsanto,Aiell-1,ITA,39.126899,16.170188,,CS76648,wht_circle
798,9647,Monsanto,Basen-1,ITA,40.37,16.77,0,CS76690,wht_circle
799,9648,Monsanto,Bisig-1,ITA,39.48,16.28,0,CS76712,wht_circle
800,9649,Monsanto,Bivio-1,ITA,39.13,16.17,0,CS76713,wht_circle
801,9651,Monsanto,Filet-1,ITA,40.68,14.87,0,CS76858,wht_circle
802,9653,Monsanto,Giffo-1,ITA,38.44,16.13,0,CS76878,wht_circle
803,9655,Monsanto,Marce-1,ITA,38.92,16.47,0,CS77071,wht_circle
804,9656,Monsanto,Marti-1,ITA,40.64,17.31,0,CS77072,wht_circle
805,9657,Monsanto,Melic-1,ITA,38.45,16.04,0,CS77078,wht_circle
806,9658,Monsanto,Nicas-1,ITA,38.97,16.34,0,CS77127,wht_circle
807,9659,Monsanto,Pigna-1,ITA,41.18,14.18,0,CS77177,wht_circle
808,9660,Monsanto,Sarno-1,ITA,40.84,14.57,0,CS77236,wht_circle
809,9661,Monsanto,Cimin-1,ITA,39.58,16.21,0,CS76771,wht_circle
810,9663,Monsanto,Teano-1,ITA,41.33,14.09,0,CS77357,forbidden
811,9664,Monsanto,Mitterberg-1-179,ITA,46.366,11.2832,Joerg Wunder,CS78907,ylw_circle
812,9665,Monsanto,Mitterberg-1-180,ITA,46.366,11.2832,Joerg Wunder,CS78908,ylw_circle
813,9666,Monsanto,Mitterberg-1-182,ITA,46.366,11.2832,Joerg Wunder,CS78909,ylw_circle
814,9667,Monsanto,Mitterberg-1-183,ITA,46.366,11.2832,Joerg Wunder,CS78910,ylw_circle
815,9668,Monsanto,Mitterberg-2-184,ITA,46.3668,11.2837,Joerg Wunder,CS77085,ylw_circle
816,9669,Monsanto,Mitterberg-2-185,ITA,46.3668,11.2837,Joerg Wunder,CS77086,ylw_circle
817,9670,Monsanto,Mitterberg-2-186,ITA,46.3668,11.2837,Joerg Wunder,CS77087,ylw_circle
818,9671,Monsanto,Mitterberg-3-187,ITA,46.3668,11.2837,Joerg Wunder,CS77088,ylw_circle
819,9672,Monsanto,Mitterberg-3-188,ITA,46.3668,11.2837,Joerg Wunder,CS77089,ylw_circle
820,9673,Monsanto,Mitterberg-3-189,ITA,46.3668,11.2837,Joerg Wunder,CS77090,ylw_circle
821,9676,Monsanto,Mitterberg-4-192,ITA,46.3718,11.2866,Joerg Wunder,CS77093,ylw_circle
822,9677,Monsanto,Mitterberg-4-193,ITA,46.3718,11.2866,Joerg Wunder,CS77094,ylw_circle
823,9678,Monsanto,Mitterberg-4-194,ITA,46.3718,11.2866,Joerg Wunder,CS77095,ylw_circle
824,9679,Monsanto,Castelfed-1-195,ITA,46.3378,11.2928,Joerg Wunder,CS76744,ylw_circle
825,9680,Monsanto,Castelfed-1-196,ITA,46.3378,11.2928,Joerg Wunder,CS76745,ylw_circle
826,9681,Monsanto,Castelfed-1-197,ITA,46.3378,11.2928,Joerg Wunder,CS76746,ylw_circle
827,9682,Monsanto,Castelfed-1-198,ITA,46.3378,11.2928,Joerg Wunder,CS76747,ylw_circle
828,9683,Monsanto,Castelfed-1-199,ITA,46.3378,11.2928,Joerg Wunder,CS76748,ylw_circle
829,9684,Monsanto,Castelfed-2-200,ITA,46.3378,11.2928,Joerg Wunder,CS76749,ylw_circle
830,9685,Monsanto,Castelfed-2-201,ITA,46.3378,11.2928,Joerg Wunder,CS76750,ylw_circle
831,9686,Monsanto,Castelfed-2-202,ITA,46.3378,11.2928,Joerg Wunder,CS76751,ylw_circle
832,9687,Monsanto,Castelfed-2-203,ITA,46.3378,11.2928,Joerg Wunder,CS76752,ylw_circle
833,9689,Monsanto,Castelfed-3-205,ITA,46.3378,11.2928,Joerg Wunder,CS76754,ylw_circle
834,9690,Monsanto,Castelfed-3-206,ITA,46.3378,11.2928,Joerg Wunder,CS76755,ylw_circle
835,9691,Monsanto,Castelfed-3-207,ITA,46.3378,11.2928,Joerg Wunder,CS76756,forbidden
836,9692,Monsanto,Castelfed-3-208,ITA,46.3378,11.2928,Joerg Wunder,CS76757,ylw_circle
837,9693,Monsanto,Castelfed-3-209,ITA,46.3378,11.2928,Joerg Wunder,CS76758,ylw_circle
838,9694,Monsanto,Castelfed-4-210,ITA,46.3378,11.2928,Joerg Wunder,CS78891,ylw_circle
839,9695,Monsanto,Castelfed-4-211,ITA,46.3378,11.2928,Joerg Wunder,CS78892,ylw_circle
