,id,Sequenced by,Name,Country,Lat,Long,Collector,CS Number,Admixture Group
278,6217,GMI,TFÄ 07,SWE,63.0169,18.3283,Mattias Jakobsson,CS77363,orange_circle
279,6218,GMI,TFÄ 08,SWE,63.0172,18.3283,Mattias Jakobsson,CS77364,orange_circle
280,6220,GMI,TGR 01,SWE,62.806,18.1896,Mattias Jakobsson,CS77365,orange_circle
281,6221,GMI,TGR 02,SWE,62.806,18.1896,Mattias Jakobsson,CS77366,orange_circle
282,6231,GMI,TNY 04,SWE,62.96,18.2844,Mattias Jakobsson,CS77368,orange_circle
283,6235,GMI,TOM 01,SWE,62.9611,18.3589,Mattias Jakobsson,CS77372,orange_circle
284,6237,GMI,TOM 03,SWE,62.9619,18.35,Mattias Jakobsson,CS77373,orange_circle
285,6238,GMI,TOM 04,SWE,62.9619,18.35,Mattias Jakobsson,CS77374,orange_circle
286,6240,GMI,TOM 06,SWE,62.9622,18.35,Mattias Jakobsson,CS77375,orange_circle
287,6241,GMI,TOM 07,SWE,62.9614,18.3608,Mattias Jakobsson,CS77376,orange_circle
288,6242,GMI,Tomegap-2,SWE,55.7,13.2,Mattias Jakobsson,CS77377,red_circle
289,6243,GMI,Tottarp-2,SWE,56.27373,13.90045,Magnus Nordborg,CS77381,ylw_circle
290,6244,GMI,TRÄ 01,SWE,62.9169,18.4728,Mattias Jakobsson,CS77384,orange_circle
291,6252,GMI,TV-4,SWE,55.5796,14.3336,Mattias Jakobsson,CS78771,ltblu_circle
292,6255,GMI,TV-7,SWE,55.5796,14.334,Mattias Jakobsson,CS78772,ltblu_circle
293,6258,GMI,TV-10,SWE,55.5796,14.3336,Mattias Jakobsson,CS78767,forbidden
294,6268,GMI,TV-22,SWE,55.5796,14.3336,Mattias Jakobsson,CS78768,ltblu_circle
295,6276,GMI,TV-30,SWE,55.5796,14.3336,Mattias Jakobsson,CS78769,ltblu_circle
296,6284,GMI,TV-38,SWE,55.5796,14.3336,Mattias Jakobsson,CS78770,red_circle
297,6296,Monsanto,UduI 1-11,CZE,49.2771,16.6314,Jirina Relichov,CS78774,ylw_circle
298,6390,Monsanto,UduI 3-36,CZE,49.2771,16.6314,Jirina Relichov,CS78775,ylw_circle
299,6396,Monsanto,UduI 4-9,CZE,49.2771,16.6314,Jirina Relichov,CS78776,ylw_circle
300,6413,GMI,Ull3-4,SWE,56.06,13.97,Magnus Nordborg,CS78819,red_circle
301,6424,Monsanto,ZdrI 1-23,CZE,49.3853,16.2544,Jirina Relichov,CS78875,ylw_circle
302,6434,Monsanto,ZdrI 2-9,CZE,49.3853,16.2544,Jirina Relichov,CS78877,forbidden
303,6445,Monsanto,ZdrI 2-21,CZE,49.3853,16.2544,Jirina Relichov,CS78876,ylw_circle
304,6680,Salk,ANH-1,GER,51.85,6.4333,Gerhard Röbbelen,CS76437,blu_circle
305,6739,MPI,CSHL-15,USA,40.8585,-73.4675,Catherine Weiss,CS79011,ltblu_circle
306,6740,MPI,CSHL-17,USA,40.8585,-73.4675,Catherine Weiss,CS79012,ltblu_circle
307,6744,Monsanto,CSHL-5,USA,40.8585,-73.4675,Catherine Weiss,CS76779,ltblu_circle
308,6749,MPI,FM-10,USA,42.4489,-76.5072,Michael Nachman,CS79013,ltblu_circle
309,6750,MPI,FM-11,USA,42.4489,-76.5072,Michael Nachman,CS79014,ltblu_circle
310,6805,MPI,HS-12,USA,42.373,-71.0627,Toby Kellogg,CS79015,ltblu_circle
311,6806,MPI,HS-17,USA,42.373,-71.0627,Toby Kellogg,CS79016,ltblu_circle
312,6814,MPI,KNO-15,USA,41.2816,-86.621,Joy Bergelson,CS79017,ltblu_circle
313,6830,MPI,Kz-13,KAZ,49.5,73.1,Ihsan Al-Shehbaz,CS76994,forbidden
314,6897,Salk,Ag-0,FRA,45.0,1.3,Albert Kranz,CS76430,blu_circle
315,6898,Salk,An-1,BEL,51.2167,4.4,Albert Kranz,CS76435,forbidden
316,6900,GMI,Bil-5,SWE,63.324,18.484,Magnus Nordborg,CS76709,orange_circle
317,6901,GMI,Bil-7,SWE,63.324,18.484,Magnus Nordborg,CS76710,orange_circle
318,6903,Salk,Bor-4,CZE,49.4013,16.2326,Jirina Relichov,CS76454,ylw_circle
319,6904,Salk,Br-0,CZE,49.2,16.6166,Albert Kranz,CS76455,blu_circle
320,6907,Salk,CIBC-17,UK,51.4083,-0.6383,Mick Crawley,CS76770,forbidden
321,6908,Salk,CIBC-5,UK,51.4083,-0.6383,Mick Crawley,CS78894,blu_circle
322,6909,GMI,Col-0,USA,38.3,-92.3,Albert Kranz,CS76778,ltblu_circle
323,6911,Salk,Cvi-0,CPV,15.1111,-23.6167,Albert Kranz,CS76789,grn_circle
324,6913,GMI,Eden-2,SWE,62.877,18.177,Magnus Nordborg,CS76827,orange_circle
325,6915,Salk,Ei-2,GER,50.3,6.3,Albert Kranz,CS76478,ltblu_circle
326,6917,GMI,Fäb-2,SWE,63.0165,18.3174,Magnus Nordborg,CS76850,orange_circle
327,6918,GMI,Fäb-4,SWE,63.0165,18.3174,Magnus Nordborg,CS76851,orange_circle
328,6919,Salk,Ga-0,GER,50.3,8.0,Albert Kranz,CS76490,ylw_circle
329,6920,Salk,Got-22,GER,51.5338,9.9355,Gerhard Röbbelen,CS76884,forbidden
330,6922,Salk,Gu-0,GER,50.3,8.0,Albert Kranz,CS76498,ltblu_circle
331,6923,Salk,HR-10,UK,51.4083,-0.6383,Mick Crawley,CS76940,blu_circle
332,6924,Salk,HR-5,UK,51.4083,-0.6383,Mick Crawley,CS76514,blu_circle
333,6926,Salk,Kin-0,USA,44.46,-85.37,Albert Kranz,CS76527,blu_circle
334,6927,"Salk,MPI",KNO-10,USA,41.2816,-86.621,Joy Bergelson,CS76973,ltblu_circle
335,6929,Salk,Kondara,TJK,38.48,68.49,Igor Vizir,CS76532,purple_circle
336,6931,Salk,Kz-9,KAZ,49.5,73.1,Ihsan Al-Shehbaz,CS76537,purple_circle
337,6932,"MPI,GMI",Ler-1,GER,47.984,10.8719,Eric Holub,CS77021,forbidden
338,6933,Salk,LL-0,ESP,41.59,2.49,Albert Kranz,CS77047,pink_circle
339,6938,Salk,Ms-0,RUS,55.7522,37.6322,Albert Kranz,CS76555,purple_circle
340,6940,Salk,Mz-0,GER,50.3,8.3,Albert Kranz,CS76557,ltblu_circle
341,6943,Salk,NFA-10,UK,51.4083,-0.6383,Mick Crawley,CS77126,blu_circle
342,6944,Salk,NFA-8,UK,51.4083,-0.6383,Mick Crawley,CS78913,blu_circle
343,6945,Salk,Nok-3,NED,52.24,4.45,Albert Kranz,CS76562,ltblu_circle
344,6951,Salk,Pu2-23,CZE,49.42,16.36,Ivo Cetl,CS76579,ylw_circle
345,6956,Salk,Pu2-7,CZE,49.42,16.36,Ivo Cetl,CS76580,ylw_circle
346,6957,Salk,Pu2-8,CZE,49.42,16.36,Ivo Cetl,CS77192,ylw_circle
347,6958,Salk,Ra-0,FRA,46.0,3.3,Albert Kranz,CS76582,blu_circle
348,6959,Salk,Rennes-1,FRA,48.5,-1.41,Gerhard Röbbelen,CS77210,blu_circle
349,6960,Salk,Rennes-11,FRA,48.5,-1.41,Gerhard Röbbelen,CS77211,blu_circle
350,6961,Salk,Se-0,ESP,38.3333,-3.53333,Albert Kranz,CS76597,pink_circle
351,6963,Salk,Sorbo,TJK,38.35,68.48,Igor Vizir,CS78917,purple_circle
352,6966,Salk,Sq-1,UK,51.4083,-0.6383,Mick Crawley,CS77266,blu_circle
353,6967,Salk,Sq-8,UK,51.4083,-0.6383,Mick Crawley,CS76604,blu_circle
354,6968,"Salk,GMI",Tamm-2,FIN,60.0,23.5,Outi Savolainen,CS76610,orange_circle
355,6969,Salk,Tamm-27,FIN,60.0,23.5,Outi Savolainen,CS77341,orange_circle
356,6970,Salk,Ts-1,ESP,41.7194,2.93056,Albert Kranz,CS76615,pink_circle
357,6971,Salk,Ts-5,ESP,41.7194,2.93056,Albert Kranz,CS77388,pink_circle
358,6973,GMI,Ull2-3,SWE,56.0648,13.9707,Magnus Nordborg,CS78817,ltblu_circle
359,6974,GMI,Ull2-5,SWE,56.0648,13.9707,Magnus Nordborg,CS78818,red_circle
360,6975,Salk,Uod-1,AUT,48.3,14.45,Marcus Koch,CS76621,ylw_circle
361,6976,Salk,Uod-7,AUT,48.3,14.45,Marcus Koch,CS78823,ylw_circle
362,6979,Salk,Wei-0,SUI,47.25,8.26,Alan Slusarenko,CS76628,ylw_circle
363,6981,"MPI,Salk",Ws-2,RUS,52.3,30.0,Kenneth Feldmann,CS78920,forbidden
364,6982,Salk,Wt-5,GER,52.3,9.3,Albert Kranz,CS76632,ltblu_circle
365,6984,Salk,Zdr-1,CZE,49.3853,16.2544,Jirina Relichov,CS76635,ylw_circle
366,6986,Salk,Abd-0,UK,57.1539,-2.2207,R. Mitchelson,CS76429,blu_circle
367,6987,Salk,Ak-1,GER,48.0683,7.62551,Albert Kranz,CS76431,forbidden
368,6989,Salk,Alst-1,UK,54.8,-2.4333,Maarten Koornneef,CS76432,blu_circle
369,6990,Salk,Amel-1,NED,53.448,5.73,Maarten Koornneef,CS76434,forbidden
370,6992,Salk,Ang-0,BEL,50.3,5.3,Albert Kranz,CS76436,forbidden
371,6997,Salk,Appt-1,NED,51.8333,5.5833,Maarten Koornneef,CS76440,ltblu_circle
372,7000,Salk,Aa-0,GER,50.9167,9.57073,Albert Kranz,CS76428,ltblu_circle
373,7002,Salk,Baa-1,NED,51.3333,6.1,Maarten Koornneef,CS76442,ltblu_circle
374,7003,Salk,Bs-1,SUI,47.5,7.5,Albert Kranz,CS78888,forbidden
375,7008,Salk,Benk-1,NED,52.0,5.675,Maarten Koornneef,CS76447,ltblu_circle
376,7013,Salk,Bd-0,GER,52.4584,13.287,Albert Kranz,CS76445,red_circle
377,7014,Salk,Ba-1,UK,56.5459,-4.79821,Albert Kranz,CS76441,ltblu_circle
378,7025,Salk,Bl-1,ITA,44.5041,11.3396,Albert Kranz,CS76450,ylw_circle
379,7026,Salk,Boot-1,UK,54.4,-3.2667,Maarten Koornneef,CS76452,blu_circle
380,7028,Salk,Bch-1,GER,49.5166,9.3166,Albert Kranz,CS76444,forbidden
381,7031,Salk,Bsch-0,GER,50.0167,8.6667,Albert Kranz,CS76457,ltblu_circle
382,7033,"Salk,MPI",Buckhorn Pass,USA,41.3599,-122.755,Angus Murphy,CS76733,ltblu_circle
383,7036,"MPI,Salk",Bu-0,GER,50.5,9.5,Albert Kranz,CS78889,ltblu_circle
384,7058,Mott,Bur-0,IRL,53.08,-9.07555556,Albert Kranz,CS76734,forbidden
385,7061,Salk,Cal-0,UK,53.2699,-1.64293,Albert Kranz,CS76460,forbidden
386,7062,Salk,Ca-0,GER,50.2981,8.26607,Albert Kranz,CS76459,ltblu_circle
387,7063,Mott,Can-0,ESP,29.2144,-13.4811,Albert Kranz,CS76740,grn_circle
388,7064,Salk,Cnt-1,UK,51.3,1.1,Eric Holub,CS76467,blu_circle
389,7067,Mott,Ct-1,ITA,37.3,15.0,Albert Kranz,CS76786,ylw_circle
390,7068,Salk,Cerv-1,ITA,42.0,12.1,Maarten Koornneef,CS76462,wht_circle
391,7071,Salk,Chat-1,FRA,48.0717,1.33867,Maarten Koornneef,CS76463,blu_circle
392,7072,Salk,Chi-0,RUS,53.7502,34.7361,Albert Kranz,CS76464,forbidden
393,7077,Salk,Co-1,POR,40.12,-8.25,Albert Kranz,CS76468,wht_circle
394,7081,Salk,Co,POR,40.2077,-8.42639,George Redei,CS78895,pink_circle
395,7092,Salk,Com-1,FRA,49.416,2.823,Maarten Koornneef,CS76469,blu_circle
396,7094,Monsanto,Da-0,GER,49.8724,8.65081,Albert Kranz,CS76791,ltblu_circle
397,7096,Salk,Di-G,FRA,47.3239,5.04278,Maarten Koornneef,CS76472,forbidden
398,7102,Salk,Do-0,GER,50.7224,8.2372,Albert Kranz,CS76474,ltblu_circle
399,7103,Salk,Dra-0,CZE,49.4167,16.2667,Albert Kranz,CS76476,ylw_circle
400,7106,"MPI,Salk",Dr-0,GER,51.051,13.7336,Albert Kranz,CS78897,ylw_circle
401,7107,Salk,Durh-1,UK,54.7761,-1.5733,Maarten Koornneef,CS76477,blu_circle
402,7109,Salk,Ema-1,UK,51.3,0.5,Eric Holub,CS76480,blu_circle
403,7111,Mott,Edi-0,UK,55.9494,-3.16028,Albert Kranz,CS76831,forbidden
404,7117,Salk,El-0,GER,51.5105,9.68253,Albert Kranz,CS76479,ltblu_circle
405,7119,Salk,En-2,GER,50.0,8.5,Albert Kranz,CS76481,ltblu_circle
406,7120,Salk,En-D,GER,50.0,8.5,Albert Kranz,CS76482,ylw_circle
407,7125,"MPI,Salk",Er-0,GER,49.5955,11.0087,Albert Kranz,CS78898,ltblu_circle
408,7126,Salk,Es-0,FIN,60.1997,24.5682,Albert Kranz,CS76484,forbidden
409,7127,Salk,Est,EST,58.6656,24.9871,Brigitte Damm,CS76485,forbidden
410,7130,Salk,Et-0,FRA,44.6447,2.56481,Albert Kranz,CS76486,blu_circle
411,7133,Salk,Fr-2,GER,50.1102,8.6822,Albert Kranz,CS76489,ltblu_circle
412,7138,Salk,Fi-0,GER,50.5,8.0167,Albert Kranz,CS76488,forbidden
413,7143,Salk,Gel-1,NED,51.0167,5.86667,Maarten Koornneef,CS76492,ltblu_circle
414,7147,Salk,Gie-0,GER,50.584,8.67825,Albert Kranz,CS76493,forbidden
415,7158,Monsanto,Gr-5,AUT,47.0,15.5,Albert Kranz,CS76885,euro
416,7160,Salk,Gre-0,USA,43.178,-85.2532,Albert Kranz,CS76497,ltblu_circle
417,7161,Salk,Gd-1,GER,53.5,10.5,Albert Kranz,CS76491,ltblu_circle
418,7162,Salk,Hs-0,GER,52.24,9.44,Albert Kranz,CS76515,ltblu_circle
419,7163,Salk,Ha-0,GER,52.3721,9.73569,Albert Kranz,CS76500,forbidden
420,7164,Salk,Hau-0,DEN,55.675,12.5686,Albert Kranz,CS76915,red_circle
421,7165,Salk,Hn-0,GER,51.3472,8.28844,Albert Kranz,CS76513,ltblu_circle
422,7169,Salk,Hh-0,GER,54.4175,9.88682,Albert Kranz,CS76512,forbidden
423,7177,Salk,Jm-0,CZE,49.0,15.0,Albert Kranz,CS76520,ylw_circle
424,7181,Salk,Je-0,GER,50.927,11.587,Albert Kranz,CS76518,forbidden
425,7183,Salk,Kas-1,IND,35.0,77.0,Shauna Somerville,CS79018,purple_circle
426,7186,Mott,Kn-0,LTU,54.8969,23.8924,Albert Kranz,CS76969,ylw_circle
427,7192,Salk,Kil-0,UK,55.6395,-5.66364,Albert Kranz,CS76526,ltblu_circle
428,7199,Salk,Kl-5,GER,50.95,6.9666,Albert Kranz,CS76528,ltblu_circle
429,7202,Salk,Kb-0,GER,50.1797,8.50861,Albert Kranz,CS76524,ltblu_circle
430,7203,Salk,Krot-0,GER,49.631,11.5722,Thomas Mitchell-Olds,CS76534,ylw_circle
431,7207,Salk,Kyoto,JPN,35.0085,135.752,Hirokazu Tsukaya,CS76535,ylw_circle
432,7208,Salk,Lan-0,UK,55.6739,-3.78181,Albert Kranz,CS76539,ltblu_circle
433,7209,Salk,La-0,POL,52.7333,15.2333,Albert Kranz,CS76538,forbidden
434,7213,Mott,Ler-0,GER,47.984,10.8719,Maarten Koornneef,CS77020,forbidden
435,7217,Salk,Lm-2,FRA,48.0,0.5,Albert Kranz,CS76545,blu_circle
436,7218,Salk,Le-0,NED,52.1611,4.49015,Albert Kranz,CS76540,forbidden
437,7223,Salk,Li-2:1,GER,50.3833,8.0666,Albert Kranz,CS76541,ylw_circle
438,7231,Monsanto,Li-7,GER,50.3833,8.0666,Albert Kranz,CS77035,ltblu_circle
439,7236,Salk,Litva,LTU,,,Igor Vizir,CS76543,ylw_circle
440,7244,Salk,Mnz-0,GER,50.001,8.26664,Albert Kranz,CS76552,ltblu_circle
441,7248,Salk,Mv-0,USA,41.3923,-70.6652,Albert Kranz,CS76556,ltblu_circle
442,7250,Salk,Me-0,GER,51.9183,10.1138,Albert Kranz,CS76549,ltblu_circle
443,7255,Salk,Mh-0,POL,50.95,20.5,Albert Kranz,CS76550,ltblu_circle
444,7258,Salk,Nw-0,GER,50.5,8.5,Albert Kranz,CS76564,ltblu_circle
445,7268,Salk,Np-0,GER,52.6969,10.981,Albert Kranz,CS76563,forbidden
446,7273,Mott,No-0,GER,51.0581,13.2995,Albert Kranz,CS77128,ylw_circle
447,7276,Salk,Ob-0,GER,50.2,8.5833,Albert Kranz,CS76566,ltblu_circle
448,7280,Salk,Old-1,GER,53.1667,8.2,Albert Kranz,CS76567,ltblu_circle
449,7282,Salk,Or-0,GER,50.3827,8.01161,Albert Kranz,CS76568,ltblu_circle
450,7287,Salk,Ove-0,GER,53.3422,8.42255,Albert Kranz,CS76569,ltblu_circle
451,7288,Mott,Oy-0,NOR,60.385543,6.193019,Albert Kranz,CS77156,forbidden
452,7296,Monsanto,Petergof,RUS,59.0,29.0,Igor Vizir,CS77170,ylw_circle
453,7298,Salk,Pi-0,AUT,47.04,10.51,Albert Kranz,CS76572,ylw_circle
454,7305,Salk,Pt-0,GER,53.476,10.6065,Albert Kranz,CS78915,forbidden
455,7306,Salk,Pog-0,CAN,49.2655,-123.206,Albert Kranz,CS76576,blu_circle
456,7307,Monsanto,Pn-0,FRA,48.0653,-2.96591,Albert Kranz,CS77182,blu_circle
457,7314,Salk,Ragl-1,UK,54.3512,-3.41697,Maarten Koornneef,CS76583,forbidden
458,7316,Salk,Rhen-1,NED,51.9667,5.56667,Maarten Koornneef,CS78916,forbidden
459,7319,Salk,Rome-1,ITA,42.0,12.1,Maarten Koornneef,CS76590,forbidden
460,7320,Salk,Rou-0,FRA,49.4424,1.09849,Albert Kranz,CS76591,blu_circle
461,7322,Mott,Rsch-4,RUS,56.3,34.0,Albert Kranz,CS77222,ltblu_circle
462,7323,Salk,Rubezhnoe-1,UKR,49.0,38.28,Igor Vizir,CS76594,purple_circle
463,7327,Salk,Sf-1,ESP,41.7833,3.03333,F. Laibach,CS77246,pink_circle
464,7328,Mott,Sf-2,ESP,41.7833,3.03333,Albert Kranz,CS77247,pink_circle
465,7332,Salk,Seattle-0,USA,47.0,-122.2,Rick Amasino,CS76598,blu_circle
466,7333,Salk,Sei-0,ITA,46.5438,11.5614,Albert Kranz,CS76599,ylw_circle
467,7337,Salk,Si-0,GER,50.8738,8.02341,Albert Kranz,CS76601,ltblu_circle
468,7342,Salk,Su-0,UK,53.6473,-3.00733,Albert Kranz,CS76606,forbidden
469,7343,Salk,Sp-0,GER,52.5339,13.181,Albert Kranz,CS76603,red_circle
470,7344,Salk,Sg-1,GER,47.6667,9.5,Albert Kranz,CS76600,forbidden
471,7346,Monsanto,Sten-0,GER,52.6058,11.8558,Albert Kranz,CS77277,red_circle
472,7347,Salk,Stw-0,RUS,52.0,36.0,Albert Kranz,CS76605,ylw_circle
473,7349,Salk,Ta-0,CZE,49.5,14.5,Albert Kranz,CS76608,ylw_circle
474,7350,Salk,Tac-0,USA,47.2413,-122.459,Thomas Mitchell-Olds,CS76609,ylw_circle
475,7353,Salk,Tha-1,NED,52.08,4.3,Maarten Koornneef,CS76611,forbidden
476,7354,Salk,Ting-1,SWE,56.5,14.9,Maarten Koornneef,CS76612,red_circle
477,7356,"Salk,MPI",Tol-0,USA,41.6639,-83.5553,Scott Leisner,CS76614,ltblu_circle
478,7358,MPI,Tol-2,USA,41.6639,-83.5553,Scott Leisner,CS79019,ltblu_circle
479,7359,MPI,Tol-3,USA,41.6639,-83.5553,Scott Leisner,CS79020,ltblu_circle
480,7372,Salk,Tscha-1,AUT,47.0748,9.9042,Maarten Koornneef,CS76616,ylw_circle
481,7373,Mott,Tsu-0,JPN,34.43,136.31,Albert Kranz,CS77389,forbidden
482,7377,Salk,Tul-0,USA,43.2708,-85.2563,Albert Kranz,CS76618,ltblu_circle
483,7378,Salk,Uk-1,GER,48.0333,7.7667,Albert Kranz,CS76620,forbidden
484,7382,Salk,Utrecht,NED,52.0918,5.1145,Viola Willemsen,CS76622,forbidden
485,7383,Salk,Van-0,CAN,49.2655,-123.206,Albert Kranz,CS76623,blu_circle
486,7384,Salk,Ven-1,NED,52.0333,5.55,Maarten Koornneef,CS76624,forbidden
487,7387,Salk,Vind-1,UK,54.9902,-2.3671,Maarten Koornneef,CS76625,blu_circle
488,7394,Salk,Wa-1,POL,52.3,21.0,Albert Kranz,CS76626,forbidden
489,7396,Mott,Ws-0.2,RUS,52.3,30.0,Albert Kranz,CS78857,ylw_circle
490,7404,Salk,Wc-1,GER,52.6,10.0667,Albert Kranz,CS76627,forbidden
491,7411,Salk,Wl-0,GER,47.9299,10.8134,Albert Kranz,CS76630,ylw_circle
492,7413,Mott,Wil-2,LTU,54.6833,25.3167,Albert Kranz,CS78856,ylw_circle
493,7415,Mott,Wu-0,GER,49.7878,9.9361,Albert Kranz,CS78858,ltblu_circle
494,7416,Salk,Yo-0,USA,37.45,-119.35,Albert Kranz,CS76633,ltblu_circle
495,7417,Mott,Zu-0,SUI,47.3667,8.55,Albert Kranz,CS78880,blu_circle
496,7418,Monsanto,Zu-1,SUI,47.3667,8.55,Albert Kranz,CS78881,forbidden
497,7419,Salk,Db-1,GER,50.3058,8.32213,Albert Kranz,CS76471,ltblu_circle
498,7424,Salk,Jl-3,CZE,49.2,16.6166,Albert Kranz,CS76519,ylw_circle
499,7427,Salk,Ko-2,DEN,,,Albert Kranz,CS76531,ylw_circle
500,7430,Salk,Nc-1,FRA,48.6167,6.25,Albert Kranz,CS76559,forbidden
501,7460,Salk,Da(1)-12,CZE,,,Igor Vizir,CS76470,ylw_circle
502,7461,Salk,H55,CZE,49.0,15.0,Igor Vizir,CS76897,ltblu_circle
503,7471,Salk,RLD-1,UNK,,,Maarten Koornneef,CS76588,forbidden
504,7475,MPI,KEN,USA,41.767,-72.677,Massimo Pigliucci,CS79021,ltblu_circle
505,7477,Monsanto,WAR,USA,41.7302,-71.2825,Massimo Pigliucci,CS78853,forbidden
506,7514,Salk,RRS-7,USA,41.5609,-86.4251,Joy Bergelson,CS76593,forbidden
507,7515,"MPI,Salk",RRS-10,USA,41.5609,-86.4251,Joy Bergelson,CS76592,ltblu_circle
508,7516,GMI,Vår2-1,SWE,55.58,14.334,Magnus Nordborg,CS78830,ltblu_circle
509,7517,GMI,Vår2-6,SWE,55.58,14.334,Magnus Nordborg,CS78831,ltblu_circle
510,7520,Salk,Lp2-2,CZE,49.38,16.81,Ivo Cetl,CS76546,ylw_circle
511,7521,Salk,Lp2-6,CZE,49.38,16.81,Ivo Cetl,CS77052,ylw_circle
512,7523,Salk,Pna-17,USA,42.0945,-86.3253,Joy Bergelson,CS76575,ltblu_circle
513,7525,Salk,Rmx-A180,USA,42.036,-86.511,Joy Bergelson,CS77218,ltblu_circle
514,7529,MPI,627RMX-1MN4,USA,42.0333,-86.5128,Justin Borevitz,CS79022,ltblu_circle
515,7530,MPI,627RMX-1MN5,USA,42.0333,-86.5128,Justin Borevitz,CS79023,ltblu_circle
516,7566,MPI,627ME-13Y1,USA,42.093,-86.359,Justin Borevitz,CS78367,ltblu_circle
517,7568,MPI,627ME-1MI1,USA,42.093,-86.359,Justin Borevitz,CS79024,ltblu_circle
518,7717,Monsanto,KNO1.37,USA,41.273,-86.625,Megan Dunning,CS76972,ltblu_circle
519,7757,MPI,KNO2.41,USA,41.273,-86.625,Megan Dunning,CS79025,ltblu_circle
520,7767,MPI,KNO2.54,USA,41.273,-86.625,Megan Dunning,CS79026,ltblu_circle
521,7917,Monsanto,PNA3.10,USA,42.0945,-86.3253,Megan Dunning,CS77183,ltblu_circle
522,7947,Monsanto,PNA3.40,USA,42.0945,-86.3253,Megan Dunning,CS77184,ltblu_circle
523,8037,MPI,PT1.52,USA,41.3423,-86.7368,Megan Dunning,CS79027,ltblu_circle
524,8057,MPI,PT1.85,USA,41.3423,-86.7368,Megan Dunning,CS79028,ltblu_circle
525,8077,Monsanto,PT2.21,USA,41.3423,-86.7368,Megan Dunning,CS77191,ltblu_circle
526,8132,Monsanto,RMX3.22,USA,42.036,-86.511,Megan Dunning,CS77219,ltblu_circle
527,8171,MPI,RMX4.118,USA,42.036,-86.511,Megan Dunning,CS79029,ltblu_circle
528,8214,Salk,Gy-0,FRA,49.0,2.0,Albert Kranz,CS78901,blu_circle
529,8222,GMI,Lis-2,SWE,56.0328,14.775,Magnus Nordborg,CS77043,red_circle
530,8227,GMI,THÖ 03,SWE,62.7989,17.9103,Mattias Jakobsson,CS77367,orange_circle
531,8230,GMI,Algutsrum,SWE,56.68,16.5,Magnus Nordborg,CS76657,red_circle
532,8231,GMI,Brö1-6,SWE,56.3,16.0,Magnus Nordborg,CS76726,red_circle
533,8233,Salk,Dem-4,USA,41.1876,-87.1923,Joy Bergelson,CS76794,ltblu_circle
534,8234,"GMI,Salk",Gul1-2,SWE,56.4606,15.8127,Magnus Nordborg,CS76896,red_circle
535,8235,Salk,Hod,CZE,48.8,17.1,Jirina Relichov,CS76924,ylw_circle
536,8236,Salk,HSm,CZE,49.33,15.76,Jirina Relichov,CS76941,ylw_circle
537,8237,GMI,Kävlinge-1,SWE,55.8,13.1,Torbjorn Sall,CS76964,red_circle
538,8238,Salk,Kent,UK,51.15,0.4,Magnus Nordborg,CS76967,ltblu_circle
539,8239,Salk,PHW-3,GER,51.0,7.0,Paul Williams,CS76976,ltblu_circle
540,8240,GMI,Kulturen-1,SWE,55.705,13.196,Torbjorn Sall,CS76987,red_circle
541,8241,GMI,Liarum,SWE,55.9473,13.821,Torbjorn Sall,CS77038,red_circle
542,8242,GMI,Lillö-1,SWE,56.1494,15.7884,Magnus Nordborg,CS77039,red_circle
543,8243,Salk,PHW-2,ITA,43.7703,11.2547,Paul Williams,CS77173,blu_circle
544,8244,Salk,PHW-34,FRA,48.6103,2.3086,Paul Williams,CS77174,blu_circle
545,8246,Salk,NC-6,USA,35.0,-79.18,Joy Bergelson,CS77124,ltblu_circle
546,8247,GMI,San-2,SWE,56.07,13.74,Magnus Nordborg,CS77233,red_circle
547,8249,GMI,Vimmerby,SWE,57.7,15.8,Magnus Nordborg,CS78845,red_circle
548,8256,GMI,Bå1-2,SWE,56.4,12.9,Magnus Nordborg,CS76676,forbidden
549,8258,GMI,Bå4-1,SWE,56.4,12.9,Magnus Nordborg,CS76677,red_circle
550,8259,GMI,Bå5-1,SWE,56.4,12.9,Magnus Nordborg,CS76678,red_circle
551,8264,Salk,Bla-1,ESP,41.6833,2.8,Albert Kranz,CS76451,pink_circle
552,8283,GMI,Dra3-1,SWE,55.76,14.12,Magnus Nordborg,CS76811,red_circle
553,8284,Salk,DraII-1,CZE,49.4112,16.2815,Jirina Relichov,CS76813,ylw_circle
554,8285,Salk,DraIII-1,CZE,49.4112,16.2815,Jirina Relichov,CS76815,ylw_circle
555,8290,Salk,En-1,GER,50.0,8.5,Albert Kranz,CS76841,ylw_circle
556,8297,Salk,Ge-0,SUI,46.5,6.08,Albert Kranz,CS76875,blu_circle
557,8306,GMI,Hov4-1,SWE,56.1,13.74,Magnus Nordborg,CS76936,red_circle
558,8307,GMI,Hovdala-6,SWE,56.1,13.74,Torbjorn Sall,CS76938,red_circle
559,8311,Salk,In-0,AUT,47.5,11.5,Albert Kranz,CS78903,ylw_circle
560,8312,"MPI,Salk",Is-0,GER,50.5,7.5,Albert Kranz,CS78904,ltblu_circle
561,8326,GMI,Lis-1,SWE,56.0328,14.775,Magnus Nordborg,CS77042,red_circle
562,8334,GMI,Lu-1,SWE,55.71,13.2,Albert Kranz,CS77056,forbidden
563,8335,GMI,Lund,SWE,55.71,13.2,Magnus Nordborg,CS77060,red_circle
564,8337,Salk,Mir-0,ITA,44.0,12.37,Albert Kranz,CS76551,blu_circle
